timestamp_ms,accX,accY,accZ,gyroX,gyroY,gyroZ
23526,0.379,-0.016,0.955,-3.479,0.656,-0.763
23546,0.379,-0.008,0.959,-3.571,0.504,-0.565
23566,0.374,-0.014,0.963,-3.54,0.183,-0.519
23586,0.376,-0.015,0.962,-3.555,-0.137,-0.717
23606,0.374,-0.019,0.957,-3.54,-0.198,-0.885
23626,0.372,-0.015,0.956,-3.677,0.214,-1.083
23706,0.377,-0.014,0.965,-3.448,0.58,-0.381
23707,0.377,-0.014,0.965,-3.448,0.58,-0.381
23707,0.377,-0.014,0.965,-3.448,0.58,-0.381
23708,0.377,-0.014,0.965,-3.448,0.58,-0.381
23726,0.378,-0.014,0.958,-3.51,0.412,-0.29
23746,0.377,-0.018,0.967,-3.571,-0.031,-0.29
23766,0.374,-0.015,0.959,-3.738,-0.153,-0.397
23786,0.373,-0.01,0.958,-3.601,0.153,-0.381
23806,0.371,-0.013,0.953,-3.571,0.336,-0.504
23826,0.375,-0.013,0.958,-3.54,0.519,-0.519
23846,0.375,-0.006,0.964,-3.433,0.473,-0.229
23866,0.374,-0.008,0.964,-3.159,0.275,0.031
23886,0.37,-0.011,0.956,-3.067,0.29,0.244
23906,0.367,-0.011,0.958,-2.914,1.068,0.32
23926,0.375,-0.01,0.963,-2.808,1.587,0.214
23946,0.38,-0.016,0.957,-2.884,1.465,0.122
23966,0.378,-0.018,0.959,-3.113,0.824,-0.305
23986,0.375,-0.013,0.963,-2.975,0.366,-0.122
24006,0.378,-0.013,0.964,-3.128,0.443,-0.153
24026,0.373,-0.012,0.958,-3.082,-0.183,-0.229
24046,0.37,-0.012,0.953,-2.914,-0.046,-0.046
24066,0.372,-0.009,0.956,-2.792,0.504,0.092
24086,0.38,-0.008,0.956,-2.747,0.626,0.214
24106,0.384,-0.004,0.955,-2.579,0.549,0.809
24126,0.381,-0.007,0.955,-2.426,0.336,1.114
24146,0.372,-0.008,0.955,-2.167,0.61,1.068
24166,0.379,-0.014,0.957,-2.136,0.87,0.778
24186,0.376,-0.02,0.955,-2.258,0.87,0.443
24206,0.374,-0.025,0.957,-2.625,0.854,-0.092
24226,0.38,-0.017,0.96,-2.808,0.656,-0.351
24246,0.382,-0.014,0.961,-2.914,-0.015,-0.626
24266,0.379,-0.013,0.96,-3.006,-0.534,-0.565
24286,0.373,-0.008,0.954,-3.098,-0.519,-0.565
24306,0.375,-0.008,0.959,-3.113,-0.244,-0.412
24326,0.377,-0.012,0.955,-3.128,-0.137,-0.214
24346,0.374,-0.015,0.956,-3.098,-0.214,-0.305
24366,0.379,-0.011,0.958,-3.036,-0.229,-0.458
24386,0.379,-0.007,0.957,-2.975,-0.076,-0.473
24406,0.375,-0.01,0.956,-2.899,-0.153,-0.488
24426,0.376,-0.009,0.954,-2.716,-0.031,-0.473
24446,0.379,-0.004,0.959,-2.716,0.061,-0.519
24466,0.379,-0.007,0.957,-2.823,0,-0.458
24486,0.38,-0.005,0.96,-2.853,-0.259,-0.259
24506,0.381,-0.005,0.953,-2.808,-0.046,-0.076
24526,0.38,-0.006,0.951,-2.792,-0.122,0.122
24546,0.376,-0.01,0.953,-2.747,0,0.046
24566,0.379,-0.012,0.954,-2.716,0.214,0
24586,0.38,-0.013,0.962,-2.762,0.168,-0.259
24606,0.382,-0.016,0.957,-2.945,-0.427,-0.458
24626,0.372,-0.013,0.952,-3.113,-0.534,-0.717
24646,0.377,-0.012,0.953,-3.067,-0.137,-0.763
24666,0.38,-0.012,0.956,-3.098,-0.015,-0.732
24686,0.377,-0.015,0.954,-3.113,-0.229,-0.778
24706,0.375,-0.012,0.957,-3.174,-0.229,-0.763
24726,0.379,-0.008,0.958,-3.143,0.214,-0.641
24746,0.383,-0.008,0.952,-3.036,0.32,-0.32
24766,0.382,-0.01,0.953,-2.93,0.519,0.107
24786,0.379,-0.012,0.959,-2.792,0.58,0.061
24863,0.38,-0.012,0.955,-2.899,0.046,0.031
24864,0.38,-0.012,0.955,-2.899,0.046,0.031
24864,0.38,-0.012,0.955,-2.899,0.046,0.031
24866,0.381,-0.011,0.956,-2.914,0.061,0.015
24886,0.386,-0.012,0.954,-2.914,0.351,-0.168
24906,0.382,-0.015,0.952,-3.021,0.549,-0.244
24926,0.38,-0.016,0.956,-3.036,0.519,-0.244
24946,0.385,-0.012,0.957,-3.021,0.549,-0.092
24966,0.385,-0.01,0.958,-3.036,0.412,0.107
24986,0.384,-0.015,0.96,-3.021,0.168,0.092
25006,0.381,-0.014,0.951,-3.128,0.122,0.031
25026,0.375,-0.016,0.951,-3.22,0.137,-0.153
25046,0.375,-0.018,0.957,-3.326,0.549,-0.275
25066,0.382,-0.016,0.958,-3.281,0.534,-0.381
25086,0.384,-0.014,0.959,-3.357,0.153,-0.427
25106,0.38,-0.012,0.954,-3.418,0,-0.183
25126,0.375,-0.01,0.95,-3.403,0.168,-0.29
25146,0.377,-0.011,0.952,-3.311,0.397,-0.29
25166,0.378,-0.014,0.958,-3.387,0.443,-0.549
25186,0.383,-0.012,0.96,-3.464,0.259,-0.641
25206,0.383,-0.013,0.954,-3.418,-0.183,-0.549
25226,0.376,-0.008,0.948,-3.433,-0.214,-0.412
25246,0.376,-0.014,0.953,-3.296,0.198,-0.29
25266,0.377,-0.014,0.955,-3.265,0.61,-0.427
25286,0.379,-0.014,0.956,-3.372,0.595,-0.473
25306,0.382,-0.015,0.959,-3.296,0.519,-0.504
25326,0.386,-0.012,0.962,-3.281,0.412,-0.427
25346,0.382,-0.011,0.953,-3.189,0.061,-0.29
25366,0.376,-0.016,0.954,-3.143,0.107,-0.366
25386,0.376,-0.014,0.959,-3.113,0.595,-0.168
25406,0.383,-0.013,0.955,-3.204,0.488,-0.443
25426,0.379,-0.018,0.956,-3.342,0.381,-0.595
25446,0.373,-0.016,0.954,-3.387,0.336,-0.854
25466,0.38,-0.01,0.955,-3.326,0.687,-0.748
25486,0.383,-0.008,0.954,-3.235,0.839,-0.549
25506,0.384,-0.014,0.954,-3.067,0.702,-0.336
25526,0.38,-0.015,0.953,-2.884,0.931,-0.137
25546,0.386,-0.011,0.956,-2.945,0.931,0.061
25566,0.386,-0.012,0.958,-2.975,0.763,0.183
25586,0.383,-0.011,0.954,-2.945,0.641,0.305
25606,0.383,-0.012,0.953,-2.884,0.565,0.107
25626,0.381,-0.016,0.956,-2.899,0.793,-0.076
25646,0.383,-0.015,0.95,-2.975,0.748,-0.122
25666,0.383,-0.015,0.952,-2.93,0.641,-0.046
25686,0.38,-0.013,0.957,-2.991,0.58,0
25706,0.38,-0.013,0.957,-2.914,0.656,-0.076
25726,0.381,-0.016,0.951,-2.869,0.732,0
25746,0.38,-0.014,0.954,-2.93,0.87,0.198
25766,0.383,-0.013,0.952,-2.853,1.083,0.214
25786,0.382,-0.013,0.953,-2.945,1.083,0.214
25806,0.382,-0.017,0.952,-2.945,1.007,0.137
25826,0.38,-0.017,0.959,-2.914,0.992,0.183
25846,0.382,-0.017,0.956,-3.021,0.885,-0.031
25866,0.381,-0.012,0.952,-3.082,0.763,-0.137
25886,0.378,-0.016,0.954,-3.098,1.022,-0.092
25906,0.38,-0.012,0.954,-3.082,1.053,-0.122
25926,0.381,-0.014,0.956,-3.006,1.083,-0.198
25946,0.378,-0.014,0.96,-3.021,0.885,-0.214
25966,0.376,-0.013,0.952,-3.098,0.87,-0.305
25986,0.378,-0.014,0.957,-3.036,0.916,-0.458
26006,0.379,-0.015,0.955,-3.113,1.083,-0.488
26026,0.383,-0.014,0.954,-3.128,1.328,-0.412
26046,0.377,-0.015,0.956,-3.128,1.19,-0.458
26066,0.376,-0.017,0.959,-3.159,1.328,-0.488
26086,0.376,-0.012,0.954,-3.159,1.373,-0.427
26106,0.382,-0.013,0.958,-3.021,1.221,-0.32
26126,0.377,-0.012,0.956,-3.036,1.053,-0.275
26146,0.374,-0.012,0.957,-2.945,1.129,0
26166,0.377,-0.01,0.957,-3.021,1.083,-0.046
26186,0.374,-0.015,0.955,-3.036,0.854,-0.122
26206,0.369,-0.015,0.959,-3.052,0.839,-0.229
26226,0.373,-0.013,0.959,-3.021,1.236,-0.198
26246,0.376,-0.006,0.957,-3.021,1.175,-0.137
26266,0.373,-0.011,0.955,-2.838,1.053,-0.122
26286,0.372,-0.016,0.957,-2.884,1.266,-0.122
26306,0.371,-0.011,0.96,-2.914,1.434,-0.076
26326,0.376,-0.006,0.957,-3.036,1.221,-0.031
26346,0.375,-0.01,0.957,-3.052,1.19,0.015
26366,0.373,-0.01,0.957,-2.991,1.144,0.153
26386,0.37,-0.005,0.959,-2.823,1.48,0.229
26406,0.368,-0.005,0.959,-2.747,1.663,0.214
26426,0.371,-0.009,0.96,-2.487,1.785,0.351
26446,0.37,-0.012,0.964,-2.38,1.709,0.381
26466,0.376,-0.01,0.961,-2.35,1.48,0.656
26486,0.373,-0.008,0.957,-2.411,1.129,0.748
26506,0.367,-0.017,0.958,-2.411,1.343,0.656
26526,0.367,-0.023,0.958,-2.655,1.663,0.29
26546,0.372,-0.022,0.961,-3.006,1.724,-0.076
26566,0.372,-0.017,0.959,-3.128,1.541,-0.519
26586,0.372,-0.015,0.958,-3.143,1.312,-0.671
26606,0.37,-0.014,0.962,-3.235,1.114,-0.595
26626,0.369,-0.013,0.958,-3.082,1.266,-0.443
26712,0.369,-0.016,0.961,-3.021,2.045,-0.305
26713,0.369,-0.016,0.961,-3.021,2.045,-0.305
26713,0.369,-0.016,0.961,-3.098,1.938,-0.305
26714,0.369,-0.016,0.961,-3.098,1.938,-0.305
26726,0.373,-0.019,0.96,-3.113,1.694,-0.29
26746,0.367,-0.015,0.958,-3.052,1.358,-0.107
26766,0.366,-0.019,0.96,-3.036,1.282,-0.275
26786,0.372,-0.022,0.967,-3.098,1.221,-0.366
26806,0.37,-0.025,0.965,-3.311,0.778,-0.809
26826,0.367,-0.02,0.963,-3.403,0.702,-1.221
26846,0.363,-0.02,0.959,-3.326,0.534,-1.144
26866,0.365,-0.019,0.954,-3.326,0.626,-1.297
26886,0.363,-0.019,0.963,-3.311,0.916,-1.19
26906,0.365,-0.016,0.966,-3.357,1.038,-1.053
26926,0.362,-0.015,0.963,-3.235,1.053,-0.641
26946,0.357,-0.013,0.96,-3.128,1.556,-0.61
26966,0.362,-0.017,0.957,-3.189,1.801,-0.61
26986,0.356,-0.021,0.957,-3.22,1.968,-0.626
27006,0.354,-0.02,0.964,-3.189,2.197,-0.61
27026,0.365,-0.01,0.968,-3.143,2.029,-0.61
27046,0.365,-0.012,0.965,-3.22,1.373,-0.229
27066,0.358,-0.014,0.965,-3.174,0.793,0.031
27086,0.358,-0.015,0.957,-3.052,0.977,0.305
27106,0.361,-0.012,0.963,-3.098,0.946,0.473
27126,0.364,-0.013,0.962,-3.098,0.748,0.687
27146,0.36,-0.012,0.963,-3.098,0.595,0.778
27166,0.362,-0.012,0.96,-3.098,0.626,1.16
27186,0.357,-0.008,0.969,-3.021,0.671,1.343
27206,0.359,-0.01,0.963,-2.762,0.565,1.572
27226,0.359,-0.013,0.969,-2.625,0.412,1.48
27246,0.357,-0.013,0.965,-2.579,0.198,1.373
27266,0.357,-0.014,0.965,-2.67,-0.092,1.312
27286,0.351,-0.015,0.966,-2.899,0.046,1.251
27306,0.352,-0.014,0.967,-2.991,0.32,1.389
27326,0.349,-0.014,0.961,-3.021,0.458,1.297
27346,0.35,-0.013,0.961,-3.006,0.778,0.931
27366,0.353,-0.019,0.961,-3.036,1.221,0.809
27386,0.356,-0.016,0.966,-3.159,1.343,0.61
27406,0.356,-0.016,0.962,-3.265,1.389,0.427
27426,0.355,-0.013,0.967,-3.265,1.007,0.259
27446,0.351,-0.011,0.961,-3.159,0.778,0.244
27466,0.351,-0.011,0.965,-3.082,0.916,0.183
27486,0.358,-0.013,0.967,-2.899,0.87,-0.031
27506,0.356,-0.013,0.971,-2.731,0.565,-0.046
27526,0.347,-0.016,0.966,-2.838,0.244,-0.275
27546,0.347,-0.01,0.968,-2.975,0.427,-0.351
27566,0.346,-0.011,0.967,-3.082,0.443,-0.961
27586,0.352,-0.011,0.961,-2.838,0.427,-1.205
27606,0.349,-0.01,0.96,-2.838,0.87,-1.251
27626,0.35,-0.011,0.962,-2.914,1.099,-1.297
27646,0.353,-0.009,0.966,-2.869,1.266,-1.266
27666,0.359,-0.008,0.966,-2.731,1.083,-1.175
27686,0.357,-0.004,0.964,-2.625,1.038,-0.702
27706,0.356,-0.005,0.967,-2.548,1.19,-0.29
27726,0.358,-0.007,0.966,-2.487,1.236,-0.29
27746,0.357,-0.013,0.959,-2.487,1.038,-0.153
27766,0.351,-0.019,0.964,-2.701,0.732,-0.412
27786,0.356,-0.015,0.965,-2.914,0.885,-0.61
27864,0.359,-0.01,0.965,-3.265,0.29,-1.48
27865,0.359,-0.01,0.965,-3.265,0.29,-1.48
27866,0.359,-0.011,0.966,-3.342,0.198,-1.48
27866,0.359,-0.011,0.966,-3.342,0.198,-1.48
27886,0.359,-0.012,0.965,-3.464,-0.046,-1.617
27906,0.354,-0.012,0.962,-3.632,-0.443,-1.74
27926,0.352,-0.01,0.965,-3.693,-0.336,-1.663
27946,0.355,-0.009,0.962,-3.54,-0.137,-1.602
27966,0.357,-0.005,0.97,-3.525,-0.183,-1.511
27986,0.357,-0.009,0.966,-3.51,-0.198,-1.373
28006,0.359,-0.01,0.964,-3.403,-0.29,-1.251
28026,0.355,-0.005,0.963,-3.326,-0.458,-1.038
28046,0.353,-0.004,0.962,-3.189,-0.381,-0.9
28066,0.355,-0.012,0.959,-3.052,0.015,-0.793
28086,0.355,-0.008,0.964,-2.914,0.412,-0.473
28106,0.352,-0.004,0.965,-2.899,0.504,-0.183
28126,0.355,-0.008,0.967,-2.762,0.519,-0.153
28146,0.36,-0.01,0.963,-2.747,0.9,0.031
28166,0.357,-0.013,0.968,-2.777,0.397,-0.29
28186,0.354,-0.01,0.96,-2.914,0.381,-0.229
28206,0.351,-0.007,0.961,-2.686,0.687,-0.107
28226,0.354,-0.009,0.962,-2.563,0.992,0.076
28246,0.357,-0.004,0.965,-2.609,1.144,0.229
28266,0.362,-0.009,0.97,-2.563,0.854,0.137
28286,0.359,-0.01,0.967,-2.655,0.366,0.137
28306,0.357,-0.01,0.966,-2.823,-0.061,0
28326,0.355,-0.01,0.96,-2.93,-0.137,0
28346,0.357,-0.009,0.966,-2.914,-0.046,0.076
28366,0.355,-0.007,0.963,-2.914,0,0.076
28386,0.359,-0.01,0.969,-2.914,-0.229,0.015
28406,0.359,-0.01,0.961,-2.93,-0.534,-0.137
28426,0.358,-0.012,0.964,-3.113,-0.595,-0.183
28446,0.358,-0.008,0.962,-3.311,-0.32,-0.397
28466,0.359,-0.011,0.96,-3.51,-0.397,-0.916
28486,0.354,-0.012,0.962,-3.647,-0.214,-1.175
28506,0.354,-0.011,0.967,-3.632,-0.015,-1.48
28526,0.361,-0.006,0.965,-3.799,-0.107,-1.541
28546,0.365,0.002,0.967,-3.845,-0.58,-1.495
28566,0.358,-0.005,0.965,-3.754,-0.961,-1.404
28586,0.355,-0.01,0.967,-3.799,-1.221,-1.465
28606,0.358,-0.008,0.963,-3.937,-1.068,-1.617
28626,0.361,-0.006,0.958,-3.784,-0.931,-1.587
28646,0.36,-0.008,0.961,-3.983,-1.068,-1.495
28666,0.36,-0.002,0.96,-3.983,-1.16,-1.434
28686,0.364,-0.006,0.965,-4.135,-1.114,-1.373
28706,0.362,-0.016,0.968,-4.181,-1.358,-1.648
28726,0.364,-0.016,0.969,-4.349,-1.709,-1.984
28746,0.358,-0.012,0.962,-4.547,-2.09,-2.426
28766,0.356,-0.007,0.964,-4.684,-2.426,-2.502
28786,0.356,-0.006,0.959,-4.562,-2.38,-2.319
28806,0.36,-0.007,0.969,-4.486,-2.045,-2.075
28826,0.364,-0.003,0.963,-4.257,-2.121,-1.831
28846,0.362,-0.004,0.961,-4.181,-2.396,-1.862
28866,0.362,-0.006,0.959,-4.074,-2.182,-1.663
28886,0.361,-0.009,0.96,-4.028,-1.984,-1.633
28906,0.364,-0.012,0.959,-4.166,-1.785,-1.663
28926,0.367,-0.009,0.965,-4.257,-1.709,-1.77
28946,0.366,-0.009,0.96,-4.181,-1.984,-1.923
28966,0.368,-0.011,0.961,-4.211,-2.151,-2.075
28986,0.366,-0.009,0.964,-4.074,-2.319,-2.335
29006,0.364,-0.011,0.96,-4.12,-2.457,-2.472
29026,0.368,-0.014,0.96,-4.379,-2.518,-2.441
29046,0.369,-0.011,0.964,-4.333,-2.777,-2.228
29066,0.37,-0.006,0.965,-4.166,-3.067,-2.258
29086,0.369,-0.009,0.954,-4.181,-3.006,-2.197
29106,0.375,-0.017,0.951,-4.318,-2.93,-2.472
29126,0.38,-0.024,0.951,-4.257,-2.67,-2.67
29146,0.391,-0.021,0.957,-4.379,-2.762,-2.823
29166,0.399,-0.017,0.956,-4.517,-3.738,-2.64
29186,0.396,-0.009,0.951,-4.15,-4.425,-2.274
29206,0.392,-0.004,0.95,-3.632,-4.105,-1.251
29226,0.397,-0.003,0.944,-3.143,-3.403,-0.366
29246,0.398,-0.006,0.933,-2.792,-2.716,0.061
29266,0.396,-0.021,0.95,-2.762,-2.594,0.214
29286,0.403,-0.021,0.952,-2.93,-2.426,-0.092
29306,0.418,-0.016,0.953,-3.265,-2.96,-0.046
29326,0.409,-0.014,0.95,-3.403,-4.166,-0.198
29346,0.396,-0.021,0.944,-3.479,-4.181,-0.366
29366,0.399,-0.021,0.941,-3.586,-3.662,-0.549
29386,0.403,-0.019,0.942,-3.769,-3.113,-0.519
29406,0.416,-0.016,0.948,-3.784,-3.189,-0.183
29426,0.419,-0.012,0.946,-3.677,-3.601,0.076
29446,0.415,-0.01,0.943,-3.54,-3.845,0.488
29466,0.406,-0.015,0.937,-3.586,-3.723,0.565
29486,0.409,-0.022,0.942,-3.662,-3.159,0.885
29506,0.409,-0.027,0.942,-3.601,-3.113,0.641
29526,0.416,-0.025,0.941,-3.754,-3.143,0.565
29546,0.414,-0.021,0.944,-3.799,-3.281,0.427
29566,0.41,-0.026,0.942,-3.967,-2.991,0.32
29586,0.408,-0.028,0.945,-4.059,-2.64,0.092
29667,0.422,-0.007,0.941,-4.257,-2.289,-0.717
29668,0.422,-0.007,0.941,-4.257,-2.289,-0.717
29669,0.422,-0.007,0.941,-4.257,-2.289,-0.717
29669,0.422,-0.007,0.941,-4.257,-2.289,-0.717
29686,0.421,-0.017,0.942,-3.983,-2.518,-0.58
29706,0.415,-0.025,0.938,-4.013,-2.441,-0.504
29726,0.41,-0.027,0.94,-3.998,-2.06,-1.053
29746,0.418,-0.031,0.941,-4.059,-1.648,-1.663
29766,0.42,-0.03,0.938,-4.242,-1.495,-1.755
29786,0.426,-0.026,0.942,-4.303,-1.755,-2.09
29806,0.425,-0.021,0.941,-4.135,-2.121,-2.228
29826,0.424,-0.02,0.935,-4.12,-2.304,-2.075
29846,0.422,-0.02,0.931,-4.105,-2.136,-1.74
29866,0.426,-0.025,0.935,-4.196,-1.678,-1.602
29886,0.432,-0.028,0.937,-4.242,-1.419,-1.526
29906,0.432,-0.033,0.94,-4.242,-1.709,-1.709
29926,0.428,-0.026,0.938,-4.242,-2.121,-1.892
29946,0.421,-0.026,0.93,-4.242,-1.816,-1.984
29966,0.427,-0.028,0.934,-4.501,-1.495,-2.197
29986,0.428,-0.027,0.934,-4.41,-1.236,-2.136
30006,0.425,-0.026,0.939,-4.288,-0.977,-2.304
30026,0.427,-0.028,0.935,-4.486,-1.129,-2.594
30046,0.433,-0.031,0.936,-4.578,-1.389,-2.502
30066,0.426,-0.028,0.931,-4.486,-1.755,-2.64
30086,0.424,-0.028,0.932,-4.608,-0.839,-2.686
30106,0.43,-0.024,0.937,-4.547,-0.29,-2.457
30126,0.434,-0.023,0.937,-4.333,-0.702,-2.289
30146,0.433,-0.017,0.934,-4.089,-1.297,-1.984
30166,0.428,-0.017,0.934,-3.815,-1.16,-1.633
30186,0.427,-0.025,0.932,-3.662,-0.854,-1.495
30206,0.433,-0.029,0.938,-3.784,-0.778,-1.587
30226,0.434,-0.03,0.932,-3.906,-1.053,-1.511
30246,0.429,-0.02,0.936,-3.83,-1.007,-1.45
30266,0.431,-0.019,0.939,-3.616,-0.946,-1.221
30286,0.434,-0.025,0.934,-3.448,-1.16,-1.007
30306,0.433,-0.024,0.937,-3.326,-1.251,-0.671
30326,0.435,-0.022,0.937,-3.311,-1.129,-0.32
30346,0.439,-0.019,0.93,-3.311,-1.389,-0.031
30366,0.435,-0.023,0.93,-3.082,-1.419,0.259
30386,0.442,-0.023,0.933,-2.975,-1.45,0.168
30406,0.445,-0.026,0.926,-2.96,-1.831,0.122
30426,0.443,-0.03,0.934,-3.113,-1.984,-0.168
30446,0.442,-0.033,0.928,-3.265,-1.907,-0.626
30466,0.444,-0.032,0.924,-3.387,-2.09,-0.977
30486,0.442,-0.028,0.921,-3.601,-2.075,-1.404
30506,0.446,-0.029,0.925,-3.86,-1.556,-1.541
30526,0.447,-0.03,0.927,-3.845,-1.297,-1.709
30546,0.445,-0.03,0.924,-3.815,-1.144,-1.816
30566,0.441,-0.026,0.923,-3.632,-0.549,-1.465
30586,0.446,-0.023,0.926,-3.601,-0.046,-1.282
30606,0.446,-0.024,0.93,-3.403,0.046,-1.343
30626,0.446,-0.034,0.929,-3.601,-0.061,-1.801
30646,0.448,-0.039,0.925,-3.83,-0.183,-2.289
30666,0.441,-0.029,0.926,-3.952,-0.412,-2.411
30686,0.441,-0.027,0.928,-3.738,-0.015,-2.594
30706,0.438,-0.032,0.926,-3.86,0.61,-2.365
30726,0.443,-0.029,0.926,-3.952,0.763,-2.319
30746,0.442,-0.029,0.925,-4.044,0.809,-2.533
30766,0.445,-0.03,0.93,-4.105,0.702,-2.579
30786,0.45,-0.028,0.935,-4.211,0.29,-2.426
30864,0.444,-0.031,0.923,-4.425,0.336,-2.457
30865,0.444,-0.031,0.923,-4.425,0.336,-2.457
30865,0.444,-0.031,0.923,-4.425,0.336,-2.457
30866,0.443,-0.032,0.922,-4.425,0.381,-2.502
30886,0.445,-0.034,0.923,-4.364,0.366,-2.67
30906,0.446,-0.025,0.927,-4.501,0.412,-2.93
30926,0.447,-0.024,0.927,-4.44,0.641,-3.174
30946,0.442,-0.038,0.93,-4.517,0.732,-3.571
30966,0.443,-0.045,0.93,-4.959,0.839,-4.089
30986,0.45,-0.035,0.94,-5.295,0.58,-4.517
31006,0.451,-0.023,0.936,-5.356,0.137,-4.547
31026,0.448,-0.015,0.928,-5.142,0.015,-4.074
31046,0.447,-0.013,0.921,-4.807,0.031,-3.51
31066,0.446,-0.025,0.923,-4.639,0.336,-3.098
31086,0.447,-0.03,0.927,-4.639,0.671,-2.625
31106,0.452,-0.028,0.929,-4.501,0.748,-2.579
31126,0.446,-0.027,0.932,-4.272,0.61,-2.441
31146,0.442,-0.024,0.93,-4.211,0.61,-2.243
31166,0.439,-0.023,0.933,-4.227,0.916,-1.968
31186,0.438,-0.027,0.932,-4.181,0.946,-1.572
31206,0.446,-0.028,0.931,-4.105,0.534,-1.251
31226,0.441,-0.025,0.93,-3.952,0.336,-1.068
31246,0.432,-0.025,0.929,-3.754,0.717,-1.099
31266,0.438,-0.033,0.925,-3.937,1.373,-1.312
31286,0.438,-0.039,0.934,-4.12,1.404,-1.801
31306,0.439,-0.036,0.937,-4.227,1.45,-2.106
31326,0.439,-0.027,0.929,-4.12,1.45,-2.151
31346,0.438,-0.018,0.931,-3.662,1.495,-1.694
31366,0.437,-0.022,0.935,-3.525,1.617,-1.068
31386,0.436,-0.027,0.934,-3.387,1.602,-0.565
31406,0.441,-0.031,0.935,-3.296,1.144,-0.443
31426,0.443,-0.031,0.932,-3.235,0.824,-0.29
31446,0.441,-0.032,0.934,-3.22,0.61,-0.122
31466,0.438,-0.027,0.938,-3.204,0.519,-0.153
31486,0.437,-0.031,0.931,-3.296,0.488,-0.107
31506,0.433,-0.032,0.933,-3.448,0.809,-0.29
31526,0.438,-0.025,0.928,-3.54,1.16,-0.092
31546,0.444,-0.021,0.933,-3.235,1.297,-0.137
31566,0.442,-0.025,0.925,-2.991,1.114,0.046
31586,0.439,-0.021,0.932,-2.884,0.946,0.305
31606,0.441,-0.019,0.931,-2.64,0.732,0.717
31626,0.438,-0.019,0.93,-2.304,0.61,1.236
31646,0.434,-0.02,0.933,-2.106,1.358,1.968
31666,0.436,-0.029,0.929,-1.862,1.755,2.228
31686,0.44,-0.029,0.935,-1.892,1.74,1.907
31706,0.44,-0.026,0.932,-1.984,1.297,1.617
31726,0.437,-0.026,0.934,-1.968,0.931,1.48
31746,0.439,-0.027,0.931,-1.999,0.763,1.541
31766,0.438,-0.029,0.934,-2.106,0.427,1.541
31786,0.435,-0.032,0.936,-1.923,0.244,1.511
31806,0.438,-0.03,0.932,-1.968,0.397,1.144
31826,0.441,-0.034,0.934,-2.304,0.275,0.839
31846,0.439,-0.03,0.934,-2.426,0.412,0.641
31866,0.435,-0.027,0.934,-2.457,0.381,0.443
31886,0.432,-0.031,0.932,-2.472,0.534,0.32
31906,0.432,-0.032,0.939,-2.548,0.656,-0.015
31926,0.436,-0.031,0.932,-2.655,0.565,-0.275
31946,0.438,-0.033,0.932,-2.808,0.366,-0.473
31966,0.433,-0.03,0.931,-2.93,0.381,-0.793
31986,0.436,-0.029,0.936,-2.93,0.381,-0.885
32006,0.436,-0.025,0.933,-3.036,0.351,-0.87
32026,0.435,-0.027,0.934,-3.067,0.32,-0.839
32046,0.444,-0.029,0.933,-3.006,0.229,-0.854
32066,0.446,-0.028,0.932,-3.098,-0.153,-0.885
32086,0.438,-0.032,0.933,-3.235,-0.046,-1.007
32106,0.438,-0.033,0.931,-3.448,0.122,-1.022
32126,0.437,-0.031,0.932,-3.677,0.137,-1.45
32146,0.439,-0.029,0.932,-3.922,-0.031,-1.785
32166,0.432,-0.027,0.933,-3.891,0.046,-1.633
32186,0.431,-0.024,0.931,-3.815,0.198,-1.724
32206,0.435,-0.026,0.934,-3.815,0.351,-1.587
32226,0.437,-0.022,0.932,-3.784,0.534,-1.48
32246,0.441,-0.023,0.931,-3.708,0.504,-1.282
32266,0.44,-0.022,0.932,-3.616,0.595,-0.9
32286,0.438,-0.018,0.935,-3.433,0.565,-0.381
32306,0.433,-0.015,0.932,-3.189,0.565,0.015
32326,0.435,-0.017,0.929,-2.991,0.854,0.565
32346,0.434,-0.021,0.93,-2.716,1.038,1.053
32366,0.44,-0.024,0.932,-2.487,0.9,1.19
32386,0.436,-0.029,0.932,-2.426,0.839,1.19
32406,0.429,-0.033,0.934,-2.441,0.885,0.839
32426,0.435,-0.037,0.936,-2.686,0.916,0.381
32446,0.434,-0.039,0.935,-2.975,0.626,-0.397
32466,0.429,-0.036,0.936,-3.143,0.519,-0.549
32486,0.433,-0.029,0.933,-3.235,0.504,-0.748
32506,0.433,-0.025,0.929,-3.143,0.366,-0.809
32526,0.436,-0.028,0.935,-3.098,0.259,-0.687
32546,0.438,-0.029,0.933,-3.235,0.168,-0.687
32566,0.441,-0.027,0.932,-3.418,-0.061,-0.61
32586,0.443,-0.03,0.931,-3.342,-0.214,-0.534
32606,0.442,-0.03,0.933,-3.204,-0.32,-0.549
32626,0.443,-0.031,0.932,-3.22,-0.412,-0.427
32708,0.443,-0.026,0.934,-2.884,-0.565,0.168
32708,0.443,-0.026,0.934,-2.884,-0.565,0.168
32709,0.443,-0.026,0.934,-2.884,-0.565,0.168
32709,0.443,-0.026,0.934,-2.884,-0.565,0.168
32726,0.442,-0.029,0.933,-2.975,-0.656,0.107
32746,0.439,-0.034,0.932,-3.204,-0.656,-0.122
32766,0.441,-0.03,0.928,-3.357,-0.412,-0.427
32786,0.44,-0.029,0.931,-3.357,-0.275,-0.366
