timestamp_ms,accX,accY,accZ,gyroX,gyroY,gyroZ
161386,0.338,-0.024,0.964,-2.35,2.213,1.068
161406,0.333,-0.023,0.967,-2.213,2.747,1.053
161426,0.338,-0.029,0.974,-2.151,2.945,0.961
161446,0.338,-0.027,0.974,-2.274,2.64,0.717
161466,0.338,-0.03,0.976,-2.274,1.907,0.427
161486,0.337,-0.027,0.972,-2.502,1.572,0.336
161506,0.334,-0.025,0.967,-2.533,1.846,0.534
161526,0.338,-0.022,0.971,-2.441,2.243,0.549
161546,0.341,-0.026,0.968,-2.609,2.197,0.244
161566,0.338,-0.03,0.975,-2.716,1.694,-0.092
161586,0.333,-0.029,0.976,-2.899,1.648,-0.458
161669,0.33,-0.021,0.974,-2.686,1.877,-0.275
161670,0.33,-0.021,0.974,-2.686,1.877,-0.275
161671,0.33,-0.021,0.969,-2.701,1.877,-0.29
161671,0.33,-0.021,0.969,-2.701,1.877,-0.29
161686,0.329,-0.022,0.973,-2.777,2.06,-0.336
161706,0.333,-0.02,0.969,-2.808,1.968,-0.61
161726,0.331,-0.025,0.971,-2.838,1.862,-0.717
161746,0.328,-0.023,0.965,-2.93,2.38,-0.916
161766,0.332,-0.019,0.967,-3.067,3.281,-1.068
161786,0.333,-0.016,0.97,-2.899,3.845,-1.205
161806,0.333,-0.019,0.975,-2.838,3.784,-1.45
161826,0.333,-0.02,0.98,-2.869,3.342,-1.526
161846,0.333,-0.013,0.98,-2.777,2.731,-1.617
161866,0.335,-0.014,0.973,-2.502,2.274,-1.465
161886,0.337,-0.015,0.979,-2.35,1.511,-0.671
161906,0.333,-0.013,0.982,-2.304,0.656,0
161926,0.329,-0.015,0.98,-2.304,-0.092,0.336
161946,0.33,-0.021,0.977,-2.106,-0.687,0.534
161966,0.331,-0.019,0.976,-2.029,-1.083,0.58
161986,0.328,-0.021,0.972,-1.999,-1.114,0.381
162006,0.331,-0.022,0.975,-2.029,-0.992,0.458
162026,0.328,-0.02,0.97,-2.045,-0.961,0.778
162046,0.328,-0.018,0.978,-1.984,-0.87,1.022
162066,0.329,-0.02,0.979,-1.984,-0.916,1.175
162086,0.332,-0.023,0.975,-2.167,-1.068,1.144
162106,0.325,-0.024,0.969,-2.274,-1.144,1.205
162126,0.323,-0.024,0.972,-2.35,-0.885,0.946
162146,0.327,-0.023,0.976,-2.258,-0.397,0.534
162166,0.329,-0.029,0.972,-2.487,-0.458,0.336
162186,0.328,-0.024,0.97,-2.716,-0.443,0.275
162206,0.326,-0.023,0.978,-2.594,0.092,0.259
162226,0.334,-0.026,0.971,-2.701,0.061,0.214
162246,0.333,-0.03,0.973,-2.96,-0.259,0.107
162266,0.321,-0.028,0.976,-3.113,-0.61,-0.031
162286,0.323,-0.024,0.966,-3.372,-0.107,-0.107
162306,0.328,-0.025,0.968,-3.403,0.549,-0.183
162326,0.329,-0.024,0.977,-3.235,0.748,-0.061
162346,0.327,-0.022,0.976,-3.296,0.809,0.076
162366,0.334,-0.024,0.973,-3.22,0.9,-0.092
162386,0.332,-0.021,0.97,-3.296,0.748,-0.031
162406,0.336,-0.024,0.968,-3.311,0.641,-0.198
162426,0.334,-0.021,0.974,-3.204,0.778,-0.229
162446,0.342,-0.022,0.975,-3.082,0.809,0.153
162466,0.345,-0.018,0.973,-3.021,0.488,0.58
162486,0.338,-0.018,0.972,-2.96,-0.061,0.87
162506,0.335,-0.021,0.974,-2.792,-0.473,1.022
162526,0.336,-0.021,0.98,-2.838,-0.534,1.114
162546,0.339,-0.023,0.978,-2.899,-0.946,1.053
162566,0.336,-0.028,0.971,-2.96,-1.358,1.099
162586,0.33,-0.027,0.971,-3.128,-1.389,0.961
162606,0.329,-0.027,0.974,-3.189,-1.282,0.687
162626,0.334,-0.023,0.978,-3.235,-1.221,0.58
162646,0.329,-0.024,0.971,-3.281,-1.312,0.305
162666,0.327,-0.026,0.971,-3.25,-1.099,-0.031
162686,0.332,-0.022,0.969,-3.143,-0.763,-0.366
162706,0.333,-0.024,0.968,-3.098,-0.397,-0.488
162726,0.331,-0.022,0.969,-3.021,-0.031,-0.412
162746,0.334,-0.024,0.968,-2.991,0.412,-0.259
162766,0.335,-0.026,0.972,-3.006,0.504,-0.153
162786,0.337,-0.024,0.975,-3.098,0.473,-0.259
162863,0.34,-0.026,0.973,-3.25,0.58,-0.854
162864,0.339,-0.028,0.971,-3.25,0.58,-0.854
162864,0.339,-0.028,0.971,-3.25,0.58,-0.854
162866,0.339,-0.028,0.971,-3.25,0.58,-0.854
162886,0.337,-0.024,0.97,-3.22,0.519,-0.702
162906,0.335,-0.02,0.974,-3.235,0.732,-0.549
162926,0.339,-0.024,0.974,-3.265,0.931,-0.381
162946,0.336,-0.025,0.97,-3.22,0.58,-0.488
162966,0.339,-0.031,0.97,-3.326,0.183,-0.931
162986,0.331,-0.03,0.972,-3.51,0.107,-1.297
163006,0.336,-0.023,0.971,-3.632,0.443,-1.45
163026,0.339,-0.02,0.97,-3.525,0.87,-1.297
163046,0.337,-0.021,0.973,-3.296,0.763,-1.068
163066,0.339,-0.026,0.973,-3.326,0.488,-0.977
163086,0.333,-0.029,0.976,-3.479,0.381,-1.053
163106,0.34,-0.023,0.978,-3.555,0.259,-1.053
163126,0.338,-0.023,0.968,-3.555,0.229,-1.129
163146,0.336,-0.021,0.968,-3.326,0.32,-0.809
163166,0.333,-0.019,0.971,-3.433,0.443,-0.595
163186,0.331,-0.024,0.97,-3.311,0.702,-0.504
163206,0.333,-0.024,0.974,-3.265,0.9,-0.565
163226,0.338,-0.022,0.974,-3.25,0.824,-0.61
163246,0.337,-0.021,0.973,-3.189,0.534,-0.473
163266,0.337,-0.018,0.972,-3.281,0.534,-0.412
163286,0.335,-0.021,0.97,-3.204,0.595,-0.259
163306,0.335,-0.022,0.972,-3.082,0.443,-0.229
163326,0.336,-0.023,0.97,-3.128,0.504,-0.259
163346,0.337,-0.02,0.972,-3.036,0.351,-0.366
163366,0.34,-0.022,0.976,-3.082,0.183,-0.381
163386,0.339,-0.022,0.973,-3.128,0.122,-0.397
163406,0.337,-0.02,0.968,-3.021,0.244,-0.381
163426,0.332,-0.019,0.97,-2.945,0.366,-0.137
163446,0.333,-0.017,0.971,-2.823,0.671,0.183
163466,0.332,-0.012,0.97,-2.731,0.626,0.427
163486,0.34,-0.017,0.973,-2.67,0.549,0.473
163506,0.34,-0.019,0.97,-2.548,0.397,0.458
163526,0.336,-0.021,0.976,-2.563,0.229,0.595
163546,0.338,-0.018,0.97,-2.716,0.32,0.671
163566,0.336,-0.022,0.97,-2.64,0.565,0.565
163586,0.336,-0.019,0.97,-2.64,0.381,0.397
163606,0.339,-0.022,0.972,-2.609,0.092,0.351
163626,0.339,-0.016,0.972,-2.853,0,0.519
163646,0.336,-0.013,0.971,-2.701,0.305,0.824
163666,0.336,-0.021,0.969,-2.502,0.656,0.992
163686,0.34,-0.024,0.964,-2.441,0.626,0.793
163706,0.338,-0.025,0.973,-2.625,0.58,0.763
163726,0.337,-0.019,0.973,-2.792,0.549,0.58
163746,0.337,-0.014,0.97,-2.686,0.671,0.305
163766,0.339,-0.021,0.97,-2.609,0.687,0.519
163786,0.336,-0.02,0.971,-2.609,0.58,0.702
163806,0.338,-0.017,0.97,-2.67,0.763,0.961
163826,0.34,-0.015,0.975,-2.563,0.671,1.022
163846,0.339,-0.018,0.974,-2.609,0.305,0.992
163866,0.338,-0.019,0.969,-2.655,0.259,1.038
163886,0.334,-0.017,0.971,-2.701,0.458,1.175
163906,0.333,-0.017,0.969,-2.625,0.824,1.083
163926,0.335,-0.02,0.97,-2.563,1.129,1.16
163946,0.334,-0.024,0.974,-2.655,1.343,0.977
163966,0.333,-0.02,0.976,-2.838,1.358,0.809
163986,0.335,-0.017,0.972,-2.914,1.038,0.717
164006,0.333,-0.019,0.973,-3.036,0.488,0.626
164026,0.327,-0.019,0.97,-3.021,0.458,0.671
164046,0.324,-0.018,0.973,-3.098,0.87,0.397
164066,0.332,-0.021,0.975,-2.96,1.251,0.275
164086,0.335,-0.02,0.977,-2.975,1.114,0.046
164106,0.331,-0.015,0.97,-3.113,0.732,0.122
164126,0.331,-0.015,0.972,-3.067,0.748,0.076
164146,0.329,-0.012,0.973,-2.991,0.809,0.214
164166,0.333,-0.014,0.968,-2.869,0.961,0.214
164186,0.332,-0.016,0.975,-3.006,0.961,0.275
164206,0.331,-0.014,0.974,-3.036,0.9,0.168
164226,0.33,-0.016,0.975,-3.052,0.778,-0.061
164246,0.325,-0.018,0.971,-2.975,0.9,-0.183
164266,0.331,-0.018,0.969,-2.96,1.251,-0.275
164286,0.335,-0.014,0.978,-2.93,1.419,-0.153
164306,0.33,-0.014,0.975,-2.869,1.205,-0.122
164326,0.326,-0.021,0.975,-2.96,1.129,-0.244
164346,0.331,-0.021,0.969,-3.021,1.251,-0.397
164366,0.328,-0.017,0.974,-3.098,1.358,-0.458
164386,0.333,-0.011,0.972,-2.975,1.389,-0.381
164406,0.328,-0.012,0.98,-2.884,1.495,0.015
164426,0.327,-0.015,0.976,-2.777,1.678,0.244
164446,0.329,-0.014,0.973,-2.777,1.846,0.336
164466,0.327,-0.016,0.975,-2.686,1.831,0.122
164486,0.332,-0.02,0.979,-2.579,1.877,-0.076
164506,0.331,-0.018,0.972,-2.792,1.74,0.137
164526,0.331,-0.012,0.977,-2.762,1.358,0.092
164546,0.325,-0.018,0.975,-2.701,1.129,0.092
164566,0.322,-0.018,0.974,-2.762,1.343,0.137
164586,0.324,-0.014,0.974,-2.777,1.556,0
164606,0.334,-0.018,0.974,-2.701,1.465,-0.183
164691,0.32,-0.028,0.974,-3.143,1.083,-0.244
164692,0.323,-0.026,0.974,-3.143,1.221,-0.305
164692,0.323,-0.026,0.974,-3.143,1.221,-0.305
164693,0.323,-0.026,0.974,-3.143,1.221,-0.305
164706,0.326,-0.028,0.978,-3.22,1.221,-0.381
164726,0.326,-0.023,0.979,-3.372,1.038,-0.626
164746,0.329,-0.02,0.979,-3.525,0.656,-0.717
164766,0.327,-0.02,0.978,-3.601,0.458,-0.565
164786,0.323,-0.022,0.976,-3.403,0.427,-0.565
164806,0.322,-0.022,0.972,-3.433,0.641,-0.626
164826,0.321,-0.021,0.974,-3.342,0.946,-0.687
164846,0.322,-0.019,0.976,-3.311,0.992,-0.809
164866,0.327,-0.018,0.977,-3.265,0.687,-0.702
164886,0.327,-0.019,0.977,-3.326,0.366,-0.519
164906,0.323,-0.019,0.975,-3.296,0.183,-0.534
164926,0.325,-0.022,0.974,-3.296,0.244,-0.748
164946,0.322,-0.021,0.973,-3.387,0.336,-0.61
164966,0.325,-0.015,0.977,-3.464,0.229,-0.504
164986,0.322,-0.015,0.978,-3.372,0.168,-0.519
165006,0.325,-0.022,0.974,-3.311,-0.061,-0.473
165026,0.325,-0.02,0.976,-3.281,-0.198,-0.458
165046,0.322,-0.02,0.971,-3.342,-0.122,-0.366
165066,0.323,-0.021,0.978,-3.281,0.076,-0.29
165086,0.324,-0.02,0.977,-3.25,0.122,-0.32
165106,0.32,-0.021,0.977,-3.174,-0.046,-0.29
165126,0.324,-0.02,0.974,-3.235,-0.031,-0.351
165146,0.324,-0.021,0.978,-3.265,-0.031,-0.473
165166,0.325,-0.018,0.968,-3.25,-0.137,-0.565
165186,0.325,-0.017,0.978,-3.159,0.168,-0.168
165206,0.325,-0.018,0.977,-2.914,0.534,0.122
165226,0.332,-0.02,0.976,-2.869,0.443,0.031
165246,0.329,-0.022,0.975,-2.975,0.275,0.015
165266,0.324,-0.019,0.97,-2.838,0.137,0.031
165286,0.327,-0.02,0.973,-2.808,0.29,0.122
165306,0.327,-0.02,0.975,-2.838,0.229,0.137
165326,0.331,-0.026,0.975,-2.762,0.031,0.183
165346,0.33,-0.023,0.972,-2.762,-0.092,0.137
165366,0.328,-0.021,0.975,-2.777,-0.046,0.229
165386,0.331,-0.023,0.974,-2.762,-0.046,0.305
165406,0.334,-0.023,0.969,-2.747,-0.107,0.366
165426,0.329,-0.02,0.974,-2.701,-0.015,0.61
165446,0.331,-0.018,0.977,-2.594,0.137,0.778
165466,0.33,-0.021,0.97,-2.67,0.32,0.946
165486,0.329,-0.021,0.977,-2.64,0.32,0.946
165506,0.323,-0.022,0.978,-2.686,0.366,0.87
165526,0.327,-0.026,0.971,-2.731,0.397,0.626
165546,0.326,-0.023,0.973,-2.792,0.443,0.58
165566,0.327,-0.02,0.974,-2.914,0.244,0.504
165586,0.326,-0.021,0.973,-2.808,0.351,0.351
165606,0.326,-0.021,0.97,-2.808,0.534,0.259
165626,0.326,-0.019,0.97,-2.823,0.687,0.336
165646,0.33,-0.019,0.971,-2.701,0.824,0.504
165666,0.327,-0.019,0.975,-2.609,0.824,0.641
165686,0.328,-0.021,0.972,-2.609,0.732,0.626
165706,0.329,-0.022,0.977,-2.792,0.61,0.549
165726,0.33,-0.024,0.981,-2.823,0.427,0.381
165746,0.326,-0.021,0.974,-2.853,0.366,0.214
165766,0.33,-0.021,0.974,-2.838,0.458,0.137
165786,0.33,-0.02,0.974,-2.96,0.412,0.092
165861,0.327,-0.022,0.972,-2.914,0.336,-0.305
165862,0.327,-0.022,0.972,-2.914,0.336,-0.305
165862,0.327,-0.022,0.972,-2.914,0.336,-0.305
165866,0.328,-0.021,0.97,-2.869,0.397,-0.305
165886,0.331,-0.019,0.975,-2.899,0.504,-0.397
165906,0.331,-0.018,0.976,-2.853,0.336,-0.092
165926,0.33,-0.018,0.97,-2.823,0.336,-0.015
165946,0.327,-0.022,0.977,-2.747,0.641,0.137
165966,0.327,-0.023,0.975,-2.93,0.809,-0.031
165986,0.333,-0.023,0.973,-3.082,0.595,-0.275
166006,0.328,-0.024,0.976,-3.204,0.29,-0.595
166026,0.331,-0.02,0.971,-3.235,0.122,-0.671
166046,0.33,-0.017,0.977,-3.189,0.153,-0.504
166066,0.328,-0.02,0.974,-3.143,0.275,-0.534
166086,0.329,-0.024,0.975,-3.021,0.259,-0.412
166106,0.328,-0.023,0.972,-3.128,0.336,-0.412
166126,0.327,-0.016,0.973,-3.082,0.458,-0.366
166146,0.329,-0.015,0.97,-2.93,0.427,-0.229
166166,0.325,-0.02,0.972,-2.991,0.305,-0.107
166186,0.322,-0.021,0.974,-3.006,0.626,0.015
166206,0.323,-0.021,0.972,-2.884,0.885,-0.031
166226,0.325,-0.019,0.976,-2.823,0.9,-0.122
166246,0.327,-0.024,0.974,-2.899,0.717,-0.244
166266,0.325,-0.02,0.978,-2.93,0.549,-0.092
166286,0.328,-0.018,0.977,-2.975,0.412,0.015
166306,0.326,-0.019,0.974,-3.067,0.32,0.107
166326,0.319,-0.021,0.977,-3.082,0.29,0.076
166346,0.324,-0.019,0.97,-3.082,0.534,-0.183
166366,0.323,-0.021,0.972,-3.098,0.763,-0.427
166386,0.33,-0.024,0.976,-3.281,0.824,-0.504
166406,0.329,-0.019,0.974,-3.265,0.534,-0.397
166426,0.328,-0.015,0.978,-3.342,0.336,-0.458
166446,0.328,-0.02,0.976,-3.342,0.32,-0.549
166466,0.323,-0.015,0.974,-3.326,0.229,-0.626
166486,0.326,-0.017,0.975,-3.372,0.275,-0.488
166506,0.327,-0.015,0.977,-3.281,0.32,-0.214
166526,0.329,-0.013,0.977,-3.235,0.153,0
166546,0.328,-0.014,0.979,-3.143,-0.153,0.092
166566,0.328,-0.015,0.979,-3.036,-0.381,0.061
166586,0.323,-0.015,0.976,-3.143,-0.32,0.275
166606,0.326,-0.015,0.969,-3.143,-0.092,0.351
166626,0.325,-0.016,0.978,-3.098,-0.122,0.29
166646,0.326,-0.016,0.978,-3.22,-0.031,0.244
166666,0.324,-0.013,0.973,-3.113,-0.076,0.107
166686,0.322,-0.012,0.969,-3.067,0.076,-0.092
166706,0.323,-0.014,0.975,-2.853,0.732,0.183
166726,0.328,-0.015,0.977,-2.762,0.778,0.488
166746,0.334,-0.014,0.97,-2.792,0.565,0.519
166766,0.327,-0.017,0.974,-2.823,0.305,0.549
166786,0.324,-0.018,0.977,-2.869,0.259,0.412
166806,0.326,-0.012,0.973,-2.945,0.565,0.412
166826,0.328,-0.016,0.976,-2.853,0.488,0.259
166846,0.326,-0.019,0.972,-2.93,0.32,0.137
166866,0.328,-0.015,0.971,-2.808,0.244,-0.076
166886,0.329,-0.016,0.974,-2.884,0.259,-0.137
166906,0.332,-0.016,0.971,-2.762,0.458,-0.122
166926,0.332,-0.014,0.966,-2.762,0.443,-0.015
166946,0.331,-0.013,0.975,-2.686,0.687,0.305
166966,0.33,-0.014,0.972,-2.762,0.626,0.412
166986,0.326,-0.02,0.972,-2.716,0.58,0.244
167006,0.33,-0.022,0.972,-2.792,0.488,0.092
167026,0.33,-0.02,0.975,-2.884,0.244,-0.076
167046,0.331,-0.016,0.971,-3.021,0.198,-0.092
167066,0.329,-0.019,0.976,-2.975,0.275,-0.214
167086,0.327,-0.018,0.976,-3.052,0.443,-0.198
167106,0.329,-0.02,0.976,-3.174,0.488,-0.244
167126,0.33,-0.017,0.977,-3.128,0.275,-0.336
167146,0.331,-0.013,0.975,-3.25,0.031,-0.32
167166,0.325,-0.018,0.974,-3.235,-0.122,-0.58
167186,0.321,-0.019,0.971,-3.281,0.076,-0.626
167206,0.325,-0.018,0.976,-3.357,0.305,-0.671
167226,0.326,-0.015,0.976,-3.403,0.381,-0.595
167246,0.328,-0.016,0.973,-3.296,0.32,-0.702
167266,0.323,-0.019,0.973,-3.25,0.198,-0.748
167286,0.326,-0.015,0.977,-3.296,0.244,-0.626
167306,0.327,-0.016,0.975,-3.25,0.244,-0.473
167326,0.329,-0.015,0.976,-3.25,0.336,-0.381
167346,0.326,-0.018,0.979,-3.159,0.214,-0.412
167366,0.325,-0.023,0.973,-3.25,0.29,-0.61
167386,0.324,-0.02,0.972,-3.357,0.366,-0.854
167406,0.327,-0.018,0.974,-3.418,0.443,-0.931
167426,0.33,-0.016,0.973,-3.448,0.137,-0.854
167446,0.327,-0.012,0.978,-3.387,0.32,-0.565
167466,0.329,-0.015,0.979,-3.25,0.504,-0.305
167486,0.332,-0.017,0.974,-3.281,0.153,-0.412
167506,0.326,-0.023,0.975,-3.357,0.076,-0.595
167526,0.327,-0.02,0.971,-3.418,0.275,-0.763
167546,0.333,-0.016,0.974,-3.372,0.595,-0.671
167566,0.332,-0.015,0.975,-3.281,0.412,-0.458
167586,0.331,-0.019,0.974,-3.25,0.137,-0.366
167669,0.328,-0.017,0.971,-3.281,0.275,-0.763
167670,0.328,-0.017,0.971,-3.281,0.275,-0.763
167671,0.328,-0.017,0.971,-3.281,0.275,-0.763
167671,0.328,-0.017,0.971,-3.281,0.275,-0.763
167686,0.328,-0.019,0.973,-3.159,0.443,-0.641
167706,0.327,-0.018,0.969,-3.174,0.732,-0.549
167726,0.329,-0.019,0.977,-3.174,0.809,-0.427
167746,0.331,-0.019,0.975,-3.128,0.61,-0.427
167766,0.328,-0.018,0.974,-3.143,0.412,-0.351
167786,0.326,-0.019,0.973,-3.021,0.32,-0.092
167806,0.331,-0.022,0.973,-3.143,0.427,-0.107
167826,0.331,-0.022,0.975,-3.128,0.443,-0.168
167846,0.329,-0.02,0.978,-3.159,0.275,-0.244
167866,0.329,-0.021,0.977,-3.22,0.32,-0.412
167886,0.327,-0.021,0.974,-3.128,0.519,-0.397
167906,0.329,-0.02,0.973,-3.036,0.565,-0.351
167926,0.328,-0.021,0.974,-3.113,0.641,-0.351
167946,0.329,-0.021,0.975,-3.036,0.641,-0.412
167966,0.331,-0.021,0.976,-3.082,0.58,-0.366
167986,0.329,-0.018,0.974,-3.052,0.32,-0.214
168006,0.328,-0.019,0.976,-3.189,0.244,-0.214
168026,0.328,-0.019,0.972,-3.098,0.229,-0.32
168046,0.326,-0.024,0.97,-3.006,0.366,-0.366
168066,0.33,-0.022,0.972,-3.098,0.275,-0.443
168086,0.331,-0.02,0.974,-3.128,0.183,-0.458
168106,0.333,-0.02,0.977,-3.159,0.153,-0.351
168126,0.33,-0.02,0.973,-3.128,0.061,-0.229
168146,0.327,-0.019,0.973,-3.174,0.092,-0.214
168166,0.323,-0.021,0.969,-3.036,0.107,-0.381
168186,0.33,-0.021,0.974,-3.067,0.046,-0.412
168206,0.332,-0.019,0.971,-3.143,0.061,-0.32
168226,0.327,-0.017,0.972,-3.082,0.366,0.046
168246,0.329,-0.021,0.975,-2.991,0.656,0.092
168266,0.326,-0.022,0.97,-3.082,0.519,-0.046
168286,0.331,-0.026,0.97,-3.067,0.549,-0.229
168306,0.332,-0.023,0.977,-3.159,0.427,-0.397
168326,0.329,-0.02,0.977,-3.25,0.534,-0.366
168346,0.329,-0.018,0.979,-3.113,0.412,-0.305
168366,0.327,-0.02,0.972,-3.036,0,-0.229
168386,0.325,-0.019,0.97,-3.052,0.443,-0.183
168406,0.332,-0.016,0.974,-3.006,0.595,-0.214
168426,0.335,-0.019,0.976,-2.96,0.641,-0.076
168446,0.332,-0.017,0.971,-2.914,0.351,0.137
168466,0.328,-0.021,0.97,-2.853,0.443,0.244
168486,0.326,-0.022,0.972,-2.884,0.748,0.275
168506,0.332,-0.021,0.972,-2.823,0.916,0.107
168526,0.331,-0.023,0.971,-2.884,0.732,0.107
168546,0.33,-0.02,0.975,-2.823,0.748,0.076
168566,0.329,-0.02,0.972,-2.884,0.763,0.137
168586,0.331,-0.023,0.972,-2.914,0.854,0.153
168606,0.331,-0.019,0.974,-2.899,0.809,0.198
168626,0.329,-0.018,0.97,-2.96,0.763,0.381
168646,0.327,-0.017,0.974,-2.869,0.717,0.214
168666,0.332,-0.021,0.969,-2.762,0.809,0.122
168686,0.328,-0.021,0.974,-2.869,0.931,0.137
168706,0.33,-0.018,0.973,-2.945,0.977,0.092
168726,0.327,-0.02,0.975,-2.96,0.931,0.122
168746,0.323,-0.021,0.974,-3.006,0.748,-0.015
168766,0.325,-0.019,0.976,-3.067,0.793,-0.153
168786,0.324,-0.019,0.977,-3.067,0.778,-0.198
168859,0.327,-0.013,0.972,-2.975,0.58,-0.229
168860,0.327,-0.016,0.972,-2.96,0.595,-0.229
168861,0.327,-0.016,0.972,-2.96,0.595,-0.229
168866,0.329,-0.015,0.977,-2.975,0.626,-0.168
168886,0.327,-0.018,0.976,-2.853,0.641,0.046
168906,0.325,-0.018,0.971,-2.975,0.778,-0.015
168926,0.323,-0.019,0.979,-2.975,0.87,-0.092
168946,0.33,-0.018,0.978,-2.884,0.793,-0.198
168966,0.334,-0.016,0.976,-2.93,0.519,-0.046
168986,0.327,-0.014,0.979,-2.884,0.351,0.046
169006,0.319,-0.014,0.976,-2.991,0.931,0.122
169026,0.324,-0.018,0.976,-2.991,1.022,-0.076
169046,0.329,-0.019,0.972,-3.036,1.068,-0.305
169066,0.331,-0.019,0.974,-3.067,0.931,-0.381
169086,0.328,-0.012,0.978,-3.113,0.824,-0.275
169106,0.326,-0.011,0.973,-3.006,1.022,-0.092
169126,0.326,-0.017,0.976,-2.96,0.931,-0.107
169146,0.325,-0.017,0.975,-2.975,0.824,-0.183
169166,0.325,-0.014,0.975,-2.975,0.839,-0.305
169186,0.328,-0.012,0.974,-3.006,0.87,-0.381
169206,0.329,-0.009,0.977,-2.945,0.687,-0.198
169226,0.322,-0.014,0.973,-2.899,0.748,-0.046
169246,0.32,-0.015,0.977,-2.975,1.358,0.229
169266,0.324,-0.016,0.977,-2.945,1.328,0.229
169286,0.328,-0.02,0.98,-2.975,1.053,-0.168
169306,0.321,-0.021,0.976,-3.021,0.87,-0.458
169326,0.324,-0.017,0.976,-3.174,0.946,-0.641
169346,0.326,-0.009,0.973,-3.128,0.946,-0.427
169366,0.326,-0.012,0.98,-3.052,1.007,-0.076
169386,0.32,-0.021,0.978,-3.052,0.748,-0.183
169406,0.318,-0.017,0.978,-3.143,0.809,-0.504
169426,0.321,-0.015,0.971,-3.189,0.931,-0.87
169446,0.325,-0.016,0.974,-3.067,0.931,-0.946
169466,0.324,-0.012,0.975,-3.113,1.129,-0.748
169486,0.326,-0.011,0.978,-3.113,1.053,-0.626
169506,0.323,-0.012,0.979,-3.159,0.809,-0.473
169526,0.322,-0.015,0.976,-3.113,0.656,-0.412
169546,0.318,-0.018,0.973,-3.036,0.763,-0.534
169566,0.322,-0.014,0.978,-2.991,0.793,-0.626
169586,0.324,-0.008,0.978,-2.991,0.671,-0.565
169606,0.325,-0.011,0.981,-3.006,0.519,-0.305
169626,0.326,-0.015,0.979,-3.052,0.32,-0.122
169646,0.323,-0.021,0.973,-3.189,0.168,-0.305
169666,0.317,-0.021,0.974,-3.159,0.244,-0.427
169686,0.315,-0.018,0.977,-3.204,0.397,-0.748
169706,0.322,-0.019,0.978,-3.143,0.565,-0.778
169726,0.327,-0.015,0.978,-3.25,0.214,-0.58
169746,0.324,-0.013,0.978,-3.159,0.122,-0.229
169766,0.321,-0.015,0.98,-3.067,0.443,-0.137
169786,0.324,-0.021,0.975,-3.326,0.29,-0.381
169806,0.315,-0.023,0.971,-3.403,0.29,-0.61
169826,0.316,-0.019,0.975,-3.479,0.549,-0.839
169846,0.319,-0.017,0.976,-3.433,0.717,-0.854
169866,0.328,-0.016,0.978,-3.387,0.504,-0.885
169886,0.32,-0.023,0.981,-3.51,0.244,-0.748
169906,0.317,-0.022,0.974,-3.677,0.092,-0.702
169926,0.318,-0.019,0.975,-3.632,0.259,-0.9
169946,0.318,-0.02,0.973,-3.693,0.488,-0.977
169966,0.324,-0.022,0.976,-3.723,0.397,-1.022
169986,0.318,-0.022,0.975,-3.677,0.565,-0.946
170006,0.317,-0.021,0.977,-3.723,0.854,-0.9
170026,0.32,-0.022,0.975,-3.693,0.961,-1.114
170046,0.319,-0.03,0.98,-3.632,0.9,-1.404
170066,0.319,-0.03,0.977,-3.845,0.931,-1.572
170086,0.324,-0.022,0.98,-3.937,1.053,-1.724
170106,0.323,-0.02,0.978,-3.86,0.885,-1.541
170126,0.321,-0.021,0.978,-3.845,0.687,-1.266
170146,0.319,-0.022,0.979,-3.922,0.626,-1.221
170166,0.318,-0.023,0.976,-3.845,0.641,-1.419
170186,0.32,-0.029,0.976,-3.815,0.763,-1.755
170206,0.321,-0.026,0.976,-3.799,0.626,-1.892
170226,0.321,-0.021,0.977,-3.83,0.58,-1.785
170246,0.321,-0.02,0.979,-3.784,0.519,-1.45
170266,0.322,-0.022,0.978,-3.662,0.473,-1.282
170286,0.321,-0.022,0.975,-3.708,0.336,-1.221
170306,0.319,-0.022,0.981,-3.571,0.305,-1.312
170326,0.322,-0.022,0.976,-3.54,0.198,-1.175
170346,0.322,-0.019,0.975,-3.494,0.031,-1.099
170366,0.319,-0.02,0.975,-3.342,-0.168,-0.931
170386,0.322,-0.022,0.977,-3.159,-0.031,-0.9
170406,0.321,-0.022,0.975,-3.128,0.046,-0.656
170426,0.322,-0.021,0.972,-3.189,0.092,-0.534
170446,0.315,-0.021,0.978,-3.128,0.168,-0.473
170466,0.318,-0.026,0.98,-3.113,0.122,-0.595
170486,0.32,-0.025,0.977,-3.098,-0.076,-0.549
170506,0.324,-0.025,0.972,-3.067,-0.32,-0.366
170526,0.317,-0.019,0.976,-2.914,-0.183,-0.046
170546,0.319,-0.019,0.977,-2.777,0.229,0.214
170566,0.324,-0.024,0.975,-2.808,0.214,0.259
170586,0.32,-0.026,0.968,-2.777,0.229,0.168
170669,0.32,-0.021,0.974,-2.777,-0.473,0.076
170670,0.32,-0.021,0.974,-2.777,-0.473,0.076
170670,0.32,-0.021,0.974,-2.777,-0.473,0.076
170671,0.32,-0.021,0.974,-2.777,-0.473,0.076
170686,0.32,-0.021,0.977,-2.731,-0.351,0.214
170706,0.321,-0.018,0.976,-2.686,-0.015,0.092
170726,0.319,-0.019,0.976,-2.747,0.122,0.336
170746,0.326,-0.019,0.974,-2.701,0.198,0.32
