timestamp_ms,accX,accY,accZ,gyroX,gyroY,gyroZ,label
255884,0.167,0.052,0.592,-53.894,-35.767,18.387,jogging
112346,0.333,-0.04,0.973,-4.272,1.999,-1.831,diam
126786,0.393,-0.032,0.953,-3.51,0.961,1.785,diam
264466,0.24,-0.186,0.985,-3.22,0.076,-0.626,diam
246367,0.952,0.148,2.182,60.593,-18.585,-50.644,jogging
39269,0.706,-0.085,0.947,21.149,-4.059,-6.897,jalan
183629,0.213,0.108,1.068,-0.137,1.236,-36.713,jalan
270707,-1.277,-0.195,2.306,-143.448,93.262,-120.132,jogging
56629,0.218,-0.091,1.465,-25.192,19.226,39.261,jalan
192346,0.338,-0.026,0.972,-3.464,-1.968,-0.183,diam
98286,0.354,-0.026,0.969,1.648,-0.076,4.181,diam
118469,0.08,0.468,1.282,13.016,23.254,9.949,jalan
161967,0.157,0.157,0.563,-41.077,-50.873,-87.54,jogging
173577,0.199,-0.095,0.841,-18.646,9.903,21.896,jalan
280287,0.126,-0.195,0.246,64.301,-64.133,1.068,jogging
53708,0.345,-0.04,0.962,-1.404,1.617,2.838,diam
82929,-0.219,-0.49,0.755,-7.553,-29.846,-44.571,jalan
6487,0.08,-0.283,0.373,26.443,-94.925,2.304,jogging
192567,-0.185,0.406,0.468,-40.771,-61.783,77.942,jogging
213449,0.129,0.072,1.035,-25.482,36.179,-14.069,jalan
182089,0.301,-0.011,0.817,-8.804,16.51,-4.089,jalan
148229,-0.302,-1.001,1.613,-6.165,-33.63,-42.953,jalan
157206,0.318,-0.1,0.964,-2.975,-1.755,3.418,diam
260207,2.869,1.401,3.573,58.014,162.018,-220.871,jogging
53067,0.266,-0.091,0.864,-56.046,-38.162,7.95,jogging
74366,0.272,-0.042,1.007,-7.889,2.136,1.373,diam
243526,0.31,-0.029,0.982,-2.93,-0.259,-0.229,diam
293532,0.109,0.11,1.028,8.652,20.752,5.31,jalan
124527,-0.063,0.114,0.689,66.284,-19.623,36.804,jogging
155126,0.331,0.065,0.973,-3.937,1.099,-2.914,diam
194167,0.104,-0.231,0.48,-48.828,-19.958,35.873,jogging
197327,1.652,0.834,2.366,-18.89,169.113,-206.482,jogging
205729,0.162,-0.069,0.874,-13.153,20.065,12.802,jalan
94509,0.108,-0.098,0.784,-16.068,-0.061,45.99,jalan
237987,2.551,0.641,2.471,2.06,222.839,-192.947,jogging
211826,0.277,-0.02,0.98,0.763,-1.465,-2.655,diam
265629,0.301,0.004,0.871,-14.572,15.03,-10.712,jalan
117547,2.317,0.182,2.852,66.177,46.738,-143.402,jogging
278227,0.188,0.083,0.232,-20.157,-7.66,-44.693,jogging
112349,0.076,-0.074,0.821,-20.599,-9.888,22.446,jalan
153326,0.338,0.001,0.974,-1.16,-0.58,0.381,diam
67186,0.327,-0.038,0.976,-2.594,1.74,1.419,diam
255746,0.332,-0.131,0.964,-1.663,-0.153,4.181,diam
66447,0.568,0.669,1.76,-99.747,45.502,86.761,jogging
52686,0.332,-0.05,0.969,-2.655,0.183,-0.504,diam
267066,0.243,-0.194,0.983,-3.036,0.351,0.015,diam
274926,0.258,-0.195,0.975,-3.036,0.977,-0.092,diam
296707,-0.254,-0.157,0.068,39.948,-116.47,-29.968,jogging
177589,0.13,-0.161,0.94,-1.892,-3.067,18.28,jalan
155767,0.447,-0.283,1.193,-59.097,-42.023,17.944,jogging
95489,0.436,0.257,1.18,24.643,-8.865,-7.751,jalan
214287,0.393,-0.08,-0.044,-26.474,45.105,5.066,jogging
188069,0.461,-0.189,1.008,-0.656,-18.265,5.951,jalan
258766,0.241,-0.162,1.004,-6.058,9.216,-1.907,diam
151587,0.177,0.126,-0.015,0.046,16.052,-44.937,jogging
285347,0.149,-0.097,0.016,-32.639,-76.263,53.604,jogging
140446,0.382,-0.033,0.952,-3.86,0.992,2.625,diam
62306,0.361,-0.063,0.974,-1.358,4.288,-12.497,diam
11746,0.415,-0.036,0.948,-2.533,1.617,1.694,diam
4607,-0.008,0.802,1.359,2.914,-32.745,3.906,jogging
52289,0.794,-0.028,1.058,13.916,-14.572,-32.089,jalan
206469,0.273,-0.052,0.819,-11.444,5.829,-2.64,jalan
239589,0.088,0.073,0.159,-53.238,-90.118,69.275,jogging
38927,0.445,-0.248,0.984,-50.079,-74.875,-9.674,jogging
76347,0.09,0.081,0.415,-29.114,-31.586,-34.988,jogging
197547,0.265,0.089,0.132,-10.3,-49.545,47.806,jogging
220206,0.269,-0.015,0.99,-2.548,-0.168,-2.823,diam
242787,-0.216,-0.306,0.34,41.199,-120.621,-50.018,jogging
3226,0.329,0.005,0.947,3.433,5.63,19.531,diam
222507,0.796,0.135,0.168,29.434,38.208,-57.358,jogging
2949,0.254,-0.095,0.947,10.712,-37.216,-7.019,jalan
61329,0.38,-0.001,0.817,-10.696,12.817,-0.122,jalan
101889,0.254,-0.017,1.19,-14.984,22.079,-13.351,jalan
175367,1.352,-0.361,2.574,-60.898,323.807,4.486,jogging
238667,0.335,1.345,2.221,-118.103,276.84,96.786,jogging
158869,0.247,0.028,0.825,-0.504,0.656,-3.998,jalan
26618,0.376,0.19,0.942,-38.086,25.635,4.242,jalan
196066,0.385,-0.036,0.96,-2.945,0.977,-0.275,diam
11949,0.259,-0.023,0.969,-6.729,-2.548,-0.519,jalan
51206,0.33,-0.057,0.984,-0.641,2.045,7.767,diam
262106,0.229,-0.184,0.98,-3.036,0.793,-0.793,diam
221609,0.046,-0.149,0.921,-39.886,1.74,-104.279,jalan
165209,0.241,0.04,0.936,10.849,-6.973,-29.526,jalan
243709,0.119,-0.224,0.932,-9.155,-16.876,9.933,jalan
202069,0.605,0.289,1.02,-5.936,8.301,39.49,jalan
27186,0.357,-0.008,0.969,-3.021,0.671,1.343,diam
86406,0.29,-0.054,0.985,-5.249,-1.205,-7.126,diam
127609,0.192,0.041,0.915,-20.538,-1.434,35.98,jalan
168027,1.347,0.787,2.346,-17.136,206.268,-62.057,jogging
166646,0.326,-0.016,0.978,-3.22,-0.031,0.244,diam
66089,0.199,-0.009,0.9,-24.185,-5.447,30.945,jalan
117087,-0.26,0.286,0.482,-24.002,-87.784,90.439,jogging
111787,-0.076,0.02,0.179,-37.994,23.911,-24.216,jogging
259509,-0.375,0.149,0.69,-12.329,-30.457,-98.724,jalan
253567,0.128,0.082,0.148,-11.658,-42.007,58.289,jogging
178109,0.284,-0.056,0.896,-2.167,-5.646,-28.458,jalan
52869,0.44,-0.354,1.009,-10.757,10.773,6.561,jalan
300747,0.48,0.095,-0.207,-9.171,-34.378,-43.854,jogging
71469,0.648,-0.054,1.062,-19.562,22.156,17.151,jalan
153547,3.84,0.327,4.0,-94.101,154.602,70.312,jogging
99566,0.208,0.064,0.978,-13.245,-13.168,5.814,diam
53746,0.345,-0.042,0.959,-2.014,2.838,1.984,diam
58347,0.43,-0.23,0.083,-12.726,-16.647,-20.889,jogging
172666,0.321,-0.024,0.976,-3.723,1.297,-1.617,diam
63806,0.303,0.0,0.969,-0.366,4.333,-1.114,jalan
290847,0.02,0.497,0.517,4.425,-75.165,80.841,jogging
187787,2.469,0.068,3.104,-46.692,292.831,-140.152,jogging
266187,0.402,-0.056,0.831,-73.944,-53.253,10.147,jogging
60029,0.142,-0.117,0.75,-22.629,5.157,23.102,jalan
31767,0.345,0.016,0.257,7.065,57.358,33.539,jogging
91809,-0.083,0.055,0.927,-14.801,10.727,-16.006,jalan
234547,-0.186,0.138,0.443,-33.829,-89.981,-37.491,jogging
263149,0.205,-0.22,0.971,-0.854,-9.415,-10.513,jalan
299949,0.369,0.093,1.178,-8.85,1.45,44.113,jalan
72446,0.311,0.011,0.98,-13.779,0.916,-27.267,diam
222089,-0.101,-0.111,0.941,-1.144,-14.755,-33.768,jalan
295906,0.348,-0.093,0.961,-3.067,0.198,-0.58,diam
270446,0.259,-0.196,0.976,-2.93,0.153,0.015,diam
7527,-0.871,0.373,0.901,37.781,-105.881,51.865,jogging
91669,0.385,0.18,1.027,6.683,-0.717,-18.402,jalan
161247,0.125,0.009,0.365,-26.215,-66.299,8.789,jogging
96647,0.218,-0.201,0.224,46.555,-31.403,-16.632,jogging
196847,0.273,-0.045,0.263,-41.748,-37.476,-56.335,jogging
179329,0.127,0.088,0.838,17.181,-12.802,-23.117,jalan
196426,0.375,-0.034,0.958,-2.747,1.144,0.717,diam
274729,0.321,0.103,1.02,-19.806,13.321,45.242,jalan
156007,-0.869,0.287,1.464,-151.337,284.943,101.334,jogging
194329,0.219,-0.142,0.949,0.351,-23.209,20.203,jalan
172547,-0.484,-0.949,1.5,40.985,173.965,-117.035,jogging
44967,0.593,0.493,1.896,78.522,-122.269,-15.411,jogging
88526,0.338,-0.01,0.957,0.9,0.9,9.384,diam
239486,0.309,-0.021,0.982,-3.448,1.099,-0.458,diam
80626,0.305,-0.031,0.99,-2.289,0.381,2.121,diam
225946,0.345,-0.139,0.977,-5.066,-1.587,-0.809,diam
192861,0.375,-0.036,0.964,-4.944,-0.916,-4.669,diam
75467,-1.768,1.085,1.974,81.039,-18.188,108.978,jogging
92987,0.151,-0.207,0.56,-53.284,-15.732,-0.29,jogging
117029,0.433,0.073,1.054,-25.299,-19.379,-20.844,jalan
1787,0.347,0.166,1.06,0.87,27.115,3.342,jogging
92806,0.237,-0.122,1.013,-15.518,18.738,-24.811,diam
159726,0.351,-0.031,0.961,-4.059,-2.686,-2.197,diam
152929,-0.53,-0.028,0.991,9.964,-8.102,1.556,jalan
102627,1.242,0.189,2.223,-20.065,379.303,-140.045,jogging
250007,0.213,-0.186,0.336,45.532,11.673,18.509,jogging
122668,0.35,-0.048,0.967,-2.335,-0.305,1.541,diam
124227,0.447,-0.054,0.11,24.46,-4.105,-51.239,jogging
97909,0.282,-0.071,0.937,-10.422,11.551,-20.248,jalan
232807,-1.286,-0.333,1.304,-100.189,33.829,-0.153,jogging
176367,-1.158,0.755,1.373,-147.339,232.91,153.9,jogging
67429,0.337,0.028,0.887,-18.463,12.68,1.755,jalan
77509,0.473,-0.053,0.957,-25.421,12.711,-11.475,jalan
152967,0.03,-0.052,0.323,-37.018,17.853,-33.646,jogging
21647,-1.409,0.374,1.362,30.472,-77.393,70.251,jogging
208587,0.323,0.044,0.128,-3.082,49.057,-4.379,jogging
156409,0.299,-0.095,0.748,-15.61,11.246,-13.229,jalan
104046,0.334,-0.101,0.982,-0.015,0.046,5.249,diam
284929,0.15,-0.146,0.831,-20.63,21.53,17.319,jalan
286949,0.546,0.032,1.041,-19.684,9.918,-12.054,jalan
52026,0.331,-0.055,0.977,-2.426,0.137,0.671,diam
183987,2.129,0.879,2.849,-22.98,262.161,-92.285,jogging
85127,-0.028,0.209,0.05,-19.516,-84.122,54.413,jogging
120469,-0.115,0.483,0.889,0.854,7.187,17.38,jalan
81649,-0.208,-0.063,0.773,10.101,21.774,-21.82,jalan
45449,0.162,0.094,0.98,-26.413,41.565,18.646,jalan
277467,0.662,0.109,2.082,-98.038,-43.549,109.314,jogging
261909,0.321,-0.069,1.069,-7.919,-20.386,31.967,jalan
274549,-0.048,0.312,1.367,12.695,-1.129,4.974,jalan
31046,0.447,-0.013,0.921,-4.807,0.031,-3.51,diam
244589,-0.066,-0.202,0.829,2.747,-23.88,-0.275,jalan
227507,-0.001,0.343,0.237,-32.99,-86.639,50.339,jogging
68009,0.088,0.077,0.806,18.188,7.904,-17.99,jalan
197947,0.002,-0.073,0.261,18.951,-105.408,-27.161,jogging
85909,0.356,-0.104,0.913,-9.674,1.038,20.966,jalan
299669,0.15,-0.225,0.862,-12.36,16.602,21.286,jalan
251806,0.327,-0.068,0.983,-3.998,1.343,-4.44,diam
93169,0.257,-0.014,0.946,-24.185,-10.956,26.535,jalan
299670,0.303,-0.077,0.974,-0.198,2.243,-7.416,diam
181806,0.321,-0.031,0.976,-2.716,-0.183,-0.183,diam
101706,0.29,-0.036,1.008,0.763,-0.412,-0.381,diam
177849,-0.169,0.09,0.811,11.49,44.815,24.979,jalan
224667,0.324,-0.162,0.089,14.313,-46.89,46.57,jogging
37966,0.344,-0.029,0.969,-2.502,1.129,0.275,diam
113746,0.316,-0.023,0.983,-2.319,1.404,0.595,diam
122289,0.069,0.628,1.405,25.406,-7.584,34.164,jalan
70209,0.481,0.056,0.924,-16.876,17.99,21.118,jalan
216187,-2.453,0.717,2.509,145.599,-15.762,190.353,jogging
100246,0.215,-0.09,0.936,2.701,6.927,-16.8,diam
133787,0.667,0.28,2.244,-98.755,-39.734,103.912,jogging
85269,0.477,0.2,0.835,6.424,-24.2,-6.088,jalan
252266,0.31,-0.047,0.977,-1.19,4.364,-0.32,diam
270367,1.019,-0.465,1.365,-47.791,167.267,-107.483,jogging
14869,0.25,0.079,0.998,-35.583,-7.599,-0.214,jalan
288007,0.366,-0.156,0.049,27.283,-4.288,14.267,jogging
43509,0.145,-0.368,1.648,-41.122,-17.014,-4.196,jalan
34326,0.422,-0.028,0.943,-2.884,1.434,0.58,diam
193146,0.367,-0.036,0.956,-4.791,-1.892,-3.632,diam
80229,0.636,-0.082,1.214,-4.15,-23.453,-38.223,jalan
151569,-0.085,0.379,1.056,4.089,19.012,-50.43,jalan
242649,0.299,-0.032,0.982,-2.899,0.168,0.29,diam
151746,0.333,-0.032,0.975,-3.311,0.702,-0.565,diam
51407,0.369,-0.021,-0.085,-16.617,-25.97,35.522,jogging
46047,0.613,-0.128,1.485,-70.709,-66.956,10.025,jogging
40667,0.157,0.591,0.935,31.25,35.095,5.89,jogging
211707,0.211,0.301,1.149,67.322,-54.138,-31.815,jogging
273349,0.075,0.038,0.988,-16.663,43.594,12.848,jalan
236007,0.674,0.057,0.618,5.386,20.813,-38.559,jogging
251067,0.326,-0.066,0.27,-20.096,8.377,-7.584,jogging
134627,0.381,-0.049,0.118,8.759,-15.991,-31.906,jogging
17566,0.395,-0.007,0.936,-3.052,-0.9,-1.266,diam
208206,0.387,0.03,0.973,-8.026,-0.519,-0.397,diam
246787,0.279,-0.197,0.715,-60.242,-55.847,-10.223,jogging
279587,0.081,0.124,0.013,27.908,7.202,-30.243,jogging
27949,0.362,0.037,0.79,10.147,9.308,1.099,jalan
30627,3.537,0.662,3.417,-76.294,254.684,-39.337,jogging
133469,0.276,0.107,1.039,-12.695,-22.125,-6.989,jalan
166969,0.35,0.27,1.042,-24.368,31.158,40.955,jalan
294987,0.045,0.305,0.177,-60.989,-123.917,125.9,jogging
76986,0.308,-0.062,0.975,-2.579,8.102,5.295,diam
104349,-0.073,-0.417,0.937,4.608,-8.82,-18.28,jalan
285169,0.407,-0.019,0.929,-6.653,7.278,22.461,jalan
59226,0.356,-0.012,0.964,-0.87,-1.74,0.397,diam
52246,0.33,-0.058,0.969,-2.579,-0.412,0.305,diam
181986,0.318,-0.028,0.977,-2.457,0.381,0.473,diam
213249,0.458,0.002,0.971,-7.69,10.544,-36.453,jalan
203466,0.386,0.003,0.964,-6.058,1.984,-9.872,diam
157246,0.329,-0.102,0.975,-2.533,-1.312,2.945,diam
265329,-0.172,-0.601,1.074,3.647,-68.024,12.238,jalan
18167,-0.131,0.298,0.646,35.324,30.304,-30.411,jogging
203727,0.157,0.398,1.153,52.505,-75.18,-67.261,jogging
245326,0.311,-0.029,0.981,-3.296,0.046,-0.595,diam
221686,0.269,-0.079,0.979,-6.821,4.959,-6.744,diam
226309,-0.154,0.163,0.857,27.481,4.974,19.333,jalan
28666,0.36,-0.002,0.96,-3.983,-1.16,-1.434,diam
88869,0.252,0.035,0.802,-5.707,7.172,-19.608,jalan
253207,0.304,-0.032,0.192,15.594,-50.507,-62.775,jogging
70487,0.085,0.231,0.268,2.991,-109.543,108.612,jogging
6147,0.027,0.205,0.218,3.403,-97.641,53.329,jogging
199646,0.378,-0.055,0.954,-3.723,1.404,-1.175,diam
217969,-0.079,0.542,0.893,-6.836,-17.471,0.397,jalan
99946,0.238,0.038,0.988,-14.206,-6.927,6.332,diam
67249,0.225,0.13,0.982,-28.412,35.492,-5.341,jalan
173670,0.311,-0.023,0.982,-3.296,0.549,-0.732,diam
66727,-0.431,0.796,1.445,-144.653,227.188,54.886,jogging
188566,0.353,-0.008,0.969,-3.067,0.763,-0.488,diam
49447,-0.159,-0.362,1.593,-3.174,285.355,-120.56,jogging
177926,0.335,-0.017,0.972,-3.174,0.793,-0.839,diam
26617,0.371,0.201,0.96,-38.116,28.549,1.984,jalan
227249,0.313,-0.005,0.853,-8.896,10.208,5.463,jalan
126747,-1.252,0.449,2.239,112.793,139.709,-133.987,jogging
179467,-1.216,-1.593,1.164,53.192,98.541,-146.835,jogging
66286,0.321,0.022,0.99,-3.937,2.991,0.244,diam
268507,-0.214,-0.515,0.651,36.514,-119.095,-2.182,jogging
279066,0.255,-0.188,0.975,-3.159,0.793,-0.092,diam
33727,1.702,0.292,2.498,62.576,-45.502,-115.326,jogging
52809,0.295,-0.12,1.09,18.631,-2.991,25.208,jalan
236847,-0.153,0.37,0.413,-28.168,-78.918,88.165,jogging
150369,0.131,0.036,1.139,20.676,5.28,-6.561,jalan
156447,0.328,-0.05,1.322,-58.258,-55.435,58.411,jogging
219947,0.375,-0.241,0.59,-64.27,1.221,-2.502,jogging
268286,0.25,-0.198,0.98,-3.159,-0.061,-0.061,diam
256046,0.343,-0.121,0.969,1.19,1.831,-1.358,diam
257749,0.183,-0.142,0.905,-13.458,-9.979,11.932,jalan
205667,0.168,-0.119,0.277,61.218,-91.888,-36.316,jogging
179909,0.359,0.211,1.072,-16.052,29.022,38.04,jalan
276227,0.22,-0.042,0.209,19.73,-18.661,-22.186,jogging
66207,0.116,0.29,0.555,7.462,111.298,-37.735,jogging
107249,0.348,0.028,0.996,-24.536,-4.608,6.073,jalan
241566,0.289,-0.03,0.987,-2.975,-0.443,-0.32,diam
299407,0.04,-0.165,0.298,56.763,-65.186,-23.071,jogging
136447,-0.259,0.53,0.843,-1.389,-87.616,33.737,jogging
142307,0.279,-0.013,0.747,-50.674,-28.915,14.404,jogging
278746,0.259,-0.189,0.979,-3.082,0.931,-0.458,diam
243887,-0.835,0.211,1.702,59.555,33.249,-5.463,jogging
237726,0.319,-0.018,0.979,-3.189,0.671,-0.122,diam
120886,0.356,-0.028,0.962,-3.616,-1.053,-1.724,diam
264607,-0.685,0.537,0.792,-1.511,-53.619,86.182,jogging
69046,0.303,-0.035,0.978,-2.731,-0.793,0.992,diam
249807,-1.49,-1.062,1.66,-121.841,-52.063,-48.691,jogging
204626,0.338,-0.036,0.97,-9.46,-0.839,-17.822,diam
185571,0.404,-0.046,0.276,-1.129,-45.578,47.867,jogging
152007,-0.015,0.194,0.204,-31.204,-39.49,87.494,jogging
149847,0.27,-0.013,0.185,-15.305,-27.313,29.831,jogging
70109,0.363,-0.098,0.973,10.208,-6.21,-3.082,jalan
199269,0.043,-0.121,0.776,-15.106,14.374,25.909,jalan
39427,-0.345,0.327,0.345,7.309,-95.49,98.999,jogging
227287,1.483,-0.129,2.536,59.509,29.144,-96.924,jogging
20387,3.229,0.78,2.871,-110.855,129.425,43.823,jogging
26026,0.383,-0.014,0.954,-3.128,1.328,-0.412,diam
228067,0.103,0.044,0.705,52.719,4.974,-19.806,jogging
124327,-0.16,-0.17,0.318,0.656,-99.808,-29.785,jogging
247569,0.405,-0.113,1.008,2.594,-37.476,0.946,jalan
59047,-0.132,0.011,1.016,-10.345,9.613,-192.474,jogging
219486,0.289,-0.031,1.018,-2.96,-1.266,-3.693,diam
18727,1.588,0.074,2.898,67.291,-46.616,-153.076,jogging
244929,0.409,-0.01,0.907,3.235,7.675,4.349,jalan
228109,-0.339,0.519,1.122,-5.524,26.932,-26.779,jalan
118266,0.344,-0.033,0.97,-1.938,-0.931,0.259,diam
60889,0.557,-0.013,0.92,14.679,-21.24,-12.878,jalan
63927,2.294,0.795,2.751,57.999,22.797,-90.179,jogging
259809,0.241,0.101,0.952,-15.549,0.931,-33.02,jalan
85946,0.265,-0.036,0.983,-3.845,0.87,-5.951,diam
146749,0.428,0.114,0.841,0.473,4.44,1.129,jalan
124767,1.967,0.153,2.894,-47.592,243.805,-18.097,jogging
100869,0.369,-0.027,0.898,-3.448,13.092,-0.427,jalan
5069,0.072,0.004,1.011,-5.173,2.747,5.325,jalan
53387,0.23,0.264,1.184,74.31,-72.327,-10.086,jogging
52646,0.338,-0.054,0.968,-2.625,-0.198,-0.793,diam
229649,0.133,-0.142,0.834,-19.043,16.815,15.335,jalan
149389,0.334,-0.002,0.873,-8.926,3.86,-46.204,jalan
133286,0.356,-0.044,0.961,-4.288,-1.297,-2.747,diam
115306,0.34,-0.027,0.967,-2.67,0.0,-0.122,diam
54547,0.097,-0.001,0.237,3.525,-53.833,-21.835,jogging
69849,0.388,0.261,1.07,-22.797,13.763,23.88,jalan
300486,0.288,-0.052,0.978,-6.592,1.114,-7.584,diam
201567,0.591,0.817,1.761,70.74,-76.599,18.173,jogging
186429,0.061,-0.119,1.006,-14.343,40.817,8.118,jalan
218886,0.293,-0.041,1.002,1.892,6.638,9.186,diam
145867,0.109,0.053,0.603,-50.43,-66.254,45.288,jogging
67789,-0.158,0.206,1.037,-8.606,-13.29,4.547,jalan
88726,0.348,-0.024,0.974,-0.488,2.655,10.04,diam
283129,0.201,0.025,0.83,10.498,-4.913,-5.554,jalan
197889,0.384,0.043,1.101,-15.93,20.798,31.616,jalan
112767,-0.044,0.068,0.673,83.771,-26.26,12.36,jogging
82067,-0.733,-1.021,1.049,-29.373,-177.765,-36.957,jogging
239629,0.128,-0.106,0.85,-13.87,-10.254,47.348,jalan
127669,0.153,-0.136,0.825,-15.152,12.924,30.106,jalan
268409,0.181,-0.19,0.938,-3.464,-27.786,1.251,jalan
233227,1.311,0.55,2.352,-61.325,71.136,70.389,jogging
6649,0.191,0.073,0.963,-5.493,-52.094,6.897,jalan
5747,0.13,0.505,0.145,-10.483,26.291,-4.501,jogging
176329,0.283,-0.077,0.979,-12.558,-27.786,-3.311,jalan
44449,0.331,-0.069,0.826,-3.891,3.204,-4.517,jalan
186407,1.421,-0.22,2.588,-52.429,208.893,-39.215,jogging
193846,0.376,-0.04,0.953,-2.914,-0.305,0.32,diam
220707,0.346,-0.158,0.124,-45.12,36.026,-14.328,jogging
198869,0.42,0.151,0.914,-2.472,-2.747,-14.816,jalan
30687,0.475,-0.303,1.174,-52.979,-35.324,36.407,jogging
131949,0.127,0.099,0.909,16.983,-27.267,-18.051,jalan
79649,0.037,-0.45,1.289,4.593,3.876,44.876,jalan
83449,0.198,-0.59,1.584,-43.549,2.319,24.139,jalan
176947,0.309,-0.377,0.488,29.724,-95.688,-32.776,jogging
128027,-0.196,0.256,0.421,7.584,-95.367,56.946,jogging
181206,0.32,-0.028,0.977,-3.906,-0.244,-2.335,diam
8672,0.474,0.244,1.224,51.575,-51.849,-45.624,jogging
204306,0.326,-0.006,0.971,-5.005,2.197,-22.308,diam
142629,0.226,0.568,1.097,28.168,-0.229,-31.036,jalan
258906,0.201,-0.172,0.966,-0.351,1.923,1.221,diam
99746,0.226,0.061,1.028,-14.099,-11.154,4.105,diam
70589,0.308,-0.016,0.906,13.931,-3.281,-4.974,jalan
61689,-0.009,0.225,1.056,-3.25,12.924,1.801,jalan
117009,0.643,0.065,1.063,-26.718,3.021,-19.18,jalan
142607,0.775,0.115,2.257,78.613,-57.22,-71.503,jogging
5486,0.365,-0.133,0.95,-1.465,-0.519,-10.162,diam
251626,0.324,-0.007,0.984,-4.471,0.87,-7.385,diam
106086,0.277,-0.04,0.972,-0.137,2.304,4.425,diam
65967,0.061,-0.091,0.546,63.736,-96.725,9.659,jogging
43826,0.339,-0.031,0.972,-3.174,-0.702,-0.381,diam
149426,0.333,-0.031,0.969,-3.006,-0.32,0.671,diam
41447,0.156,-0.129,-0.003,-14.618,-51.62,90.698,jogging
126809,-0.139,0.71,0.821,-1.144,-6.912,17.136,jalan
171669,0.36,-0.028,0.792,-14.221,7.202,-5.035,jalan
185787,0.416,-0.004,1.3,-82.779,-54.596,4.471,jogging
83089,0.103,-0.152,0.86,-11.505,-15.945,39.352,jalan
129246,0.346,-0.032,0.968,0.092,1.984,5.951,diam
91107,0.926,1.373,2.358,-109.802,289.871,12.421,jogging
160766,0.37,-0.026,0.958,-3.235,1.77,-0.931,diam
122349,-0.107,-0.349,0.976,20.905,-21.957,1.877,jalan
81569,0.509,0.177,1.26,34.439,-19.577,14.175,jalan
288209,0.482,0.17,1.093,-19.485,12.695,-21.759,jalan
228089,-0.063,0.039,0.927,-13.672,-12.665,-50.873,jalan
105727,1.1,1.486,1.944,-69.519,208.588,32.516,jogging
156729,-0.204,-0.144,0.917,7.629,-22.827,-3.174,jalan
257469,0.416,-0.1,1.071,26.489,-8.408,3.204,jalan
179109,0.117,0.069,1.111,-29.999,-25.848,-18.036,jalan
118289,0.55,0.002,1.081,-20.92,2.06,-17.609,jalan
158594,0.498,-0.371,1.37,-73.318,-41.214,42.984,jogging
81646,0.284,-0.021,0.991,-3.342,1.74,-0.61,diam
287386,0.27,-0.183,0.976,-3.036,0.519,-0.076,diam
98729,0.167,0.086,1.069,40.482,6.393,-0.626,jalan
136767,-0.164,-0.22,0.223,20.63,-104.233,6.134,jogging
272026,0.262,-0.199,0.975,-3.281,-0.381,0.351,diam
78486,0.27,-0.026,0.992,-0.168,-0.931,3.998,diam
72009,0.497,0.083,1.099,-19.47,-9.354,-17.792,jalan
238249,-0.118,-0.22,0.9,-3.174,9.003,-16.113,jalan
260587,2.221,0.734,2.977,-107.01,65.521,99.686,jogging
38429,0.115,-0.128,0.709,-21.912,7.629,15.472,jalan
230366,0.306,-0.001,0.98,-9.384,-0.351,0.519,diam
270667,-0.316,-0.369,0.575,0.854,-83.649,-84.015,jogging
21389,0.004,0.048,0.691,9.811,-4.898,-45.685,jalan
162466,0.345,-0.018,0.973,-3.021,0.488,0.58,diam
232246,0.301,-0.019,0.983,-2.838,-0.793,0.977,diam
182769,0.445,0.088,0.887,3.448,-6.699,18.784,jalan
69546,0.31,-0.034,0.984,-2.38,0.885,2.243,diam
233087,0.049,0.242,0.436,-28.32,-92.239,67.123,jogging
108446,0.297,-0.025,0.987,-3.83,0.687,1.404,diam
119966,0.319,-0.031,0.985,-2.563,-0.076,-1.251,diam
133229,0.116,0.058,0.757,20.767,-11.566,-11.154,jalan
125846,0.361,-0.048,0.955,-3.494,-2.06,-0.961,diam
300266,0.309,-0.048,0.989,-5.035,3.632,-4.959,diam
204047,0.654,0.763,2.357,-51.971,56.747,60.425,jogging
150146,0.339,-0.019,0.966,-1.648,-0.137,5.096,diam
299387,0.219,-0.031,0.218,45.044,-44.51,-37.201,jogging
205627,0.736,-0.083,-0.167,15.701,40.039,-18.875,jogging
4507,0.589,0.364,1.014,-1.938,-22.583,-6.943,jogging
256689,0.192,-0.139,0.964,2.914,-49.011,3.464,jalan
246226,0.297,0.005,0.981,-4.089,-0.534,-9.247,diam
12149,0.274,-0.069,0.971,-7.019,6.47,31.967,jalan
111146,0.316,-0.023,0.977,-0.656,-3.174,-0.137,diam
86447,0.471,-0.107,0.185,26.642,-17.212,31.219,jogging
273849,-0.18,-0.661,1.424,-3.494,0.076,42.435,jalan
96049,0.506,0.012,0.986,-11.368,18.295,24.689,jalan
200307,0.373,-0.057,-0.056,25.696,4.059,-10.361,jogging
71027,0.174,0.387,0.843,79.834,-43.488,-10.223,jogging
56407,-0.793,-0.043,1.722,35.767,196.381,-69.351,jogging
23047,1.774,-0.283,2.758,-50.323,226.318,-124.069,jogging
118229,0.321,-0.075,0.81,-10.559,23.987,-3.189,jalan
96946,0.284,-0.009,0.988,-11.124,5.325,7.874,diam
13629,0.249,0.043,1.152,-31.067,21.21,-4.883,jalan
219649,0.403,-0.066,0.889,-19.363,3.922,-8.942,jalan
234146,0.311,-0.017,0.978,-3.189,1.282,-0.381,diam
