Bus Voltage (V),Current (mA),Power (mW)
4.7,47.4,222.0
4.692,47.1,220.0
4.696,46.6,220.0
4.696,47.4,220.0
4.7,47.3,222.0
4.692,47.2,222.0
4.696,46.5,220.0
4.696,47.3,220.0
4.692,48.0,226.0
4.692,48.1,226.0
4.688,47.1,220.0
4.696,47.4,220.0
4.692,47.4,222.0
4.7,46.4,220.0
4.692,46.6,220.0
4.696,48.2,226.0
4.692,48.0,226.0
4.692,47.4,222.0
4.692,47.1,220.0
4.696,47.5,222.0
4.692,47.2,222.0
4.692,46.6,220.0
4.696,47.2,222.0
4.696,48.5,226.0
4.692,48.1,226.0
4.684,47.2,222.0
4.692,47.2,222.0
4.688,47.6,222.0
4.696,46.7,222.0
4.692,46.7,216.0
4.7,48.0,226.0
4.688,48.3,226.0
4.692,48.4,226.0
4.692,47.3,220.0
4.7,47.6,222.0
4.696,47.2,222.0
4.696,46.7,220.0
4.692,47.0,222.0
4.688,48.6,230.0
4.692,47.9,226.0
4.684,47.1,220.0
4.692,48.0,226.0
4.692,48.2,230.0
4.652,66.2,308.0
4.644,63.3,294.0
4.696,48.9,230.0
4.684,49.4,232.0
4.652,69.6,324.0
4.688,47.6,222.0
4.696,48.1,226.0
4.692,58.2,304.0
4.64,64.9,312.0
4.692,48.1,226.0
4.692,49.3,232.0
4.64,69.4,322.0
4.64,58.4,226.0
4.692,47.9,226.0
4.692,48.5,226.0
4.648,65.2,302.0
4.688,47.7,226.0
4.696,48.7,230.0
4.648,69.8,324.0
4.648,66.7,312.0
4.688,47.8,226.0
4.696,48.1,226.0
4.644,68.7,318.0
4.648,48.3,226.0
4.692,48.0,226.0
4.684,49.1,276.0
4.644,67.7,314.0
4.684,48.6,230.0
4.696,47.8,226.0
4.648,68.7,314.0
4.648,51.4,242.0
4.688,48.1,226.0
4.696,48.8,230.0
4.64,69.6,324.0
4.692,49.1,232.0
4.692,47.9,226.0
4.696,65.4,304.0
4.648,64.4,302.0
4.684,48.3,226.0
4.688,48.0,226.0
4.64,65.9,304.0
4.644,49.5,232.0
4.688,48.8,226.0
4.692,63.1,308.0
4.644,67.3,312.0
4.692,48.9,230.0
4.688,48.1,226.0
4.648,67.5,308.0
4.64,67.3,314.0
4.692,49.2,230.0
4.688,48.4,226.0
4.648,68.3,304.0
4.692,48.8,230.0
4.684,48.9,230.0
