Bus Voltage (V),Current (mA),Power (mW)
4.724,47.9,230.0
4.72,47.8,226.0
4.724,47.3,222.0
4.732,47.9,226.0
4.732,47.9,226.0
4.732,47.3,226.0
4.732,47.9,226.0
4.732,47.9,226.0
4.728,47.4,222.0
4.732,47.7,226.0
4.736,48.1,226.0
4.732,47.4,226.0
4.728,47.5,226.0
4.732,48.3,230.0
4.732,48.1,226.0
4.732,47.4,222.0
4.732,48.2,230.0
4.732,47.9,226.0
4.728,47.6,226.0
4.728,47.8,226.0
4.732,48.3,230.0
4.732,47.3,222.0
4.728,47.9,226.0
4.732,48.3,230.0
4.732,48.2,230.0
4.732,47.7,226.0
4.732,48.4,230.0
4.732,47.8,226.0
4.732,47.7,226.0
4.732,48.0,226.0
4.728,48.2,230.0
4.728,47.7,226.0
4.732,47.7,226.0
4.732,48.3,230.0
4.732,47.4,222.0
4.732,48.0,226.0
4.732,48.5,230.0
4.728,48.1,226.0
4.728,47.9,222.0
4.732,48.3,226.0
4.732,48.0,226.0
4.732,47.5,226.0
4.732,47.8,226.0
4.732,48.3,230.0
4.732,47.7,226.0
4.732,47.9,226.0
4.732,48.8,230.0
4.728,47.5,226.0
4.728,47.9,226.0
4.708,62.6,292.0
4.7,62.1,308.0
4.712,64.9,304.0
4.704,61.0,286.0
4.704,66.3,312.0
4.704,62.7,288.0
4.704,62.6,302.0
4.712,64.0,302.0
4.7,61.1,288.0
4.704,65.8,312.0
4.704,61.9,292.0
4.7,62.6,308.0
4.708,65.2,294.0
4.7,62.0,292.0
4.708,66.3,312.0
4.708,61.0,288.0
4.704,62.6,308.0
4.704,65.9,294.0
4.696,60.7,286.0
4.708,65.8,312.0
4.704,61.9,292.0
4.704,65.9,312.0
4.708,63.7,294.0
4.7,61.2,294.0
4.708,66.4,312.0
4.704,61.2,288.0
4.708,65.9,312.0
4.708,65.4,302.0
4.7,60.7,292.0
4.708,67.5,318.0
4.696,62.2,292.0
4.7,63.2,298.0
4.704,65.4,308.0
4.696,61.2,292.0
4.708,66.3,312.0
4.704,61.9,292.0
4.7,63.2,298.0
4.708,63.5,298.0
4.7,60.6,292.0
4.708,66.7,308.0
4.696,61.8,292.0
4.708,65.3,308.0
4.712,62.4,294.0
4.696,63.0,298.0
4.708,65.8,302.0
4.7,61.9,292.0
4.708,65.5,308.0
4.708,63.4,298.0
4.7,64.0,302.0
4.708,65.8,312.0
4.7,62.0,288.0
4.704,65.2,308.0
4.7,62.3,292.0
4.7,63.3,298.0
4.708,64.7,308.0
4.7,61.3,286.0
4.704,66.2,312.0
4.704,62.2,292.0
4.7,63.1,298.0
4.712,63.7,298.0
4.7,61.1,292.0
4.712,66.1,312.0
4.7,61.8,292.0
4.7,65.5,308.0
4.704,63.7,298.0
4.696,60.6,292.0
4.708,67.2,318.0
4.7,61.4,288.0
4.708,64.5,304.0
4.708,65.6,308.0
4.7,60.2,288.0
4.704,67.2,314.0
4.704,63.3,298.0
4.7,63.6,298.0
4.712,65.6,308.0
4.7,60.2,282.0
4.704,64.1,314.0
4.708,63.1,292.0
4.7,61.5,288.0
4.708,66.0,312.0
4.704,61.1,288.0
4.708,65.7,312.0
4.704,62.5,292.0
4.704,62.6,294.0
4.708,65.0,304.0
4.7,61.5,288.0
4.708,66.6,314.0
4.704,62.8,288.0
4.704,63.7,298.0
4.704,64.0,302.0
4.704,62.4,294.0
4.708,65.0,304.0
4.704,62.4,286.0
4.704,64.1,314.0
4.704,63.1,298.0
4.7,62.9,294.0
4.708,66.9,314.0
4.704,60.4,286.0
4.708,65.2,312.0
4.704,63.2,298.0
4.7,61.3,288.0
4.712,64.8,304.0
4.7,61.6,288.0
4.708,66.0,314.0
4.704,62.7,288.0
4.7,62.7,294.0
4.708,65.4,308.0
4.7,60.1,282.0
4.708,67.3,318.0
4.704,63.5,294.0
4.696,62.2,292.0
4.712,67.6,318.0
4.7,61.5,288.0
4.704,65.7,308.0
4.704,65.0,298.0
4.7,61.5,294.0
4.708,67.2,318.0
4.704,61.4,288.0
4.7,65.4,308.0
4.708,66.8,294.0
4.7,61.3,294.0
4.712,66.3,312.0
4.7,62.2,292.0
4.704,65.9,312.0
4.708,62.6,294.0
4.704,61.5,304.0
4.708,65.5,308.0
4.7,61.2,288.0
4.708,66.1,312.0
4.712,62.6,294.0
4.704,62.2,304.0
4.708,65.4,302.0
4.7,61.4,288.0
4.708,66.2,312.0
4.704,61.6,288.0
4.704,64.0,308.0
4.708,65.3,294.0
4.7,61.0,286.0
4.712,66.9,314.0
4.704,62.0,292.0
4.7,65.4,308.0
4.708,67.2,294.0
4.7,61.7,298.0
4.708,66.0,312.0
4.704,61.6,288.0
4.704,65.9,312.0
4.712,65.6,298.0
4.7,61.2,294.0
4.708,66.9,314.0
4.7,61.4,288.0
4.704,65.2,308.0
4.708,64.3,302.0
4.7,61.1,288.0
4.708,66.8,314.0
4.704,62.9,294.0
4.7,64.4,304.0
4.712,65.4,308.0
4.7,61.3,286.0
4.708,65.9,312.0
4.708,62.1,292.0
4.7,61.5,288.0
4.712,63.4,298.0
4.704,62.2,288.0
4.708,65.9,312.0
4.704,62.5,294.0
4.708,64.9,304.0
4.712,62.7,294.0
4.7,62.1,292.0
4.712,66.5,308.0
4.7,62.1,282.0
4.708,65.2,308.0
4.708,63.9,302.0
4.7,63.9,302.0
4.708,65.1,308.0
4.7,62.1,288.0
4.708,65.0,304.0
4.704,62.7,294.0
4.7,62.9,294.0
4.708,66.8,314.0
4.704,61.2,288.0
4.708,65.3,308.0
4.704,62.5,294.0
4.704,61.9,292.0
4.708,63.4,298.0
4.7,61.8,292.0
4.708,66.7,312.0
4.704,62.6,294.0
4.708,63.4,298.0
4.708,64.1,302.0
4.7,61.0,286.0
4.708,66.1,314.0
4.7,63.0,294.0
4.7,63.6,298.0
4.704,66.8,314.0
4.7,60.8,286.0
4.704,65.4,312.0
4.704,63.7,294.0
4.7,62.7,294.0
4.708,66.4,312.0
4.708,61.3,288.0
4.7,62.5,308.0
4.712,66.7,294.0
4.7,61.3,288.0
4.708,65.8,312.0
4.708,61.3,288.0
4.7,66.4,312.0
4.708,63.9,292.0
4.7,61.7,292.0
4.708,65.7,308.0
4.704,61.3,288.0
4.704,66.1,312.0
4.708,63.4,294.0
4.704,62.6,304.0
4.708,64.8,304.0
4.704,61.6,288.0
