Bus Voltage (V),Current (mA),Power (mW)
4.7,17.8,86.0
4.704,17.7,86.0
4.704,17.8,82.0
4.7,17.7,82.0
4.704,17.9,86.0
4.704,18.1,86.0
4.7,17.7,82.0
4.704,17.9,86.0
4.704,17.7,82.0
4.7,17.7,82.0
4.704,17.6,86.0
4.704,18.0,86.0
4.7,17.9,86.0
4.7,18.0,88.0
4.7,18.0,86.0
4.7,18.2,86.0
4.708,17.8,86.0
4.704,18.1,86.0
4.704,17.6,82.0
4.704,17.9,86.0
4.704,17.7,82.0
4.704,17.6,82.0
4.708,17.9,86.0
4.704,17.8,86.0
4.704,18.2,86.0
4.704,18.1,86.0
4.704,17.9,86.0
4.7,17.9,86.0
4.704,17.9,86.0
4.708,17.6,82.0
4.7,17.8,86.0
4.704,17.8,86.0
4.704,18.3,86.0
4.704,17.7,82.0
4.704,18.1,86.0
4.704,18.0,86.0
4.7,17.8,82.0
4.704,17.9,86.0
4.708,17.8,86.0
4.704,17.6,86.0
4.704,17.7,82.0
4.696,21.1,98.0
4.692,21.2,98.0
4.696,21.5,102.0
4.696,21.2,98.0
4.692,21.2,98.0
4.696,21.3,98.0
4.696,20.9,98.0
4.692,21.0,98.0
4.7,21.2,98.0
4.696,21.2,98.0
4.692,21.1,98.0
4.696,21.6,98.0
4.696,21.1,98.0
4.696,21.1,98.0
4.696,21.0,98.0
4.696,21.1,98.0
4.692,21.1,98.0
4.696,20.9,98.0
4.696,20.8,98.0
4.692,21.2,98.0
4.696,21.0,98.0
4.696,21.3,98.0
4.692,21.2,98.0
4.696,21.0,98.0
4.7,21.4,102.0
4.692,21.1,98.0
4.696,21.0,98.0
4.696,21.2,98.0
4.692,21.1,98.0
4.696,21.1,98.0
4.696,21.5,102.0
4.692,21.2,98.0
4.696,21.2,98.0
4.696,21.0,98.0
4.692,21.0,98.0
4.696,21.1,98.0
4.696,21.1,98.0
4.696,21.3,98.0
4.696,20.9,98.0
4.696,21.4,102.0
4.688,21.3,98.0
4.696,21.0,98.0
4.696,21.2,98.0
4.688,21.3,98.0
4.696,21.2,98.0
4.7,21.1,98.0
4.692,20.8,98.0
4.696,21.4,98.0
4.696,21.2,98.0
4.692,21.1,98.0
4.696,21.1,98.0
4.696,21.1,98.0
4.692,21.2,98.0
4.696,21.1,102.0
4.696,21.1,98.0
4.696,21.2,98.0
4.696,21.0,98.0
4.696,21.0,98.0
4.692,20.9,98.0
4.696,21.2,98.0
4.692,21.3,98.0
4.696,21.2,98.0
4.696,21.6,98.0
4.696,21.2,98.0
4.696,21.0,98.0
4.696,21.0,98.0
4.7,21.1,98.0
4.696,21.1,98.0
4.692,21.1,98.0
4.696,21.3,102.0
4.696,21.3,98.0
4.692,21.3,102.0
4.696,21.2,98.0
4.696,21.0,98.0
4.692,21.2,98.0
4.696,21.0,98.0
4.696,21.2,98.0
4.696,21.1,98.0
4.692,21.0,98.0
4.692,21.0,98.0
4.692,21.3,98.0
4.696,21.1,98.0
4.696,21.2,98.0
4.696,21.4,102.0
4.696,21.1,98.0
4.696,21.0,98.0
4.696,21.3,98.0
4.692,20.8,98.0
4.696,21.4,102.0
4.692,21.3,98.0
4.696,21.3,98.0
4.696,21.4,102.0
4.692,21.4,102.0
4.696,21.1,98.0
4.696,21.0,98.0
4.692,21.2,98.0
4.7,21.3,98.0
4.696,21.2,98.0
4.692,21.2,98.0
4.696,21.1,98.0
4.696,21.2,98.0
4.692,21.2,98.0
4.696,21.3,98.0
4.692,21.1,98.0
4.692,21.2,98.0
4.696,21.0,98.0
4.696,21.1,98.0
4.692,21.1,98.0
4.696,21.3,98.0
4.696,21.1,98.0
4.692,21.0,98.0
4.696,21.2,98.0
4.696,21.1,98.0
4.692,21.0,98.0
4.696,21.1,98.0
4.696,21.1,98.0
4.692,21.0,98.0
4.692,21.2,98.0
4.696,21.4,102.0
4.688,21.2,98.0
4.7,21.3,98.0
4.696,21.1,98.0
4.696,21.0,98.0
4.696,21.1,98.0
4.696,21.1,98.0
4.696,21.2,98.0
4.696,20.9,98.0
4.696,21.1,98.0
4.692,21.2,98.0
4.696,21.2,98.0
4.696,21.0,98.0
4.696,21.2,98.0
4.696,21.0,98.0
4.7,20.9,98.0
4.696,21.2,98.0
4.692,21.3,98.0
4.696,21.2,98.0
4.692,21.5,102.0
4.696,21.0,98.0
4.692,21.1,98.0
4.696,21.3,98.0
4.696,21.2,102.0
4.696,21.2,98.0
4.696,21.0,98.0
4.692,21.0,98.0
4.696,21.0,98.0
4.696,21.1,98.0
4.696,21.2,98.0
4.696,21.2,98.0
4.696,21.0,98.0
4.692,21.1,98.0
4.696,21.2,102.0
4.696,21.1,98.0
4.692,20.9,98.0
4.696,21.1,98.0
4.696,21.0,98.0
4.696,21.0,98.0
4.696,21.3,98.0
4.696,20.9,98.0
4.692,21.1,98.0
4.696,21.1,98.0
4.696,21.4,102.0
4.696,21.1,98.0
4.7,21.1,98.0
4.696,21.3,98.0
4.692,21.0,98.0
4.696,21.0,98.0
4.696,21.5,102.0
4.688,21.2,98.0
4.696,21.1,98.0
4.692,21.0,98.0
4.692,21.3,98.0
4.696,21.2,98.0
4.7,21.1,98.0
4.692,21.2,98.0
4.696,21.0,98.0
4.692,20.9,98.0
4.692,21.3,98.0
4.696,21.0,98.0
4.692,21.1,98.0
4.692,21.4,102.0
4.696,21.4,98.0
4.7,21.2,98.0
4.692,21.0,98.0
4.696,21.0,98.0
4.696,21.2,98.0
4.688,21.3,98.0
4.696,21.2,98.0
4.7,21.0,98.0
4.692,21.3,98.0
4.696,21.2,98.0
4.7,21.1,98.0
4.692,20.9,98.0
4.696,21.2,98.0
4.692,21.1,98.0
4.692,20.9,98.0
4.696,21.3,102.0
4.696,21.2,98.0
4.692,21.1,98.0
4.696,21.3,98.0
4.696,21.0,98.0
4.696,21.0,98.0
4.696,21.1,98.0
4.696,20.9,98.0
4.696,21.0,98.0
4.696,21.0,98.0
4.696,21.4,102.0
4.696,21.2,98.0
4.692,21.1,98.0
4.696,21.3,98.0
4.696,21.2,98.0
4.696,21.2,98.0
4.696,21.2,98.0
4.696,21.4,102.0
4.696,21.1,98.0
4.7,20.9,98.0
4.696,21.3,98.0
4.692,21.3,98.0
4.696,21.1,98.0
4.696,21.4,102.0
4.696,21.4,98.0
4.696,21.1,98.0
4.7,21.0,98.0
4.696,21.2,98.0
4.7,21.0,98.0
4.696,21.1,98.0
4.696,21.2,98.0
4.696,21.2,98.0
4.696,21.1,98.0
4.692,21.5,102.0
4.696,21.0,102.0
4.696,21.1,98.0
4.692,20.9,98.0
4.696,21.2,98.0
4.696,21.1,98.0
4.692,21.0,98.0
4.696,21.1,102.0
4.7,21.4,102.0
4.692,21.3,98.0
4.696,21.2,98.0
4.692,21.2,98.0
4.696,21.1,98.0
4.696,21.3,98.0
4.696,21.2,98.0
4.696,21.1,98.0
4.696,21.3,98.0
4.696,21.3,98.0
4.692,21.5,102.0
4.696,21.0,102.0
4.696,21.4,102.0
4.692,21.1,98.0
4.696,21.1,98.0
4.696,21.3,98.0
4.688,21.2,98.0
4.7,21.2,98.0
4.696,21.1,98.0
4.688,21.3,98.0
4.696,21.1,98.0
4.696,21.2,98.0
4.692,21.5,102.0
