Bus Voltage (V),Current (mA),Power (mW)
4.78,19.9,96.0
4.78,20.1,96.0
4.78,20.0,96.0
4.776,19.9,96.0
4.78,20.2,96.0
4.78,19.8,96.0
4.78,20.2,96.0
4.78,19.9,96.0
4.78,19.5,96.0
4.78,20.2,96.0
4.784,19.9,96.0
4.78,20.0,96.0
4.78,20.2,96.0
4.78,19.9,96.0
4.78,19.9,96.0
