Bus Voltage (V),Current (mA),Power (mW)
4.736,47.3,222.0
4.74,47.7,226.0
4.736,46.9,222.0
4.736,47.4,226.0
4.74,47.8,226.0
4.736,46.8,222.0
4.736,47.5,226.0
4.74,48.3,230.0
4.736,47.5,226.0
4.736,47.4,226.0
4.736,47.9,226.0
4.736,47.7,226.0
4.736,47.5,222.0
4.736,47.8,226.0
4.736,47.8,226.0
4.74,47.1,222.0
4.736,47.9,226.0
4.736,47.9,226.0
4.74,47.4,222.0
4.736,48.1,230.0
4.732,47.5,226.0
4.736,47.3,222.0
4.736,47.9,226.0
4.736,47.6,226.0
4.736,47.1,222.0
4.74,48.1,230.0
4.736,47.5,226.0
4.736,46.9,222.0
4.736,47.6,226.0
4.736,47.7,226.0
4.732,47.3,222.0
4.736,47.4,222.0
4.736,48.1,230.0
4.732,47.0,222.0
4.736,47.4,222.0
4.736,47.9,226.0
4.736,47.0,222.0
4.736,47.4,226.0
4.74,47.6,226.0
4.74,47.2,222.0
4.736,47.5,226.0
4.736,48.1,226.0
4.736,47.2,226.0
4.736,47.6,226.0
4.736,48.2,230.0
4.732,47.8,226.0
4.736,47.2,222.0
4.712,67.8,350.0
4.708,67.9,350.0
4.704,66.7,314.0
4.7,65.9,312.0
4.692,65.9,312.0
4.692,63.5,298.0
4.692,73.3,294.0
4.688,73.8,294.0
4.692,73.5,344.0
4.692,74.1,348.0
4.7,73.8,348.0
4.7,73.7,348.0
4.704,72.6,344.0
4.704,72.7,350.0
4.704,71.5,334.0
4.7,70.5,330.0
4.696,70.8,330.0
4.696,69.4,324.0
4.692,68.7,322.0
4.696,70.1,324.0
4.696,69.7,328.0
4.696,71.4,338.0
4.696,72.2,340.0
4.692,71.5,338.0
4.692,76.0,338.0
4.696,76.2,334.0
4.696,75.6,340.0
4.696,75.6,354.0
4.7,75.0,350.0
4.712,74.8,350.0
4.712,74.5,350.0
4.704,67.7,338.0
4.704,66.3,340.0
4.7,66.1,312.0
4.704,64.0,302.0
4.692,63.1,298.0
4.688,62.4,294.0
4.688,74.0,294.0
4.688,74.1,298.0
4.688,73.3,344.0
4.692,74.0,348.0
4.7,74.3,348.0
4.7,73.8,348.0
4.704,72.9,348.0
4.704,72.6,348.0
4.7,71.7,338.0
4.7,72.2,338.0
4.692,70.7,330.0
4.696,69.6,328.0
4.696,66.3,328.0
4.696,69.2,328.0
4.692,69.4,328.0
4.692,69.2,328.0
4.688,70.4,330.0
4.692,71.5,338.0
4.692,75.6,338.0
4.692,76.3,334.0
4.696,75.7,354.0
4.696,75.9,358.0
4.712,76.4,358.0
4.708,75.1,354.0
4.712,68.5,350.0
4.708,68.6,348.0
4.708,67.5,318.0
4.708,65.5,308.0
4.696,66.0,312.0
