Bus Voltage (V),Current (mA),Power (mW)
4.7,48.1,226.0
4.7,47.6,222.0
4.7,46.8,220.0
4.696,48.2,226.0
4.7,49.0,230.0
4.7,47.8,226.0
4.696,47.2,222.0
4.7,47.5,222.0
4.708,47.8,226.0
4.704,47.9,226.0
4.704,48.5,230.0
4.696,48.2,226.0
4.692,48.3,226.0
4.704,48.2,226.0
4.696,47.4,222.0
4.704,47.2,222.0
4.696,47.8,226.0
4.704,47.9,226.0
4.692,48.5,230.0
4.696,48.1,226.0
4.696,47.9,226.0
4.7,47.8,226.0
4.7,47.9,226.0
4.7,47.1,222.0
4.7,46.9,220.0
4.704,47.8,226.0
4.7,48.8,230.0
4.7,48.7,230.0
4.704,47.6,222.0
4.704,47.5,222.0
4.7,48.0,226.0
4.696,47.7,226.0
4.7,47.1,222.0
4.696,48.2,226.0
4.7,49.1,230.0
4.692,48.8,230.0
4.7,47.3,222.0
4.7,47.1,220.0
4.704,47.9,222.0
4.696,47.9,226.0
4.704,47.8,226.0
4.696,48.0,226.0
4.704,48.5,226.0
4.704,48.6,230.0
4.704,47.7,222.0
4.7,47.3,222.0
4.664,61.2,286.0
4.672,62.1,292.0
4.664,61.1,286.0
4.672,62.3,292.0
4.668,62.2,292.0
4.676,62.3,292.0
4.668,61.9,288.0
4.672,61.9,288.0
4.668,60.8,286.0
4.672,60.1,282.0
4.668,62.2,292.0
4.672,62.5,292.0
4.668,62.2,286.0
4.672,61.3,286.0
4.672,61.6,288.0
4.672,61.6,292.0
4.672,59.8,278.0
4.664,61.4,286.0
4.668,62.5,292.0
4.664,63.1,286.0
4.676,62.3,292.0
4.664,61.0,286.0
4.672,61.5,288.0
4.664,60.4,288.0
4.672,61.8,288.0
4.668,61.3,286.0
4.672,60.0,278.0
4.672,62.3,288.0
4.672,62.0,288.0
4.668,61.5,288.0
4.672,61.0,286.0
4.668,61.8,286.0
4.668,62.1,288.0
4.668,61.3,286.0
4.668,61.5,292.0
4.668,61.5,288.0
4.668,62.2,292.0
4.668,61.3,286.0
4.664,61.2,286.0
4.668,61.5,288.0
4.672,61.7,288.0
4.672,62.6,292.0
4.664,62.0,288.0
4.672,61.6,288.0
4.672,61.1,286.0
4.676,61.8,288.0
4.668,61.2,292.0
4.672,61.7,288.0
4.668,62.1,288.0
