Bus Voltage (V),Current (mA),Power (mW)
4.556,18.5,82.0
4.56,18.7,86.0
4.556,18.3,82.0
4.556,18.3,82.0
4.548,18.3,82.0
4.556,18.2,82.0
4.556,18.4,82.0
4.56,18.1,82.0
4.556,18.5,86.0
4.556,18.4,82.0
4.544,18.4,82.0
4.552,18.5,86.0
4.556,18.5,86.0
4.556,18.6,82.0
4.556,18.2,82.0
4.556,18.2,82.0
4.556,18.4,82.0
4.548,18.6,86.0
4.552,19.0,86.0
4.556,18.5,86.0
4.56,18.4,86.0
4.556,18.6,86.0
4.556,18.8,86.0
4.556,18.7,86.0
4.552,18.6,86.0
4.556,18.4,86.0
4.56,18.2,86.0
4.56,18.3,82.0
4.556,18.9,86.0
4.556,18.3,82.0
4.552,18.9,86.0
4.548,18.5,86.0
4.556,18.7,82.0
4.556,18.4,82.0
4.56,18.0,82.0
4.556,18.4,82.0
4.54,22.3,102.0
4.54,22.5,102.0
4.536,22.2,102.0
4.536,21.8,102.0
4.54,22.0,102.0
4.54,22.1,102.0
4.54,22.6,102.0
4.54,22.2,102.0
4.54,22.1,98.0
4.528,22.1,98.0
4.532,22.0,98.0
4.54,22.1,102.0
4.536,22.6,102.0
4.54,22.4,102.0
4.54,22.6,102.0
4.54,22.6,102.0
4.54,22.9,104.0
4.528,22.4,102.0
4.536,22.2,102.0
4.536,22.2,98.0
4.54,22.2,102.0
4.536,22.1,102.0
4.54,22.5,102.0
4.536,22.4,102.0
4.532,22.3,102.0
4.528,22.2,102.0
4.532,22.4,102.0
4.532,22.2,102.0
4.536,21.8,98.0
4.536,22.0,98.0
4.536,22.6,102.0
4.536,22.7,102.0
4.536,22.5,102.0
4.524,22.4,102.0
4.528,22.6,102.0
4.528,22.0,102.0
4.532,21.9,102.0
4.536,22.3,98.0
4.536,22.0,102.0
4.532,22.0,98.0
4.532,22.3,102.0
4.528,22.3,102.0
4.52,22.2,102.0
4.524,22.4,102.0
4.528,22.6,102.0
4.524,22.2,102.0
4.532,22.5,102.0
4.528,22.3,102.0
4.524,22.4,102.0
4.524,22.2,102.0
4.524,22.5,102.0
4.516,22.3,102.0
4.512,22.4,102.0
