Bus Voltage (V),Current (mA),Power (mW)
4.728,47.9,226.0
4.728,47.6,226.0
4.732,47.0,226.0
4.732,47.6,226.0
4.732,48.2,230.0
4.732,47.3,222.0
4.728,47.5,226.0
4.732,48.0,226.0
4.732,48.1,226.0
4.732,47.5,226.0
4.732,48.2,230.0
4.732,48.2,230.0
4.728,47.2,222.0
4.732,47.5,226.0
4.728,48.0,226.0
4.732,47.9,226.0
4.732,47.4,222.0
4.732,48.3,230.0
4.728,47.6,226.0
4.728,47.6,226.0
4.732,47.8,226.0
4.732,48.0,226.0
4.728,47.4,222.0
4.732,47.8,222.0
4.728,48.3,230.0
4.728,48.2,230.0
4.728,47.4,222.0
4.736,48.1,226.0
4.732,48.1,230.0
4.728,47.4,226.0
4.732,47.6,226.0
4.728,48.1,226.0
4.732,47.8,226.0
4.732,47.7,226.0
4.732,48.1,230.0
4.728,47.9,226.0
4.728,47.6,226.0
4.732,48.0,226.0
4.728,48.3,230.0
4.732,47.4,226.0
4.728,48.0,226.0
4.732,48.3,230.0
4.728,47.9,226.0
4.728,47.6,226.0
4.728,48.5,226.0
4.728,47.8,226.0
4.728,47.3,222.0
4.732,47.8,226.0
4.732,48.5,230.0
4.704,61.6,298.0
4.704,63.5,278.0
4.708,60.4,286.0
4.708,63.2,298.0
4.704,62.6,294.0
4.704,63.5,282.0
4.708,60.3,302.0
4.708,62.3,292.0
4.708,62.2,292.0
4.7,61.8,292.0
4.708,61.8,294.0
4.704,61.7,288.0
4.704,61.3,288.0
4.712,61.9,292.0
4.708,62.1,292.0
4.704,61.9,286.0
4.704,61.3,294.0
4.708,62.3,292.0
4.708,61.9,292.0
4.708,60.3,286.0
4.708,60.7,292.0
4.704,62.2,294.0
4.704,63.5,298.0
4.708,60.5,286.0
4.708,62.8,294.0
4.704,62.0,292.0
4.704,62.5,286.0
4.708,61.3,288.0
4.704,62.1,292.0
4.704,62.3,294.0
4.7,62.0,292.0
4.712,62.0,292.0
4.708,61.9,292.0
4.704,61.3,288.0
4.704,62.6,294.0
4.708,61.6,288.0
4.708,63.7,286.0
4.704,60.7,286.0
4.708,61.6,288.0
4.704,62.5,294.0
4.704,60.6,286.0
4.704,59.8,298.0
4.704,62.7,294.0
4.708,64.0,302.0
4.704,61.4,288.0
4.704,62.8,294.0
4.708,62.9,292.0
4.708,62.2,292.0
