Bus Voltage (V),Current (mA),Power (mW)
4.676,46.6,216.0
4.688,47.3,222.0
4.7,47.5,222.0
4.7,46.8,220.0
4.7,47.2,222.0
4.692,47.5,222.0
4.692,47.1,220.0
4.676,46.4,216.0
4.692,47.2,220.0
4.68,48.0,222.0
4.676,46.5,216.0
4.676,47.4,222.0
4.668,47.5,222.0
4.668,46.5,216.0
4.656,47.3,220.0
4.668,46.9,220.0
4.66,46.3,216.0
4.664,48.3,226.0
4.668,47.1,220.0
4.66,46.7,216.0
4.66,47.4,220.0
4.672,47.1,220.0
4.672,46.4,216.0
4.668,47.4,222.0
4.676,47.1,220.0
4.672,47.1,220.0
4.68,47.7,222.0
4.672,48.0,222.0
4.684,47.0,216.0
4.684,47.4,220.0
4.692,46.9,220.0
4.68,46.8,220.0
4.688,47.5,222.0
4.68,47.2,222.0
4.692,46.7,216.0
4.692,47.4,226.0
4.68,47.2,220.0
4.68,46.5,220.0
4.684,47.6,222.0
4.684,47.0,220.0
4.688,47.2,222.0
4.692,47.6,220.0
4.688,47.2,222.0
4.684,47.3,222.0
4.68,47.6,222.0
4.676,47.2,220.0
4.676,46.6,216.0
4.672,48.7,222.0
4.68,48.5,230.0
4.676,47.7,222.0
4.676,67.5,314.0
4.66,49.4,232.0
4.688,47.7,222.0
4.684,48.2,222.0
4.692,48.3,226.0
4.684,49.5,230.0
4.68,49.1,230.0
4.692,47.8,226.0
4.696,47.5,222.0
4.692,48.6,230.0
4.7,48.0,256.0
4.652,49.7,232.0
4.692,48.3,226.0
4.696,48.0,226.0
4.688,48.7,230.0
4.696,48.4,226.0
4.664,67.6,226.0
4.696,48.5,222.0
4.692,48.8,230.0
4.696,48.1,226.0
4.692,47.7,222.0
4.696,67.5,314.0
4.668,49.1,226.0
4.688,47.8,222.0
4.684,48.8,230.0
4.68,48.4,226.0
4.688,48.8,226.0
4.64,48.7,230.0
4.68,48.2,226.0
4.672,47.7,222.0
4.684,48.9,226.0
4.676,48.1,226.0
4.632,52.3,246.0
4.672,48.4,226.0
4.684,48.2,226.0
4.68,47.7,222.0
4.692,48.4,226.0
4.684,57.1,266.0
4.676,47.9,222.0
4.688,48.5,226.0
4.684,49.0,230.0
4.684,47.5,222.0
4.688,48.3,282.0
4.648,48.1,230.0
4.688,47.6,222.0
4.696,48.7,230.0
4.684,48.2,226.0
4.692,47.4,222.0
4.676,68.1,230.0
4.692,48.2,226.0
4.692,47.7,222.0
4.684,48.7,230.0
4.692,48.1,226.0
4.688,68.0,318.0
4.684,48.6,226.0
4.692,48.5,226.0
4.696,48.9,230.0
4.692,48.7,230.0
4.696,58.5,272.0
4.652,47.9,226.0
4.708,47.8,226.0
4.696,48.3,232.0
4.704,47.7,226.0
4.7,48.5,230.0
4.652,48.9,230.0
4.7,47.8,226.0
4.696,48.1,226.0
4.704,48.2,226.0
4.696,48.0,226.0
4.692,68.4,318.0
4.696,48.1,226.0
4.704,47.8,226.0
4.7,48.5,230.0
4.704,48.3,226.0
4.7,47.7,312.0
4.684,48.6,226.0
4.704,48.4,226.0
4.696,47.9,226.0
4.704,48.3,226.0
4.7,57.4,268.0
4.66,58.4,226.0
4.7,48.3,226.0
4.708,48.2,226.0
4.7,47.8,226.0
4.712,48.8,230.0
4.696,48.5,230.0
4.712,47.7,222.0
4.704,49.0,232.0
4.712,48.4,230.0
4.704,47.7,226.0
4.664,59.8,282.0
4.704,48.4,230.0
4.7,48.1,226.0
4.704,48.7,226.0
4.7,48.3,230.0
4.708,55.0,256.0
4.7,48.7,230.0
4.708,48.2,226.0
4.7,47.9,226.0
4.704,48.0,226.0
4.7,48.3,278.0
4.66,53.2,250.0
4.704,48.7,230.0
4.696,49.2,232.0
4.7,47.7,222.0
4.7,48.1,226.0
4.692,67.1,230.0
4.696,47.7,226.0
4.708,49.3,232.0
4.7,48.1,226.0
4.708,47.7,226.0
4.7,67.5,314.0
4.688,48.5,230.0
4.7,47.8,226.0
4.708,48.5,226.0
4.704,48.2,226.0
4.7,48.5,226.0
4.668,48.0,226.0
4.7,48.7,230.0
4.7,48.5,226.0
4.7,48.5,226.0
4.704,48.1,226.0
4.66,49.9,236.0
4.708,48.4,226.0
4.704,48.7,230.0
4.708,47.8,226.0
4.704,48.7,226.0
4.668,59.6,226.0
4.704,47.7,222.0
4.704,48.3,226.0
4.704,48.6,230.0
4.7,47.9,226.0
4.7,58.8,278.0
4.7,48.6,230.0
4.7,48.0,226.0
4.7,48.3,226.0
4.708,48.6,230.0
4.696,67.0,314.0
4.688,48.5,226.0
4.696,48.4,232.0
4.708,47.9,226.0
4.704,48.1,226.0
4.704,59.5,278.0
4.66,48.0,226.0
4.704,47.9,226.0
4.704,48.3,230.0
4.7,47.8,226.0
4.708,48.4,230.0
4.676,48.3,226.0
4.708,47.8,226.0
4.704,49.0,230.0
4.708,48.4,230.0
4.7,47.8,222.0
4.684,67.1,314.0
4.7,48.2,226.0
4.696,48.8,230.0
4.704,48.0,226.0
4.704,48.8,230.0
4.7,48.7,314.0
4.696,48.3,226.0
4.708,48.4,230.0
4.696,47.9,226.0
4.708,48.2,226.0
4.696,55.1,256.0
4.664,55.0,226.0
4.7,48.4,230.0
4.704,49.0,230.0
4.7,47.7,222.0
4.704,47.8,226.0
4.704,57.4,268.0
4.7,48.1,226.0
4.7,49.4,226.0
4.696,48.3,230.0
4.7,47.6,222.0
4.692,66.8,312.0
4.676,48.4,226.0
4.696,47.5,222.0
4.7,48.4,222.0
4.7,48.2,230.0
4.696,48.1,222.0
4.692,48.2,226.0
4.7,49.2,230.0
4.692,47.9,226.0
4.696,48.7,226.0
4.696,48.2,304.0
4.656,47.8,222.0
4.696,48.5,230.0
4.688,48.5,226.0
4.7,47.9,226.0
4.692,49.3,232.0
4.676,67.7,230.0
4.692,47.7,226.0
4.7,48.2,226.0
4.696,48.5,230.0
4.7,48.6,230.0
4.696,67.2,314.0
4.692,48.4,230.0
4.696,48.9,226.0
