Bus Voltage (V),Current (mA),Power (mW)
4.492,18.4,82.0
4.524,17.9,82.0
4.544,18.4,82.0
4.524,18.3,82.0
4.548,18.4,82.0
4.54,18.2,82.0
4.536,18.3,82.0
4.54,18.7,86.0
4.532,18.2,82.0
4.536,18.6,82.0
4.56,18.0,86.0
4.548,18.4,82.0
4.528,18.9,86.0
4.544,18.3,82.0
4.544,18.7,86.0
4.56,17.9,82.0
4.568,18.0,82.0
4.556,18.0,82.0
4.56,17.9,86.0
4.572,18.4,86.0
4.572,18.6,86.0
4.56,18.5,86.0
4.568,18.1,86.0
4.568,18.4,86.0
4.576,18.1,86.0
4.556,18.1,82.0
4.568,18.2,82.0
4.564,18.1,82.0
4.552,18.6,86.0
4.556,18.1,86.0
4.556,18.8,86.0
4.568,18.4,86.0
4.572,18.7,86.0
4.56,18.4,82.0
4.544,18.5,86.0
4.56,17.8,82.0
4.548,18.2,82.0
4.552,18.2,86.0
4.536,21.5,98.0
4.536,21.5,98.0
4.54,21.7,98.0
4.54,21.5,98.0
4.528,21.4,96.0
4.528,21.2,96.0
4.532,21.3,96.0
4.54,21.5,96.0
4.544,21.3,98.0
4.552,21.6,98.0
4.556,21.8,98.0
4.552,21.9,98.0
4.548,21.7,98.0
4.56,21.7,98.0
4.572,21.3,98.0
4.564,21.6,96.0
4.572,21.4,98.0
4.568,21.2,96.0
4.568,21.3,98.0
4.568,21.0,98.0
4.58,21.7,98.0
4.576,21.6,98.0
4.568,21.3,98.0
4.572,21.4,98.0
4.576,21.2,98.0
4.584,21.2,96.0
4.592,21.4,98.0
4.588,21.5,98.0
4.592,21.4,98.0
4.58,21.3,98.0
4.584,21.5,98.0
4.58,21.2,98.0
4.58,21.3,98.0
4.584,21.4,98.0
4.58,21.4,98.0
4.572,21.4,98.0
4.58,21.0,98.0
4.58,21.4,98.0
4.576,21.5,98.0
4.584,21.6,98.0
4.576,21.4,98.0
4.58,21.3,98.0
4.58,21.5,98.0
4.584,21.0,96.0
4.584,21.0,96.0
4.584,21.1,96.0
4.584,21.4,98.0
4.588,21.3,98.0
4.588,21.4,98.0
4.58,21.6,98.0
4.572,21.6,98.0
4.568,21.7,98.0
4.572,21.3,96.0
4.572,21.2,98.0
4.576,21.6,98.0
4.568,21.4,98.0
4.568,21.6,98.0
4.56,21.4,98.0
4.568,21.7,98.0
4.564,21.2,98.0
4.564,21.4,98.0
4.564,21.4,98.0
4.568,21.5,98.0
4.564,21.3,98.0
4.568,21.2,98.0
4.572,21.3,98.0
4.572,21.5,98.0
4.572,21.7,98.0
4.572,21.6,98.0
4.568,21.5,98.0
4.568,21.5,98.0
4.568,21.3,98.0
4.572,21.4,98.0
4.572,21.5,98.0
4.568,21.5,98.0
4.564,21.5,98.0
4.568,21.4,98.0
4.568,21.4,98.0
4.572,21.5,98.0
4.568,21.4,98.0
4.568,21.2,96.0
4.56,21.1,96.0
4.564,21.1,98.0
4.564,21.3,98.0
4.564,21.5,96.0
4.564,21.4,98.0
4.56,21.8,98.0
4.552,21.6,98.0
4.56,21.4,98.0
4.56,21.6,98.0
4.564,21.3,98.0
4.56,21.5,98.0
4.56,21.4,98.0
4.556,21.4,98.0
4.552,21.5,98.0
4.552,21.3,96.0
4.556,21.5,98.0
4.556,21.8,96.0
4.552,21.7,98.0
4.556,21.3,98.0
4.556,21.2,96.0
4.556,21.1,96.0
4.556,21.3,96.0
4.556,21.2,96.0
4.556,21.1,98.0
4.552,21.2,96.0
4.548,21.7,98.0
4.548,21.5,98.0
4.544,21.5,98.0
4.552,21.3,98.0
4.552,21.2,98.0
4.552,21.2,96.0
4.552,21.4,98.0
4.552,21.4,98.0
4.552,21.8,98.0
4.544,21.4,98.0
4.544,21.6,98.0
4.556,21.5,98.0
4.556,21.6,98.0
4.556,21.3,96.0
4.556,21.2,96.0
4.556,21.7,98.0
4.552,21.5,98.0
4.552,21.5,98.0
4.556,21.4,98.0
4.556,21.6,98.0
4.556,21.6,98.0
4.552,21.6,98.0
4.552,21.6,98.0
4.544,21.2,96.0
4.544,21.1,96.0
4.548,21.4,98.0
4.548,21.4,98.0
4.552,21.7,98.0
4.552,21.9,98.0
4.552,21.7,98.0
4.544,21.7,98.0
4.548,21.5,98.0
4.548,21.5,96.0
4.544,21.5,96.0
4.544,21.3,96.0
4.548,21.4,98.0
4.548,21.7,98.0
4.544,21.7,98.0
4.54,21.8,98.0
4.544,21.6,98.0
4.548,21.5,98.0
4.548,21.6,98.0
4.552,21.6,98.0
4.556,21.3,96.0
4.552,21.5,98.0
4.552,21.5,98.0
4.556,21.6,98.0
4.556,21.4,98.0
4.556,21.5,98.0
4.56,21.5,98.0
4.556,21.4,98.0
4.556,21.6,98.0
4.56,21.4,98.0
4.568,21.1,96.0
4.576,21.3,98.0
4.576,21.6,98.0
4.572,21.3,98.0
4.568,21.6,98.0
4.564,21.4,98.0
4.568,21.5,98.0
4.568,21.4,98.0
4.572,21.3,98.0
4.568,21.2,96.0
4.564,21.4,98.0
4.556,21.4,98.0
4.556,21.6,98.0
4.556,21.8,98.0
4.556,21.4,98.0
4.556,21.6,98.0
4.556,21.8,98.0
4.548,21.3,98.0
4.556,21.6,98.0
4.56,21.2,96.0
4.56,21.2,96.0
4.56,21.7,98.0
4.556,21.6,98.0
4.56,21.8,98.0
4.552,21.6,98.0
4.56,21.5,98.0
4.56,21.3,98.0
4.568,21.0,96.0
4.568,21.3,98.0
4.564,21.3,98.0
4.552,21.2,96.0
4.556,21.4,98.0
4.564,21.4,98.0
4.568,21.3,98.0
4.568,21.7,98.0
4.572,21.4,98.0
4.572,21.3,98.0
4.568,21.3,98.0
4.576,21.0,96.0
4.576,21.1,96.0
4.568,21.6,98.0
4.568,21.4,98.0
4.568,21.7,98.0
4.556,21.6,98.0
4.564,21.6,98.0
4.56,21.3,98.0
4.568,21.2,96.0
4.568,21.4,98.0
4.572,21.1,96.0
4.568,21.5,98.0
4.572,21.7,98.0
4.576,21.2,98.0
4.572,21.5,98.0
4.572,21.4,98.0
4.568,21.7,98.0
4.568,21.4,98.0
4.572,21.3,96.0
4.572,21.2,96.0
4.572,21.3,98.0
4.568,21.6,98.0
4.568,21.6,98.0
4.56,21.7,98.0
4.564,21.5,98.0
4.564,21.5,98.0
4.56,21.7,98.0
4.56,21.4,98.0
4.564,21.0,96.0
4.56,21.2,96.0
4.56,21.2,98.0
4.568,21.3,98.0
4.568,21.7,98.0
4.568,21.5,98.0
4.568,21.4,98.0
4.56,21.5,98.0
4.568,21.2,98.0
4.572,21.0,98.0
4.572,21.2,96.0
4.572,21.0,96.0
4.572,21.8,98.0
4.564,21.6,98.0
4.568,21.6,98.0
4.572,21.3,98.0
4.572,21.3,98.0
4.572,21.3,98.0
4.572,21.2,96.0
4.568,21.4,98.0
4.572,21.2,96.0
4.572,21.2,98.0
4.576,21.2,98.0
4.572,21.7,98.0
4.572,21.3,98.0
4.564,21.5,98.0
4.572,21.3,98.0
4.568,21.1,96.0
4.568,21.3,98.0
4.564,21.7,98.0
4.56,21.4,98.0
4.552,21.5,98.0
4.552,21.7,98.0
4.556,21.6,98.0
4.556,21.7,98.0
4.556,21.7,98.0
4.556,21.3,96.0
4.556,21.4,98.0
4.552,21.3,96.0
4.556,21.1,98.0
4.556,21.1,98.0
4.56,21.3,96.0
4.556,21.7,98.0
4.552,21.5,98.0
4.556,21.7,98.0
4.548,21.5,98.0
4.556,21.4,96.0
4.56,21.4,96.0
4.556,21.3,98.0
4.556,21.5,98.0
4.556,21.4,98.0
4.54,21.8,98.0
4.544,21.5,98.0
4.552,21.6,98.0
4.552,21.6,98.0
4.552,21.3,98.0
4.552,21.3,96.0
4.552,21.6,98.0
4.552,21.4,98.0
4.544,21.6,98.0
4.552,21.5,98.0
4.548,21.8,98.0
4.548,21.3,96.0
4.548,21.6,98.0
4.548,21.7,98.0
4.548,21.6,98.0
4.544,21.4,98.0
4.548,21.2,98.0
4.552,21.3,98.0
4.548,21.6,98.0
4.556,21.9,98.0
4.552,21.9,98.0
4.552,21.8,98.0
4.54,21.4,98.0
4.548,21.4,98.0
4.552,21.3,96.0
4.552,21.2,98.0
4.548,21.4,98.0
4.548,21.4,98.0
4.548,21.9,98.0
4.536,21.9,98.0
4.544,21.6,98.0
4.544,21.6,96.0
4.548,21.7,96.0
4.552,21.3,96.0
4.548,21.4,98.0
4.548,21.3,96.0
4.548,21.7,98.0
4.544,21.3,96.0
4.544,21.5,98.0
4.548,21.5,98.0
4.552,21.5,98.0
4.552,21.5,98.0
4.548,21.3,96.0
4.548,21.5,98.0
4.536,21.3,96.0
4.544,21.4,98.0
4.544,21.4,98.0
4.544,21.5,98.0
4.54,21.6,98.0
4.54,21.7,98.0
4.54,21.4,98.0
4.544,21.6,98.0
4.54,21.1,96.0
4.544,21.3,98.0
4.552,21.0,98.0
4.552,21.4,98.0
4.548,21.4,98.0
4.548,21.9,98.0
4.548,21.4,98.0
4.54,21.7,98.0
4.544,21.5,98.0
4.556,21.4,96.0
4.552,21.4,98.0
4.552,21.4,98.0
4.556,21.4,98.0
4.552,21.5,98.0
4.544,21.0,96.0
4.552,21.2,96.0
4.556,20.9,96.0
4.556,20.8,96.0
4.556,20.8,96.0
4.56,21.1,96.0
4.56,20.9,96.0
4.552,21.0,96.0
4.556,21.1,96.0
4.556,20.8,96.0
4.556,21.1,96.0
4.56,21.2,96.0
4.556,21.2,96.0
4.556,21.1,96.0
4.556,20.8,96.0
4.556,20.7,96.0
4.568,20.8,96.0
4.568,20.6,96.0
4.568,21.0,96.0
4.568,21.0,96.0
4.552,21.3,98.0
4.56,20.7,96.0
4.564,20.7,96.0
4.56,20.6,96.0
4.56,21.0,96.0
4.56,21.0,96.0
4.556,20.9,96.0
4.552,21.3,96.0
4.556,21.1,96.0
4.556,21.1,96.0
4.556,21.0,96.0
4.556,20.8,96.0
4.552,20.9,96.0
4.548,20.9,96.0
4.544,21.0,96.0
4.548,20.8,96.0
4.552,20.8,96.0
4.552,20.9,96.0
4.548,21.3,96.0
4.548,21.1,96.0
4.548,21.1,96.0
4.54,21.0,96.0
4.544,21.0,96.0
4.552,20.6,96.0
4.548,20.8,96.0
4.552,20.9,96.0
4.552,21.4,98.0
4.548,21.3,96.0
4.536,21.2,96.0
4.54,20.9,96.0
4.548,21.1,96.0
4.552,21.0,96.0
4.548,20.6,96.0
4.552,20.7,96.0
4.548,20.9,96.0
4.548,21.2,96.0
4.544,20.8,96.0
4.548,21.1,96.0
4.548,21.1,96.0
4.548,21.1,96.0
4.552,21.1,96.0
4.548,20.7,96.0
4.548,21.0,96.0
4.54,20.7,96.0
4.544,20.8,96.0
4.548,21.1,96.0
4.552,20.9,96.0
4.552,21.0,96.0
4.548,21.2,96.0
4.548,20.8,96.0
4.548,20.9,96.0
4.548,20.6,92.0
4.552,20.8,92.0
4.552,20.9,96.0
4.552,20.8,96.0
4.552,21.4,98.0
4.552,21.2,96.0
4.548,21.2,96.0
4.54,21.0,96.0
4.548,21.0,96.0
4.552,20.9,96.0
4.556,21.0,96.0
4.556,20.8,96.0
4.556,21.0,96.0
4.556,21.1,96.0
4.548,21.3,96.0
4.552,21.1,96.0
4.556,21.3,96.0
4.56,21.0,96.0
4.56,20.9,96.0
4.56,20.6,96.0
4.556,21.1,96.0
4.556,20.7,96.0
4.556,20.8,96.0
4.556,20.7,96.0
4.552,21.1,96.0
4.552,21.5,98.0
4.552,21.0,96.0
4.544,21.0,96.0
4.552,20.9,96.0
4.556,20.9,96.0
4.56,20.8,96.0
4.556,20.8,96.0
4.56,20.6,92.0
4.556,21.2,96.0
4.548,21.3,96.0
4.556,21.1,96.0
4.56,21.1,96.0
4.564,21.0,96.0
4.568,21.0,96.0
4.568,20.7,96.0
4.572,20.8,96.0
4.564,21.0,96.0
4.568,20.7,96.0
4.572,21.3,96.0
4.568,21.2,96.0
4.568,21.1,96.0
4.572,21.1,96.0
4.572,20.7,96.0
4.572,20.7,96.0
4.576,20.7,96.0
4.576,20.8,96.0
4.572,21.0,96.0
4.568,21.3,98.0
4.564,21.1,96.0
4.576,21.2,96.0
4.572,21.0,96.0
4.576,21.1,96.0
4.576,20.6,96.0
4.568,21.0,96.0
4.576,20.8,96.0
4.576,21.0,96.0
4.576,20.7,96.0
4.576,21.1,96.0
4.572,21.0,96.0
4.568,21.0,96.0
4.576,21.0,96.0
4.576,20.8,96.0
4.572,20.6,96.0
4.572,21.0,96.0
4.568,21.0,96.0
4.56,20.9,96.0
4.564,21.2,96.0
4.56,21.3,96.0
4.568,20.9,96.0
4.568,20.8,96.0
4.568,20.9,96.0
4.56,20.8,96.0
4.568,20.7,96.0
4.568,20.3,96.0
4.568,21.0,96.0
4.568,21.1,96.0
4.564,21.1,96.0
4.556,21.4,98.0
4.564,21.0,96.0
4.568,20.8,96.0
4.572,20.7,96.0
4.572,20.5,92.0
4.576,20.8,96.0
4.568,21.0,96.0
4.576,20.8,96.0
4.576,20.9,98.0
4.576,20.7,96.0
4.58,21.1,96.0
4.584,20.9,96.0
4.58,20.6,96.0
4.584,20.6,96.0
4.588,20.7,96.0
4.588,20.8,96.0
4.584,20.7,96.0
4.576,21.2,98.0
4.584,20.8,96.0
4.584,20.9,96.0
4.588,21.2,98.0
4.588,20.3,92.0
4.584,20.6,96.0
4.584,20.7,96.0
4.592,20.5,96.0
4.588,20.9,96.0
4.588,21.1,96.0
4.584,21.3,98.0
4.58,21.3,98.0
4.584,20.9,96.0
4.588,20.7,96.0
4.584,20.7,96.0
4.584,20.8,96.0
4.576,20.9,96.0
4.576,20.8,96.0
4.58,20.8,96.0
4.576,20.9,96.0
4.576,21.0,96.0
4.568,21.0,96.0
4.576,21.1,96.0
4.584,20.7,96.0
4.584,20.6,96.0
4.584,20.6,96.0
4.58,20.9,96.0
4.572,21.0,96.0
4.584,21.0,96.0
4.584,20.8,98.0
4.58,21.2,98.0
4.58,20.8,96.0
4.576,21.1,96.0
4.584,20.6,96.0
4.588,20.7,96.0
4.588,20.8,96.0
4.588,20.7,96.0
4.588,21.0,96.0
4.584,21.0,96.0
4.584,20.7,96.0
4.592,20.8,96.0
4.588,20.8,96.0
4.588,20.8,96.0
4.588,20.6,96.0
4.588,20.3,96.0
4.592,20.7,96.0
4.588,20.8,96.0
4.588,20.8,96.0
