Bus Voltage (V),Current (mA),Power (mW)
4.764,17.2,82
4.736,17.3,82
4.972,17.2,82
4.816,17.2,82
4.748,16.6,78
4.764,16.5,78
4.76,17.2,82
4.764,17.2,82
4.736,17.3,82
4.724,17.5,82
4.736,17.3,82
4.732,17.3,82
4.764,17,82
4.768,16.8,78
4.768,17.2,82
4.772,16.9,82
4.772,17.1,82
4.768,17.3,82
4.776,17.1,82
4.772,17,82
4.768,17.3,82
4.772,17.4,82
4.768,17.1,82
4.776,17.3,82
4.772,17.2,82
4.768,17.2,82
4.772,17.4,82
4.768,17.3,82
4.768,17.3,82
4.772,17.1,82
4.764,17.2,82
4.772,17,82
4.764,17.5,82
4.764,17.1,82
4.772,16.9,82
4.764,17,82
4.772,16.9,82
4.764,17,82
4.764,17,82
4.768,17.4,82
4.768,17.2,82
4.772,17.2,82
4.772,17.2,82
4.764,17,82
4.772,17.3,82
4.772,17,82
4.768,17.3,82
4.772,17.2,82
4.768,17.3,82
4.772,17.2,82
4.768,17.2,82
4.764,17.4,82
4.772,17.3,82
4.764,19.6,92
4.764,19.7,92
4.76,19.9,96
4.76,19.9,96
4.764,19.7,96
4.764,19.9,96
4.764,19.8,96
4.764,19.8,96
4.76,19.6,96
4.768,19.9,96
4.764,19.9,96
4.76,19.7,96
4.764,19.5,92
4.76,19.7,96
4.768,19.9,96
4.764,19.7,96
4.756,19.8,96
4.764,19.6,96
4.76,19.9,96
4.764,19.6,92
4.76,19.8,96
4.76,19.8,96
4.764,19.8,96
4.76,19.4,92
4.76,19.7,92
4.764,19.5,92
4.76,19.9,96
4.768,19.6,96
4.76,19.9,96
4.756,20,96
4.764,19.7,96
4.76,19.7,96
4.768,19.8,96
4.764,19.7,96
4.76,19.8,96
4.764,19.8,96
4.76,19.8,96
4.768,19.7,96
4.764,19.7,96
4.76,19.5,92
4.768,19.8,96
4.764,19.9,96
4.76,19.5,92
4.764,19.8,96
4.76,19.6,92
4.764,19.9,96
4.764,19.7,96
4.76,19.6,96
4.764,19.9,96
4.764,20,96
4.764,19.7,92
4.764,19.8,96
4.764,19.6,96
4.764,19.7,96
4.764,19.8,96
4.76,20,96
4.764,19.9,96
4.76,19.7,96
4.768,19.8,96
4.764,19.9,92
4.76,20,96
4.764,19.8,96
4.76,19.5,92
4.76,20,96
4.76,19.7,96
4.76,19.6,92
4.764,19.9,96
4.764,19.9,96
4.76,19.7,92
4.76,19.9,96
4.764,19.8,96
4.768,19.9,96
4.764,19.8,96
4.764,19.9,96
4.764,19.9,96
4.76,19.9,96
4.764,19.5,92
4.764,19.9,96
4.764,19.8,92
4.76,19.6,92
4.764,19.7,96
4.764,19.7,96
4.76,19.8,96
4.76,19.9,96
4.768,19.6,96
4.764,19.7,96
4.76,19.8,96
4.768,19.8,96
4.76,19.6,92
4.768,19.9,96
4.76,19.9,96
4.76,19.8,96
4.768,19.8,96
4.764,19.8,96
4.764,19.8,96
4.764,19.7,96
4.76,20,96
4.764,19.8,96
4.764,19.9,96
4.764,19.8,96
4.764,19.7,96
4.76,20,96
4.764,19.9,96
4.764,19.9,96
4.76,19.9,96
4.76,19.6,96
4.76,19.6,92
4.756,19.6,92
4.76,19.7,96
4.76,19.8,96
4.768,19.7,92
4.76,19.8,96
4.76,19.7,96
4.764,19.8,96
4.756,19.8,96
4.772,20,96
4.764,19.9,96
4.76,20.1,96
4.764,19.9,96
4.764,19.9,92
4.768,19.5,92
4.764,19.8,96
4.76,19.7,96
4.764,19.6,92
4.76,19.8,96
4.764,19.8,96
4.764,19.4,96
4.76,19.8,96
4.764,19.7,96
4.76,19.9,96
4.76,19.9,96
4.764,19.9,96
4.764,19.9,96
4.768,19.9,92
4.764,19.7,96
4.756,19.9,92
4.764,19.7,96
4.76,19.9,96
4.764,19.6,96
4.764,19.9,96
4.76,19.8,96
4.768,19.7,96
4.76,19.7,96
4.76,19.9,96
4.764,19.7,96
4.764,19.8,96
4.764,19.9,96
4.764,19.7,96
4.76,19.7,96
4.768,19.6,96
4.76,19.7,96
4.76,19.8,96
4.768,19.8,92
4.764,19.7,96
4.764,19.8,92
4.764,19.8,96
4.76,19.6,96
4.76,19.9,96
4.76,19.8,96
4.768,19.7,92
4.764,19.8,96
4.76,19.7,96
4.768,19.7,96
4.76,19.8,96
4.768,19.9,96
4.764,19.9,96
4.76,20,96
4.764,19.8,96
4.764,19.8,96
4.768,19.8,96
4.764,19.7,96
4.756,19.5,92
4.764,19.8,96
4.764,19.7,96
4.764,19.7,96
4.764,19.8,96
4.764,19.9,96
4.76,19.7,96
4.764,19.9,96
4.76,20,96
4.764,19.7,96
4.76,19.9,96
4.768,19.6,96
4.764,19.9,96
4.76,19.7,96
4.768,19.6,96
4.76,19.9,96
4.768,19.7,96
4.76,19.6,92
4.756,19.9,92
4.768,19.6,92
4.76,19.5,96
4.764,19.5,92
4.768,19.8,96
4.76,19.7,96
4.764,19.7,96
4.764,19.6,96
4.76,20,96
4.764,19.6,96
4.764,19.8,96
4.764,19.9,96
4.764,19.7,96
4.76,19.7,96
4.764,19.8,96
4.764,19.8,96
4.76,19.6,96
4.76,19.7,96
4.76,20,96
4.768,19.9,96
4.76,19.9,96
4.756,19.8,96
4.764,19.4,92
4.756,19.7,96
4.768,19.8,96
4.764,19.9,96
4.76,19.8,96
4.768,19.7,96
4.76,19.9,96
4.768,19.9,96
4.764,19.7,96
4.76,19.9,96
4.764,19.9,96
4.76,19.7,96
4.76,19.9,96
4.764,19.8,96
4.764,19.8,96
4.768,19.7,96
4.764,19.8,96
4.76,19.7,96
4.764,20,96
4.76,19.8,96
4.764,19.7,96
4.764,19.9,96
4.764,19.8,92
4.764,19.6,92
4.764,19.8,96
4.768,19.9,96
4.764,19.9,96
4.76,19.5,92
4.764,19.8,96
4.764,19.9,96
4.76,19.9,96
4.768,19.8,96
4.76,19.8,96
