Bus Voltage (V),Current (mA),Power (mW)
4.708,16.9,82.0
4.708,17.3,82.0
4.704,17.2,82.0
4.708,17.8,86.0
4.704,17.6,82.0
4.708,17.3,82.0
4.712,17.7,82.0
4.704,17.8,86.0
4.708,17.8,86.0
4.708,18.0,86.0
4.7,18.2,86.0
4.712,17.8,82.0
4.708,17.8,86.0
4.708,17.8,86.0
4.708,17.8,86.0
4.708,17.8,86.0
4.708,17.7,86.0
4.712,17.8,86.0
4.704,17.9,86.0
4.708,17.6,86.0
4.712,18.1,86.0
4.708,17.8,86.0
4.708,18.1,86.0
4.708,17.9,86.0
4.708,17.8,86.0
4.708,17.8,86.0
4.708,17.8,86.0
4.712,17.8,86.0
4.712,18.1,86.0
4.708,18.0,86.0
4.708,17.8,86.0
4.712,18.1,86.0
4.704,17.7,82.0
4.712,17.4,86.0
4.708,17.8,86.0
4.708,17.6,82.0
4.712,17.9,86.0
4.708,18.0,86.0
4.708,17.9,86.0
4.708,18.0,86.0
4.708,17.9,86.0
4.712,17.9,86.0
4.7,22.2,104.0
4.7,21.5,102.0
4.7,21.8,104.0
4.7,22.0,104.0
4.696,22.2,104.0
4.7,22.3,102.0
4.7,22.0,104.0
4.7,22.0,104.0
4.7,22.1,104.0
4.7,22.2,104.0
4.696,21.4,104.0
4.704,21.8,102.0
4.7,22.3,104.0
4.7,21.8,102.0
4.704,21.7,102.0
4.7,21.9,102.0
4.7,22.1,104.0
4.7,22.0,104.0
4.696,22.4,104.0
4.7,21.4,102.0
4.7,21.9,102.0
4.696,21.8,102.0
4.7,22.0,102.0
4.696,21.7,102.0
4.696,21.9,102.0
4.704,22.0,104.0
4.7,22.2,104.0
4.696,22.2,104.0
4.7,21.6,102.0
4.7,22.0,102.0
4.7,21.9,102.0
4.696,21.9,102.0
4.696,21.8,102.0
4.7,21.3,104.0
4.7,21.9,102.0
4.696,22.2,104.0
4.7,22.4,104.0
4.7,21.7,102.0
4.7,21.9,102.0
4.7,22.2,102.0
4.7,22.2,104.0
4.696,21.9,102.0
4.704,21.6,102.0
4.7,22.3,104.0
4.696,22.2,104.0
4.7,22.2,104.0
4.7,21.6,102.0
4.7,21.8,104.0
4.7,22.1,104.0
4.696,22.1,104.0
4.7,22.1,102.0
4.704,22.1,104.0
4.696,21.9,102.0
4.7,22.3,102.0
4.7,22.2,104.0
4.696,22.1,104.0
4.696,21.8,104.0
4.7,21.8,102.0
4.7,21.7,104.0
4.7,21.9,102.0
4.7,21.7,102.0
4.7,21.9,102.0
4.704,22.0,102.0
4.696,22.0,104.0
4.7,21.9,104.0
4.7,22.0,104.0
4.696,22.0,104.0
4.7,21.6,104.0
4.704,21.8,102.0
4.696,21.5,102.0
4.704,22.0,102.0
4.7,21.9,102.0
4.7,22.2,104.0
4.7,22.1,102.0
4.704,22.2,104.0
4.7,22.3,104.0
4.7,22.1,104.0
4.7,22.0,104.0
4.704,21.6,102.0
4.704,22.0,102.0
4.696,21.7,102.0
4.7,22.0,104.0
4.7,21.9,102.0
4.696,22.0,104.0
4.7,22.3,104.0
4.7,21.8,102.0
4.7,22.2,104.0
4.7,22.2,102.0
4.7,22.0,104.0
4.7,21.8,104.0
4.7,22.0,102.0
4.7,22.0,104.0
4.7,21.8,104.0
4.7,22.3,104.0
4.696,22.2,104.0
4.7,22.2,104.0
4.7,21.4,102.0
4.696,21.8,102.0
4.7,22.0,104.0
4.7,22.1,104.0
4.7,22.1,104.0
4.7,21.9,102.0
4.7,22.3,104.0
4.696,21.6,104.0
4.704,22.0,104.0
4.7,22.0,104.0
4.7,21.5,104.0
4.704,21.9,102.0
4.7,21.8,102.0
4.7,22.0,102.0
4.7,21.9,102.0
4.696,22.2,104.0
4.7,21.8,104.0
4.7,22.3,104.0
4.696,21.5,102.0
4.7,21.6,104.0
4.7,22.0,104.0
4.7,22.1,104.0
4.7,22.1,98.0
4.704,21.5,102.0
4.7,22.2,104.0
4.7,22.0,104.0
4.704,21.9,102.0
4.7,22.3,104.0
4.7,22.5,104.0
4.696,21.8,102.0
4.704,21.9,102.0
4.7,21.5,102.0
4.696,21.5,102.0
4.7,22.0,104.0
4.7,22.3,104.0
4.696,22.2,104.0
4.7,22.3,102.0
4.7,22.0,104.0
4.696,22.2,104.0
4.7,22.1,104.0
4.7,21.8,102.0
4.704,21.7,104.0
4.704,22.1,104.0
4.704,22.2,104.0
4.7,22.0,104.0
4.7,21.3,102.0
4.696,22.2,104.0
4.7,22.1,104.0
4.7,21.8,102.0
4.696,22.2,104.0
4.7,21.6,104.0
4.704,22.2,104.0
4.7,22.2,104.0
4.7,22.4,108.0
4.7,21.6,102.0
4.7,22.0,104.0
4.704,22.0,102.0
4.7,22.4,104.0
4.7,22.4,102.0
4.7,21.8,102.0
4.696,22.0,104.0
4.704,21.7,102.0
4.7,22.0,102.0
4.696,22.1,104.0
4.704,21.9,104.0
4.7,22.3,104.0
4.7,22.0,104.0
4.7,22.2,102.0
4.7,21.8,102.0
4.7,21.7,102.0
4.7,21.9,104.0
4.7,22.3,104.0
4.704,21.8,104.0
4.7,22.3,104.0
4.7,22.1,104.0
4.7,22.2,104.0
4.7,22.0,104.0
4.696,21.7,102.0
4.708,22.0,102.0
4.704,21.7,102.0
4.696,21.8,102.0
4.7,21.7,102.0
4.704,21.9,102.0
4.7,22.0,104.0
4.7,22.0,104.0
4.7,22.2,104.0
4.7,21.3,104.0
4.7,22.0,104.0
4.7,21.9,102.0
4.7,21.9,102.0
4.7,21.9,102.0
4.696,21.7,102.0
4.7,22.0,104.0
4.7,22.2,104.0
4.7,22.0,104.0
4.7,21.9,102.0
4.7,22.5,104.0
4.7,22.3,104.0
4.7,22.0,102.0
4.7,22.1,104.0
4.696,21.4,102.0
4.704,21.8,102.0
4.7,22.3,104.0
4.7,22.4,102.0
4.7,21.5,102.0
4.696,22.0,104.0
4.704,22.3,104.0
4.7,21.9,102.0
4.692,22.0,104.0
4.7,21.4,102.0
4.704,21.9,102.0
4.696,22.1,104.0
4.7,22.2,104.0
4.704,21.4,102.0
4.7,22.0,102.0
4.7,22.0,104.0
4.7,22.1,104.0
4.7,21.9,102.0
4.704,22.1,104.0
4.704,21.9,102.0
4.7,21.8,104.0
4.7,22.2,104.0
4.696,22.0,104.0
4.704,21.9,104.0
4.7,22.2,104.0
4.696,22.2,104.0
4.7,22.1,102.0
4.7,21.8,102.0
4.7,21.9,102.0
4.7,21.7,102.0
4.704,22.0,104.0
4.7,21.8,102.0
4.704,22.0,104.0
4.704,22.3,104.0
4.7,22.1,102.0
4.7,21.9,102.0
4.696,21.2,98.0
4.7,21.9,104.0
4.7,21.8,102.0
4.7,22.0,104.0
4.704,21.9,102.0
4.7,22.0,102.0
4.7,22.3,104.0
4.704,22.2,104.0
4.7,22.3,104.0
4.7,21.6,102.0
4.7,21.9,102.0
4.704,21.9,102.0
4.7,22.0,104.0
4.704,21.6,102.0
4.696,22.1,104.0
4.7,22.6,104.0
4.704,22.0,104.0
4.696,22.2,104.0
4.7,21.5,102.0
4.704,22.1,104.0
4.696,21.9,102.0
4.704,22.0,104.0
4.7,22.0,104.0
4.7,21.5,104.0
4.704,22.0,104.0
4.7,22.3,104.0
4.7,22.1,102.0
4.7,21.7,102.0
4.696,21.9,102.0
4.704,22.0,104.0
4.7,22.0,104.0
4.696,22.5,104.0
4.704,21.6,104.0
4.7,22.0,104.0
4.696,22.0,104.0
4.704,21.7,104.0
4.704,21.4,102.0
4.7,22.1,104.0
4.704,22.4,104.0
4.696,22.0,104.0
4.7,22.1,98.0
4.696,21.7,102.0
4.704,22.3,104.0
4.7,22.1,102.0
4.7,22.1,104.0
4.696,21.6,102.0
4.7,21.9,104.0
4.704,22.3,104.0
4.7,21.7,102.0
4.7,22.0,102.0
4.7,21.9,102.0
4.7,21.9,102.0
4.704,21.8,104.0
4.704,22.1,104.0
4.7,21.9,104.0
4.704,22.1,104.0
4.704,22.2,104.0
4.7,22.2,104.0
4.7,22.2,104.0
4.7,21.6,102.0
4.704,21.8,104.0
4.704,22.2,104.0
4.7,22.4,104.0
4.7,21.7,104.0
4.7,22.0,104.0
4.696,22.1,104.0
4.7,22.2,104.0
4.7,21.8,102.0
4.7,21.7,104.0
4.7,21.8,104.0
4.7,21.9,102.0
4.7,21.7,102.0
4.704,21.6,102.0
4.696,22.0,104.0
4.7,22.5,104.0
4.7,21.9,102.0
4.696,22.0,104.0
4.7,21.6,104.0
4.7,22.3,104.0
4.696,21.7,102.0
4.7,22.0,102.0
4.7,21.7,102.0
4.7,22.1,104.0
4.7,22.1,104.0
4.7,22.1,104.0
4.7,22.0,102.0
4.7,21.9,102.0
4.7,22.5,104.0
4.7,22.2,104.0
4.7,22.0,104.0
4.696,21.3,98.0
4.7,21.5,102.0
4.7,22.0,104.0
4.696,21.6,102.0
4.7,22.3,102.0
4.7,22.2,104.0
4.696,22.1,104.0
4.7,22.0,104.0
4.7,22.4,104.0
4.7,21.6,104.0
4.7,22.1,104.0
4.7,21.9,102.0
4.7,21.9,104.0
4.704,21.7,102.0
4.7,21.8,102.0
4.704,22.1,104.0
4.704,22.4,104.0
4.696,21.9,102.0
4.708,21.5,98.0
4.7,21.6,102.0
4.7,21.4,102.0
4.704,21.5,102.0
4.704,21.3,98.0
4.7,21.0,102.0
4.704,21.8,102.0
4.704,21.6,102.0
4.704,21.3,102.0
4.704,21.1,98.0
4.696,21.5,102.0
4.7,21.6,102.0
4.7,21.2,98.0
4.7,21.5,102.0
4.704,20.9,98.0
4.7,21.3,102.0
4.7,21.8,102.0
4.704,21.5,102.0
4.704,21.3,98.0
4.704,21.3,102.0
4.7,21.8,102.0
4.7,21.1,98.0
4.708,21.5,98.0
4.704,21.6,102.0
4.696,21.6,102.0
4.704,21.3,102.0
4.704,21.6,102.0
4.696,21.4,102.0
4.704,21.4,102.0
4.708,21.6,102.0
4.696,21.4,102.0
4.704,21.5,98.0
4.7,21.3,98.0
4.7,21.3,102.0
4.704,21.4,102.0
4.704,21.5,102.0
4.7,21.7,102.0
4.704,21.6,102.0
4.696,21.7,102.0
4.7,21.8,102.0
4.7,21.4,102.0
4.7,21.0,98.0
4.7,21.2,102.0
4.7,21.4,102.0
4.7,21.5,102.0
4.704,21.2,98.0
4.7,21.8,102.0
4.7,21.5,102.0
4.7,21.4,102.0
4.7,21.3,102.0
4.7,21.3,102.0
4.704,21.6,102.0
4.696,21.4,102.0
4.704,21.3,98.0
4.704,21.0,98.0
4.7,21.2,98.0
4.704,21.2,102.0
4.7,21.5,102.0
4.7,21.6,102.0
4.704,21.3,102.0
4.7,21.5,102.0
4.7,21.6,102.0
4.7,21.3,98.0
4.704,20.6,98.0
4.704,21.2,102.0
4.704,21.6,102.0
4.696,21.6,102.0
4.704,21.6,98.0
4.704,21.5,102.0
4.696,21.6,102.0
4.7,21.6,102.0
4.7,21.4,102.0
4.7,21.3,102.0
4.704,21.0,102.0
4.704,21.3,98.0
4.7,21.4,102.0
4.7,21.4,102.0
4.7,21.1,98.0
4.704,21.4,102.0
4.704,21.6,102.0
4.696,21.6,102.0
4.7,21.5,102.0
4.704,21.6,102.0
4.7,21.0,98.0
4.704,21.4,102.0
4.704,20.9,98.0
4.7,20.9,98.0
4.704,21.6,98.0
4.704,22.0,104.0
4.704,21.6,102.0
4.7,21.0,98.0
4.704,21.6,102.0
4.7,21.6,102.0
4.7,21.3,98.0
4.696,21.5,102.0
4.7,21.2,102.0
4.704,21.6,102.0
4.7,21.7,102.0
4.704,21.5,102.0
4.7,21.2,98.0
4.7,21.3,102.0
4.704,21.5,102.0
4.704,21.3,98.0
4.7,21.5,98.0
4.7,21.3,102.0
4.7,21.6,102.0
4.704,21.5,98.0
4.704,21.7,102.0
4.7,21.4,102.0
4.704,21.2,102.0
4.7,21.3,98.0
4.7,21.5,102.0
4.7,21.3,98.0
4.7,21.0,98.0
4.7,21.3,102.0
4.7,21.4,102.0
4.704,21.3,98.0
4.7,21.5,98.0
4.704,21.3,102.0
4.7,21.4,102.0
4.704,21.5,102.0
4.7,21.5,102.0
4.696,21.0,98.0
4.7,21.4,102.0
4.7,21.5,102.0
4.7,21.6,102.0
4.704,21.5,98.0
4.7,21.2,98.0
4.7,21.4,102.0
4.7,21.5,102.0
4.7,21.5,102.0
4.7,21.4,102.0
4.704,21.3,102.0
4.696,21.4,102.0
4.704,21.5,102.0
4.704,20.8,98.0
4.7,21.2,98.0
4.7,21.2,102.0
4.704,21.8,102.0
4.704,21.5,102.0
4.704,21.3,102.0
4.704,21.5,102.0
4.7,21.6,102.0
4.7,21.5,102.0
4.704,21.3,102.0
4.7,20.8,98.0
4.704,21.3,98.0
4.696,21.3,102.0
4.7,21.3,102.0
4.704,21.2,98.0
4.7,21.3,98.0
4.704,21.3,102.0
4.7,21.6,102.0
4.7,21.4,102.0
4.7,21.1,102.0
4.704,21.4,102.0
4.7,21.4,102.0
4.704,21.3,98.0
4.7,21.1,98.0
4.704,21.6,102.0
4.704,21.6,102.0
4.696,21.6,102.0
4.7,21.4,98.0
4.704,21.4,102.0
4.7,21.8,102.0
4.7,21.6,102.0
4.704,21.4,102.0
4.696,21.5,102.0
4.704,20.8,102.0
4.7,21.5,102.0
4.7,21.4,102.0
4.708,21.5,102.0
4.7,21.2,98.0
