Bus Voltage (V),Current (mA),Power (mW)
4.74,46.7,222.0
4.74,47.4,226.0
4.736,46.8,222.0
4.74,46.8,220.0
4.744,47.3,226.0
4.74,46.8,222.0
4.74,46.4,220.0
4.74,47.3,222.0
4.744,46.9,222.0
4.74,46.3,220.0
4.74,47.2,222.0
4.74,47.2,222.0
4.744,46.6,220.0
4.74,46.7,222.0
4.74,47.4,222.0
4.74,46.3,222.0
4.74,47.0,222.0
4.74,47.4,226.0
4.74,46.9,222.0
4.74,46.6,220.0
4.744,47.4,222.0
4.74,47.1,222.0
4.74,46.8,222.0
4.74,46.8,222.0
4.74,47.4,226.0
4.74,47.2,220.0
4.74,46.9,222.0
4.74,47.4,226.0
4.74,46.5,220.0
4.74,47.1,222.0
4.74,47.4,226.0
4.736,47.2,222.0
4.744,46.7,222.0
4.736,47.4,226.0
4.74,47.1,222.0
4.74,46.6,220.0
4.74,47.3,222.0
4.744,47.2,226.0
4.74,46.6,220.0
4.74,46.9,222.0
4.74,47.6,226.0
4.744,47.0,222.0
4.74,46.9,222.0
4.74,47.4,226.0
4.716,68.6,322.0
4.704,68.2,322.0
4.712,67.8,318.0
4.708,69.3,324.0
4.708,71.7,324.0
4.712,70.7,330.0
4.708,70.4,330.0
4.708,69.2,324.0
4.708,68.3,322.0
4.712,70.8,328.0
4.712,74.6,330.0
4.712,73.1,344.0
4.712,71.3,334.0
4.708,71.7,338.0
4.712,71.2,334.0
4.708,70.5,334.0
4.708,73.5,334.0
4.708,72.9,344.0
4.708,71.2,334.0
4.708,72.5,340.0
4.708,71.8,338.0
4.7,71.2,340.0
4.704,72.6,340.0
4.704,72.9,344.0
4.704,73.3,344.0
4.708,73.7,348.0
4.704,72.6,350.0
4.704,70.1,338.0
4.704,70.3,330.0
4.708,72.5,340.0
4.7,72.5,340.0
4.704,72.3,340.0
4.708,69.3,348.0
4.704,68.8,324.0
4.704,69.0,324.0
4.696,67.9,322.0
4.704,70.6,330.0
4.7,66.6,334.0
4.7,68.5,338.0
4.704,65.7,308.0
4.7,67.1,314.0
4.7,67.0,314.0
4.696,68.8,324.0
4.696,65.9,322.0
4.7,66.0,318.0
4.7,66.0,312.0
4.7,65.2,308.0
4.704,66.3,312.0
4.696,68.1,322.0
4.696,66.4,312.0
4.7,65.9,312.0
4.7,67.4,318.0
4.708,65.8,308.0
4.708,67.7,318.0
4.708,69.6,318.0
4.704,68.7,314.0
4.704,67.3,314.0
4.7,67.4,318.0
4.708,67.3,318.0
4.712,67.7,318.0
4.712,72.1,322.0
4.708,69.7,328.0
4.708,69.3,324.0
4.708,68.5,322.0
4.712,68.5,322.0
4.708,70.7,324.0
4.708,72.3,330.0
4.712,70.7,330.0
4.708,69.9,328.0
4.708,70.9,334.0
4.712,70.5,330.0
4.708,70.8,330.0
4.708,73.9,334.0
4.708,72.7,340.0
4.708,71.1,334.0
4.708,71.6,338.0
4.712,70.2,330.0
4.708,72.5,334.0
4.704,74.3,350.0
4.708,74.3,350.0
4.704,72.8,344.0
4.704,72.5,340.0
4.708,74.2,340.0
4.704,70.5,340.0
4.708,70.2,330.0
4.704,74.0,348.0
4.708,72.8,344.0
4.704,73.2,344.0
4.704,71.9,344.0
4.7,69.7,328.0
4.708,68.1,322.0
4.7,69.5,328.0
4.7,71.6,338.0
4.7,67.5,344.0
4.7,68.4,338.0
4.704,66.8,314.0
4.7,67.1,314.0
4.704,69.5,328.0
