Bus Voltage (V),Current (mA),Power (mW)
4.736,16.9,78
4.752,17.3,82
4.756,17.2,82
4.748,17.4,82
4.752,17.3,82
4.764,16.8,78
4.744,17,78
4.736,16.9,78
4.752,17.3,82
4.756,17.2,82
4.748,17.4,82
4.752,17.3,82
4.748,17.1,82
4.752,17.3,82
4.748,17.3,82
4.756,17.1,82
4.748,17.3,82
4.752,17.2,82
4.752,17.3,82
4.748,17.4,82
4.756,16.9,82
4.752,17.3,82
4.752,17.2,82
4.752,17.5,82
4.748,17.4,82
4.756,17.3,82
4.752,17.4,82
4.752,17.4,82
4.756,17.4,82
4.748,17.3,82
4.752,17.4,82
4.756,17.5,82
4.752,17.3,82
4.752,17.3,82
4.752,17.1,82
4.76,17,82
4.752,17.5,82
4.752,17.6,86
4.76,17,82
4.748,17.3,82
4.748,17.5,82
4.756,17.5,82
4.748,17.5,82
4.756,17.2,82
4.752,16.8,78
4.752,17.3,82
4.756,17.2,82
4.752,17,82
4.76,17.2,82
4.756,17.5,82
4.752,17,82
4.752,17.2,82
4.752,17,82
4.744,20.2,96
4.744,20.2,96
4.74,20.3,98
4.744,20,96
4.74,20.2,96
4.744,20.3,96
4.748,20.2,96
4.74,20.2,96
4.752,20.3,96
4.744,20.2,96
4.74,20.2,96
4.744,20.2,98
4.736,20.1,96
4.744,20.5,96
4.744,20.3,96
4.74,20.2,96
4.748,20.3,96
4.744,20.1,96
4.74,19.9,98
4.744,20.2,96
4.744,20.1,96
4.744,20.3,96
4.744,20.3,96
4.74,20.2,96
4.744,20.1,96
4.74,20.5,96
4.744,20.3,96
4.744,20.3,96
4.74,20.2,96
4.744,20,96
4.74,20.2,96
4.74,20.1,96
4.744,20.3,96
4.744,20.4,98
4.752,20.3,96
4.744,20.3,96
4.744,20.4,96
4.744,20.5,98
4.74,20.1,98
4.744,20.2,96
4.744,20.3,96
4.736,20,96
4.748,20.3,96
4.74,20.3,96
4.752,20.1,96
4.744,20.2,98
4.732,20.7,98
4.744,20.1,96
4.744,20.4,96
4.748,20.5,98
4.748,19.8,96
4.74,20.1,96
4.744,19.9,96
4.74,20.3,96
4.74,20.2,96
4.744,20.2,96
4.744,20.1,96
4.748,20.5,96
4.748,20,96
4.744,20.1,96
4.744,20.2,96
4.744,20.2,98
4.744,20.3,96
4.744,20.3,96
4.74,20.5,96
4.748,20.1,96
4.744,20.4,96
4.744,20.4,98
4.748,20.2,96
4.74,20.4,98
4.748,20.6,96
4.744,20.2,96
4.736,20.1,96
4.744,20.3,98
4.74,20.1,96
4.74,20.2,96
4.744,20.2,96
4.74,20.1,96
4.744,20.2,96
4.744,20.1,96
4.74,20.1,96
4.744,20.1,96
