Bus Voltage (V),Current (mA),Power (mW)
4.228,19.6,82.0
3.92,20.7,78.0
3.98,20.6,82.0
3.944,20.8,82.0
3.98,20.6,82.0
3.968,19.9,78.0
3.964,20.1,82.0
3.952,20.5,78.0
3.992,20.3,78.0
3.928,20.6,78.0
4.028,19.9,78.0
4.02,19.8,78.0
4.064,19.2,82.0
4.088,19.5,78.0
4.092,19.4,78.0
4.08,19.3,78.0
3.96,20.9,82.0
3.992,20.4,78.0
4.116,19.6,78.0
4.076,19.7,78.0
4.016,19.9,78.0
3.984,20.2,78.0
3.968,20.2,78.0
3.976,20.1,78.0
3.972,20.1,78.0
4.008,19.8,78.0
4.02,20.3,82.0
4.016,20.7,82.0
4.004,20.3,82.0
4.02,19.9,78.0
4.028,19.8,78.0
4.036,19.9,78.0
4.008,19.8,78.0
3.988,20.1,78.0
4.052,19.6,78.0
4.084,19.4,78.0
4.064,19.4,76.0
4.188,19.6,78.0
4.168,19.4,78.0
4.136,19.9,82.0
4.104,19.6,78.0
4.12,19.6,78.0
4.556,17.9,82.0
4.548,18.0,82.0
4.552,17.9,82.0
4.556,17.5,82.0
4.556,17.7,82.0
4.536,21.6,98.0
4.536,21.9,98.0
4.536,21.7,98.0
4.532,22.5,102.0
4.524,22.3,102.0
4.528,21.4,96.0
4.532,21.9,98.0
4.536,22.0,98.0
4.536,21.9,102.0
4.536,21.9,98.0
4.536,22.2,102.0
4.532,22.5,102.0
4.532,21.9,98.0
4.536,22.2,102.0
4.528,22.4,102.0
4.532,21.9,98.0
4.536,22.2,98.0
4.536,22.1,98.0
4.54,21.9,102.0
4.536,21.8,98.0
4.536,22.4,102.0
4.536,22.1,98.0
4.536,22.3,102.0
4.532,22.2,102.0
4.536,21.9,102.0
4.54,22.0,98.0
4.54,22.0,98.0
4.544,22.2,102.0
4.54,22.3,102.0
4.54,22.2,102.0
4.54,22.3,102.0
4.532,22.0,98.0
4.536,22.3,102.0
4.54,22.0,102.0
4.54,21.8,102.0
4.54,21.9,98.0
4.54,22.2,102.0
4.54,22.1,98.0
4.54,22.1,98.0
4.544,22.2,102.0
4.536,22.2,102.0
4.54,21.9,98.0
4.54,22.2,98.0
4.544,21.9,98.0
4.544,21.9,102.0
4.54,22.0,98.0
4.544,22.1,98.0
4.544,21.8,98.0
4.54,22.0,98.0
4.54,22.2,102.0
4.544,22.0,98.0
4.544,22.0,98.0
4.544,22.0,102.0
4.544,22.1,98.0
4.544,22.2,102.0
4.544,22.2,102.0
4.54,21.8,98.0
4.54,22.0,98.0
4.544,22.2,102.0
4.548,21.7,102.0
4.548,21.6,102.0
4.548,22.2,102.0
4.548,22.3,102.0
4.544,22.1,98.0
4.536,22.0,98.0
4.54,22.2,102.0
4.552,22.2,98.0
4.548,21.7,98.0
4.548,22.1,98.0
4.548,21.7,98.0
4.548,22.2,102.0
4.548,22.2,102.0
4.54,22.2,102.0
4.544,22.0,98.0
4.548,21.9,102.0
4.548,22.1,98.0
4.548,22.0,102.0
4.548,22.0,98.0
4.548,22.2,102.0
4.548,22.2,102.0
4.544,22.2,102.0
4.544,22.2,102.0
4.548,21.9,98.0
4.552,22.0,98.0
4.556,21.8,102.0
4.548,21.9,98.0
4.548,21.9,98.0
4.548,21.8,98.0
4.544,22.2,102.0
4.548,21.9,98.0
4.548,21.9,102.0
4.552,22.4,102.0
4.548,22.2,102.0
4.548,22.4,102.0
4.552,21.9,98.0
4.54,22.1,102.0
4.548,21.9,98.0
4.552,21.7,98.0
4.552,21.9,102.0
4.552,21.9,98.0
4.552,22.1,102.0
4.548,22.3,102.0
4.552,22.0,98.0
4.54,22.2,102.0
4.548,22.0,98.0
4.552,21.9,98.0
4.552,21.9,98.0
4.552,21.7,98.0
4.552,22.0,98.0
4.552,21.9,98.0
4.552,21.8,98.0
4.544,22.5,102.0
4.548,21.6,102.0
4.552,21.9,102.0
4.552,22.2,102.0
4.552,22.4,102.0
4.552,21.8,98.0
4.552,22.0,98.0
4.54,21.7,98.0
4.548,21.9,98.0
4.556,22.1,98.0
4.552,22.5,98.0
4.552,22.1,102.0
4.552,22.1,102.0
4.552,22.0,98.0
4.552,22.3,102.0
4.544,22.3,102.0
4.548,22.1,98.0
4.556,21.8,98.0
4.556,22.2,102.0
4.556,22.2,102.0
4.552,22.0,98.0
4.552,22.2,102.0
4.544,22.0,98.0
4.548,21.9,98.0
4.556,22.0,102.0
4.552,22.0,98.0
4.552,21.7,98.0
4.556,22.0,98.0
4.556,21.8,98.0
