Bus Voltage (V),Current (mA),Power (mW)
4.7,17.4,82.0
4.708,17.0,78.0
4.708,16.9,78.0
4.712,17.1,82.0
4.708,17.2,82.0
4.708,17.1,82.0
4.708,17.4,82.0
4.708,17.9,86.0
4.708,17.8,86.0
4.708,17.2,78.0
4.712,17.3,82.0
4.708,17.7,82.0
4.712,17.7,86.0
4.708,17.7,82.0
4.712,18.0,82.0
4.712,17.8,86.0
4.704,18.0,86.0
4.712,18.0,86.0
4.708,17.8,86.0
4.708,18.1,86.0
4.712,17.8,86.0
4.704,17.5,82.0
4.712,17.6,86.0
4.708,17.9,86.0
4.712,18.0,86.0
4.712,17.7,86.0
4.712,17.9,86.0
4.712,17.6,82.0
4.712,17.9,86.0
4.712,17.9,86.0
4.712,17.8,82.0
4.712,17.7,82.0
4.712,17.8,82.0
4.712,17.7,82.0
4.708,18.0,86.0
4.712,17.7,86.0
4.712,17.8,86.0
4.712,17.8,86.0
4.712,17.9,86.0
4.708,18.2,86.0
4.712,17.5,82.0
4.712,17.6,82.0
4.712,17.8,82.0
4.712,17.9,86.0
4.712,18.1,86.0
4.712,17.9,86.0
4.704,21.6,102.0
4.696,21.4,102.0
4.704,21.7,102.0
4.704,21.4,102.0
4.704,21.3,102.0
4.704,21.5,102.0
4.7,21.3,102.0
4.7,21.4,98.0
4.704,21.4,102.0
4.7,21.6,102.0
4.704,21.6,102.0
4.704,21.5,102.0
4.704,21.7,104.0
4.704,21.5,102.0
4.704,21.6,102.0
4.708,21.3,102.0
4.704,21.4,102.0
4.708,21.3,98.0
4.708,21.4,102.0
4.7,21.5,102.0
4.704,21.4,102.0
4.704,21.6,102.0
4.704,21.2,102.0
4.708,21.1,98.0
4.704,21.5,102.0
4.708,21.3,102.0
4.704,21.7,102.0
4.7,21.3,102.0
4.704,21.3,102.0
4.708,21.7,102.0
4.708,21.4,102.0
4.704,21.5,102.0
4.704,21.5,102.0
4.704,21.5,102.0
4.704,21.3,102.0
4.7,21.5,102.0
4.708,21.5,102.0
4.7,21.4,102.0
4.7,21.6,102.0
4.704,21.5,102.0
4.704,21.6,102.0
4.704,21.2,102.0
4.7,21.6,102.0
4.704,21.2,102.0
4.708,21.4,102.0
4.704,21.2,98.0
4.708,21.1,102.0
4.704,21.4,102.0
4.704,21.3,102.0
4.704,21.4,102.0
4.7,21.7,102.0
4.704,21.5,102.0
4.704,21.6,102.0
4.7,21.5,102.0
4.708,21.3,102.0
4.708,21.4,102.0
4.704,21.6,98.0
4.708,21.4,102.0
4.7,21.9,102.0
4.708,21.6,102.0
4.708,21.4,102.0
4.704,21.6,102.0
4.704,21.3,102.0
4.7,21.4,102.0
4.708,21.3,98.0
4.704,21.5,102.0
4.704,21.3,102.0
4.704,21.5,102.0
4.704,21.8,102.0
4.704,21.5,98.0
4.704,21.4,102.0
4.704,21.5,102.0
4.708,21.4,98.0
4.704,21.3,102.0
4.704,21.0,102.0
4.704,21.3,102.0
4.7,21.4,102.0
4.708,21.8,102.0
4.704,21.6,102.0
4.7,21.7,102.0
4.704,21.4,102.0
4.704,21.4,102.0
4.708,21.5,102.0
4.708,21.1,98.0
4.704,21.7,102.0
4.704,21.3,102.0
4.708,21.5,102.0
4.704,21.6,102.0
4.704,21.7,102.0
4.7,21.6,102.0
4.704,21.6,102.0
4.708,21.7,102.0
4.704,21.8,102.0
4.704,21.4,102.0
4.704,21.5,102.0
4.708,21.4,102.0
4.708,21.5,102.0
4.704,21.7,102.0
4.704,21.6,102.0
4.704,21.5,102.0
4.708,21.7,102.0
4.704,21.5,102.0
4.704,21.5,102.0
4.708,21.5,102.0
4.708,21.3,102.0
4.704,21.3,102.0
4.704,21.5,102.0
4.704,21.8,102.0
4.708,21.3,102.0
4.708,21.6,102.0
4.7,21.3,102.0
4.708,21.6,102.0
4.708,21.6,102.0
4.708,21.4,98.0
4.708,21.6,102.0
4.7,21.5,102.0
4.704,21.7,102.0
4.708,21.3,102.0
4.704,21.4,102.0
4.708,21.5,102.0
4.704,21.4,102.0
4.708,21.5,102.0
4.708,21.4,102.0
4.7,21.4,102.0
4.704,21.3,102.0
4.708,21.7,102.0
4.704,21.6,102.0
4.704,21.5,102.0
4.7,21.7,102.0
4.708,21.3,102.0
4.708,21.3,102.0
4.704,21.5,102.0
4.712,21.6,102.0
