Bus Voltage (V),Current (mA),Power (mW)
4.692,18.0,86.0
4.696,18.0,86.0
4.688,18.0,86.0
4.692,17.9,86.0
4.692,18.4,86.0
4.688,18.2,86.0
4.692,17.7,82.0
4.692,17.7,82.0
4.688,17.9,86.0
4.692,17.7,86.0
4.692,18.2,86.0
4.688,18.0,86.0
4.692,17.8,86.0
4.692,18.3,86.0
4.688,17.8,82.0
4.696,17.6,82.0
4.688,17.9,86.0
4.692,17.9,86.0
4.696,17.4,82.0
4.692,17.9,86.0
4.688,18.1,86.0
4.692,18.0,82.0
4.688,17.6,82.0
4.692,17.9,86.0
4.692,18.0,86.0
4.696,17.9,86.0
4.696,17.6,82.0
4.692,17.7,82.0
4.692,17.8,82.0
4.692,17.8,86.0
4.696,17.8,82.0
4.692,18.1,86.0
4.692,17.9,86.0
4.692,17.8,82.0
4.692,17.8,82.0
4.692,17.8,82.0
4.688,21.6,102.0
4.684,21.3,98.0
4.684,21.1,98.0
4.688,21.5,102.0
4.684,21.6,102.0
4.684,21.2,102.0
4.688,21.5,102.0
4.684,21.6,102.0
4.688,21.3,98.0
4.684,21.4,102.0
4.684,21.1,98.0
4.684,21.5,98.0
4.684,21.1,98.0
4.684,21.4,102.0
4.684,21.6,98.0
4.684,21.3,98.0
4.684,21.4,102.0
4.684,21.7,102.0
4.684,21.4,102.0
4.684,21.4,102.0
4.684,21.5,98.0
4.688,21.1,98.0
4.684,21.5,102.0
4.68,21.3,98.0
4.684,21.6,102.0
4.684,21.5,102.0
4.684,21.5,98.0
4.688,21.3,98.0
4.684,21.3,98.0
4.684,21.4,98.0
4.684,21.4,102.0
4.684,21.5,102.0
4.684,21.7,98.0
4.688,21.4,102.0
4.684,21.4,102.0
4.684,21.4,102.0
4.684,21.4,102.0
4.684,21.7,102.0
4.684,21.4,102.0
4.688,21.2,98.0
4.684,21.4,102.0
4.684,21.4,102.0
4.688,21.4,102.0
4.684,21.7,102.0
4.68,21.5,102.0
4.684,21.5,102.0
4.684,21.7,102.0
4.684,21.1,98.0
4.684,21.4,102.0
4.68,21.7,102.0
4.684,21.3,102.0
4.684,21.7,102.0
4.684,21.5,102.0
4.684,21.4,102.0
4.688,21.4,102.0
4.684,21.5,102.0
4.684,21.3,98.0
4.684,21.0,98.0
4.684,21.3,98.0
4.684,21.4,102.0
4.688,21.5,102.0
4.684,21.5,102.0
4.684,21.4,98.0
4.684,21.4,102.0
4.684,21.6,102.0
4.684,21.6,102.0
4.688,21.5,102.0
4.684,21.4,102.0
4.684,21.3,102.0
4.684,21.3,98.0
4.684,21.6,102.0
4.684,21.4,102.0
4.684,21.3,102.0
4.684,21.7,102.0
4.684,21.6,102.0
4.684,21.5,102.0
4.684,21.4,102.0
4.684,21.1,98.0
4.684,21.0,98.0
4.684,21.3,98.0
4.684,21.8,102.0
4.684,21.4,98.0
4.684,21.7,102.0
4.684,21.4,102.0
4.684,21.5,102.0
4.688,21.2,98.0
4.684,21.5,102.0
4.684,21.2,102.0
4.684,21.4,102.0
4.68,21.3,102.0
4.684,21.5,98.0
4.684,21.4,102.0
4.684,21.6,98.0
4.684,21.5,102.0
4.684,21.3,98.0
4.68,21.4,102.0
4.688,21.2,98.0
4.68,21.2,98.0
4.684,21.3,102.0
4.684,21.3,102.0
4.684,21.2,98.0
4.684,21.4,102.0
4.684,21.4,98.0
4.684,21.3,98.0
4.68,21.3,98.0
4.684,21.2,102.0
4.684,21.3,98.0
4.68,21.5,102.0
4.688,21.6,102.0
4.684,21.3,98.0
4.68,21.5,102.0
4.684,21.3,102.0
4.684,21.5,102.0
4.684,21.7,102.0
4.684,21.5,102.0
4.684,21.2,98.0
4.68,21.5,102.0
4.684,21.5,98.0
4.684,21.8,102.0
4.676,21.2,98.0
4.684,21.5,98.0
4.684,21.6,102.0
4.68,21.3,98.0
4.688,21.5,98.0
4.684,21.1,98.0
4.68,21.3,98.0
4.684,21.4,102.0
4.684,21.5,102.0
4.68,21.5,102.0
4.684,21.4,98.0
4.68,21.5,102.0
4.68,21.4,102.0
4.684,21.7,102.0
4.684,21.5,102.0
4.68,21.3,98.0
4.684,21.2,102.0
4.684,21.4,102.0
4.68,21.3,98.0
4.684,21.6,98.0
4.684,22.0,102.0
4.68,21.7,102.0
4.684,21.4,98.0
4.684,21.5,102.0
4.68,21.0,98.0
4.684,21.2,98.0
4.68,21.3,98.0
4.684,21.4,102.0
4.684,21.3,102.0
4.684,21.6,102.0
4.68,21.6,102.0
4.684,21.3,102.0
4.684,21.4,102.0
4.68,21.4,102.0
4.684,21.3,98.0
4.688,21.2,98.0
4.676,21.7,102.0
4.684,21.6,98.0
4.684,22.0,102.0
4.676,21.8,102.0
4.684,21.5,102.0
4.684,21.6,102.0
4.68,21.4,102.0
4.684,21.3,102.0
4.684,21.3,98.0
4.676,21.1,98.0
4.684,21.5,102.0
4.684,21.3,98.0
4.68,21.6,102.0
4.68,21.5,98.0
4.684,21.1,98.0
4.676,21.4,102.0
4.684,21.7,102.0
4.684,21.0,98.0
4.68,21.3,98.0
4.68,21.1,98.0
4.684,21.4,102.0
4.676,21.6,102.0
4.684,21.4,102.0
4.684,21.4,102.0
4.676,21.5,102.0
4.684,21.3,102.0
4.684,21.2,98.0
4.676,21.1,98.0
4.684,21.0,98.0
4.684,21.6,102.0
4.676,21.2,98.0
4.684,21.6,98.0
4.684,21.6,102.0
4.676,21.5,102.0
4.684,21.4,102.0
4.684,21.6,102.0
4.676,21.1,98.0
4.684,21.2,102.0
4.688,21.4,102.0
4.676,21.3,98.0
4.684,21.4,102.0
4.684,21.0,98.0
4.684,21.5,102.0
4.684,21.7,102.0
4.684,21.6,102.0
4.684,21.8,102.0
4.684,21.3,98.0
4.684,21.4,102.0
4.684,21.3,98.0
4.68,21.3,102.0
4.684,21.2,98.0
4.684,21.7,102.0
4.684,21.2,102.0
4.688,21.5,102.0
4.68,21.4,102.0
4.684,21.6,98.0
4.684,21.3,98.0
4.684,21.4,102.0
4.684,21.3,102.0
4.684,21.3,98.0
4.68,21.9,102.0
4.68,21.5,102.0
4.684,21.4,102.0
4.684,21.5,102.0
4.68,21.5,102.0
4.684,21.4,102.0
4.684,21.2,98.0
4.684,21.4,102.0
4.684,21.5,102.0
4.684,21.5,102.0
4.68,21.5,102.0
4.684,21.0,102.0
4.684,21.6,102.0
4.68,21.5,102.0
4.684,21.4,102.0
4.684,21.5,102.0
4.68,21.3,98.0
4.684,21.0,98.0
4.684,21.3,98.0
4.684,21.3,102.0
4.684,21.7,102.0
4.688,21.5,102.0
4.684,21.4,102.0
4.684,21.5,102.0
4.684,21.3,98.0
4.68,21.5,98.0
4.684,21.5,98.0
4.684,21.3,98.0
4.68,21.7,98.0
4.684,21.0,98.0
4.68,21.6,102.0
4.684,21.8,102.0
4.68,21.4,102.0
4.684,21.6,102.0
4.68,21.5,102.0
4.684,21.4,98.0
4.684,21.2,98.0
4.68,21.3,98.0
4.684,21.2,98.0
4.684,21.3,98.0
4.68,21.4,102.0
4.684,21.5,102.0
4.684,21.3,98.0
4.68,21.5,102.0
4.684,21.2,102.0
4.68,21.2,98.0
4.68,21.4,102.0
4.684,21.6,98.0
4.684,21.3,98.0
4.68,21.5,102.0
4.684,21.5,102.0
4.684,21.5,102.0
4.68,21.4,102.0
4.684,21.5,102.0
4.684,21.4,102.0
4.684,21.1,98.0
4.684,21.0,98.0
4.684,21.5,102.0
4.68,21.3,98.0
4.684,21.5,98.0
4.684,21.4,102.0
4.68,21.6,102.0
4.684,21.5,98.0
4.684,21.2,98.0
4.68,21.2,98.0
4.684,21.2,102.0
4.684,21.3,98.0
4.676,21.2,98.0
4.68,21.1,102.0
4.68,21.6,102.0
4.68,21.6,102.0
4.684,21.7,102.0
4.684,21.3,98.0
4.68,21.3,98.0
4.684,21.3,98.0
4.684,21.3,98.0
4.68,21.1,98.0
4.68,21.3,98.0
4.684,21.7,102.0
4.676,21.5,102.0
4.684,21.4,102.0
4.68,21.4,102.0
4.676,21.6,102.0
4.684,21.4,102.0
4.684,21.4,102.0
4.68,21.2,98.0
4.684,21.3,102.0
4.684,21.2,98.0
4.676,21.8,102.0
4.684,21.5,98.0
4.684,21.5,102.0
4.676,21.4,102.0
4.68,21.5,102.0
4.684,21.4,102.0
4.68,21.5,102.0
4.684,21.4,98.0
4.684,21.5,102.0
4.676,21.3,98.0
4.684,21.4,98.0
4.684,21.3,98.0
4.68,21.3,98.0
4.684,21.3,102.0
4.684,21.6,102.0
4.68,21.2,98.0
4.684,21.6,98.0
4.684,21.5,102.0
4.68,21.5,102.0
4.684,21.2,102.0
4.684,21.7,102.0
4.684,21.6,102.0
4.684,21.4,102.0
4.684,21.6,102.0
4.684,21.5,102.0
4.684,21.4,98.0
4.684,21.2,98.0
4.684,21.1,98.0
4.684,21.1,98.0
