Bus Voltage (V),Current (mA),Power (mW)
4.78,17.4,82.0
4.776,17.0,82.0
4.792,17.5,82.0
4.792,17.3,82.0
4.792,17.5,86.0
4.792,17.2,82.0
4.792,17.0,82.0
4.792,17.3,82.0
4.792,17.2,82.0
4.792,17.2,82.0
4.792,17.5,86.0
4.792,17.2,82.0
4.792,17.4,82.0
4.792,17.4,82.0
4.792,17.3,86.0
4.796,17.3,82.0
4.792,17.5,86.0
4.796,17.2,82.0
4.792,17.1,82.0
4.792,17.3,82.0
4.796,17.3,82.0
4.792,17.3,86.0
4.792,17.2,82.0
4.792,17.2,82.0
4.792,17.5,86.0
4.792,17.5,86.0
4.796,17.3,82.0
4.796,17.3,82.0
4.792,17.3,82.0
4.792,17.3,82.0
4.788,17.3,82.0
4.792,17.2,82.0
4.788,16.9,82.0
4.792,17.3,82.0
4.796,17.2,82.0
4.796,17.3,82.0
4.792,17.2,82.0
4.796,17.3,86.0
4.792,17.0,82.0
4.792,17.3,82.0
4.792,17.4,82.0
4.792,17.3,82.0
4.792,17.0,82.0
4.792,17.3,82.0
4.796,17.2,82.0
4.784,21.2,102.0
4.78,21.6,104.0
4.784,21.3,102.0
4.78,21.1,102.0
4.784,21.7,104.0
4.78,21.4,102.0
4.78,21.6,102.0
4.78,21.6,104.0
4.784,21.5,102.0
4.78,21.8,104.0
4.78,21.6,104.0
4.78,21.0,104.0
4.784,21.6,102.0
4.78,21.4,104.0
4.78,21.3,102.0
4.776,21.1,102.0
4.78,21.6,104.0
4.78,21.3,102.0
4.78,21.3,102.0
4.78,21.7,102.0
4.784,21.6,104.0
4.784,21.5,102.0
4.78,21.5,102.0
4.784,21.0,102.0
4.784,21.5,104.0
4.78,21.4,102.0
4.78,21.3,98.0
4.78,21.5,102.0
4.78,21.6,104.0
4.78,21.5,102.0
4.784,21.6,104.0
4.784,21.0,104.0
4.784,21.5,104.0
4.78,21.6,102.0
4.78,21.0,102.0
4.78,21.5,102.0
4.78,21.8,104.0
4.784,21.6,104.0
4.78,21.6,102.0
4.78,21.4,104.0
4.78,21.2,104.0
4.78,21.8,104.0
4.78,21.4,102.0
4.78,21.1,102.0
4.78,21.5,102.0
4.78,21.8,102.0
4.784,21.4,102.0
4.78,21.5,102.0
4.78,21.3,102.0
4.78,21.8,104.0
4.78,21.5,102.0
4.78,20.8,98.0
4.78,21.4,104.0
4.78,21.5,102.0
4.78,21.5,102.0
4.78,21.5,102.0
4.784,21.3,102.0
4.78,21.4,102.0
4.784,21.4,102.0
4.78,20.9,102.0
4.784,21.5,104.0
4.784,21.9,102.0
4.78,21.0,102.0
4.78,21.6,102.0
4.784,21.7,104.0
4.78,21.5,102.0
4.78,21.7,104.0
4.78,21.2,102.0
