Bus Voltage (V),Current (mA),Power (mW)
4.656,48.0,222.0
4.652,46.9,216.0
4.66,47.4,220.0
4.66,47.4,220.0
4.66,46.8,220.0
4.66,47.6,222.0
4.656,47.6,222.0
4.66,47.2,220.0
4.656,48.2,222.0
4.66,47.3,220.0
4.66,46.7,216.0
4.664,47.6,222.0
4.656,47.2,220.0
4.656,46.7,220.0
4.656,48.4,222.0
4.66,48.0,222.0
4.656,47.5,222.0
4.668,47.6,222.0
4.66,47.5,222.0
4.668,46.7,216.0
4.66,47.4,222.0
4.664,47.8,226.0
4.656,47.5,222.0
4.664,48.1,222.0
4.656,47.6,222.0
4.664,47.3,220.0
4.664,47.8,222.0
4.66,47.4,220.0
4.664,47.3,220.0
4.664,48.6,226.0
4.664,47.6,222.0
4.66,48.1,222.0
4.668,47.6,222.0
4.664,47.1,222.0
4.664,47.4,216.0
4.664,47.7,222.0
4.664,47.6,222.0
4.664,48.4,226.0
4.668,48.1,222.0
4.66,47.9,226.0
4.66,47.5,220.0
4.668,47.7,222.0
4.664,47.1,220.0
4.668,47.3,220.0
4.66,48.1,222.0
4.664,47.8,222.0
4.66,47.8,222.0
4.668,49.6,230.0
4.656,47.8,222.0
4.668,48.4,226.0
4.62,55.5,258.0
4.668,47.8,222.0
4.664,48.9,230.0
4.66,49.5,312.0
4.664,48.2,230.0
4.656,49.0,230.0
4.664,48.8,226.0
4.66,47.9,222.0
4.632,53.9,252.0
4.664,48.9,226.0
4.664,48.3,226.0
4.664,49.1,230.0
4.664,49.8,232.0
4.604,48.2,226.0
4.668,48.1,222.0
4.664,48.8,226.0
4.66,66.8,312.0
4.664,48.1,226.0
4.656,49.4,230.0
4.66,48.4,226.0
4.66,49.3,230.0
4.604,48.8,230.0
4.66,47.7,222.0
4.672,48.4,222.0
4.66,61.0,314.0
4.668,47.8,222.0
4.66,49.4,230.0
4.668,49.2,230.0
4.66,48.9,230.0
4.624,67.9,232.0
4.668,48.4,226.0
4.66,47.9,222.0
4.668,48.7,226.0
4.66,48.7,226.0
4.612,49.1,230.0
4.664,48.8,226.0
4.664,49.4,230.0
4.612,67.3,232.0
4.668,49.3,230.0
4.664,48.4,226.0
4.668,47.9,222.0
4.664,49.0,230.0
4.612,67.6,230.0
4.66,48.2,226.0
4.66,49.8,232.0
4.648,66.4,308.0
4.664,48.0,222.0
4.636,48.7,226.0
4.66,48.5,226.0
4.668,48.3,226.0
4.604,62.8,230.0
4.672,48.9,230.0
4.656,48.7,226.0
4.672,67.7,312.0
4.664,48.5,226.0
4.664,48.4,222.0
4.668,48.7,226.0
4.664,48.8,226.0
4.608,67.9,314.0
4.668,49.6,232.0
4.664,49.1,230.0
4.66,48.4,308.0
4.672,49.2,230.0
4.652,48.4,226.0
4.664,48.5,226.0
4.664,49.5,230.0
4.64,68.1,314.0
4.664,49.3,230.0
4.668,49.3,230.0
4.664,47.9,308.0
4.672,48.4,226.0
4.656,48.6,226.0
4.672,48.4,226.0
4.664,49.2,230.0
4.66,67.8,312.0
4.664,48.5,232.0
4.656,48.9,230.0
4.672,48.9,230.0
4.66,47.9,222.0
4.62,48.4,226.0
4.664,49.2,230.0
4.664,48.4,230.0
4.664,65.1,312.0
4.672,49.7,232.0
4.664,48.3,226.0
4.668,48.2,226.0
4.664,48.6,226.0
4.612,67.5,222.0
4.668,48.3,226.0
4.66,49.7,232.0
4.664,52.5,242.0
4.66,49.6,232.0
4.608,48.9,230.0
4.66,48.0,222.0
4.668,48.4,226.0
4.616,67.9,230.0
4.672,48.2,226.0
4.66,49.5,230.0
4.668,58.5,268.0
4.66,48.6,226.0
4.616,50.6,226.0
4.668,48.5,230.0
4.664,47.7,222.0
4.62,67.5,312.0
4.66,48.7,226.0
4.668,48.9,230.0
4.66,49.0,226.0
4.668,49.7,230.0
4.608,49.8,222.0
4.672,48.8,230.0
4.664,48.6,226.0
4.668,66.4,304.0
4.668,48.6,226.0
4.66,49.7,230.0
4.664,48.2,226.0
4.664,50.0,232.0
4.612,52.8,246.0
4.664,48.0,222.0
4.668,49.0,230.0
4.664,67.4,312.0
4.664,48.2,226.0
4.656,50.0,232.0
4.668,48.8,230.0
4.66,49.0,230.0
4.64,60.6,282.0
4.66,48.5,226.0
4.672,48.2,222.0
4.664,48.8,312.0
4.664,48.6,226.0
4.656,48.6,226.0
4.668,49.3,230.0
