Bus Voltage (V),Current (mA),Power (mW)
4.692,46.4,220.0
4.688,45.9,216.0
4.62,46.3,212.0
4.664,46.4,220.0
4.704,45.9,216.0
4.676,46.5,216.0
4.7,46.3,216.0
4.704,46.6,220.0
4.7,46.4,220.0
4.704,46.5,220.0
4.7,47.3,222.0
4.704,46.1,216.0
4.696,46.9,220.0
4.708,46.0,220.0
4.7,46.4,220.0
4.708,46.5,220.0
4.708,46.3,216.0
4.708,46.9,220.0
4.704,46.3,220.0
4.696,47.2,222.0
4.704,46.7,220.0
4.7,46.3,216.0
4.708,46.7,220.0
4.704,46.3,216.0
4.712,46.9,220.0
4.7,46.1,216.0
4.708,46.6,220.0
4.704,46.5,220.0
4.708,46.4,216.0
4.708,47.0,220.0
4.7,46.0,216.0
4.704,46.9,222.0
4.704,46.3,220.0
4.708,46.9,220.0
4.704,46.9,220.0
4.708,46.3,216.0
4.704,46.9,220.0
4.704,46.1,216.0
4.7,46.9,220.0
4.708,46.5,220.0
4.704,46.6,220.0
4.704,47.5,222.0
4.7,46.2,220.0
4.7,46.8,220.0
4.7,46.1,220.0
4.708,46.4,220.0
4.704,46.5,220.0
4.644,71.2,330.0
4.652,73.3,340.0
4.648,73.4,340.0
4.7,48.2,226.0
4.704,47.5,222.0
4.648,73.3,340.0
4.644,73.4,340.0
4.644,72.4,338.0
4.708,59.4,276.0
4.704,47.2,222.0
4.652,74.2,236.0
4.652,74.4,268.0
4.672,72.2,312.0
4.656,70.5,328.0
4.7,56.2,262.0
4.704,48.0,226.0
4.648,67.7,314.0
4.652,64.3,298.0
4.656,71.4,334.0
4.712,72.7,340.0
4.696,73.4,340.0
4.704,47.2,222.0
4.656,73.6,344.0
4.656,63.7,344.0
4.644,70.0,338.0
4.696,48.3,338.0
4.7,47.2,222.0
4.7,48.1,226.0
4.648,73.5,344.0
4.652,73.0,340.0
4.668,72.9,338.0
4.7,71.2,330.0
4.704,48.2,226.0
4.696,47.6,222.0
4.648,68.6,318.0
4.664,64.0,298.0
4.664,71.4,334.0
4.704,47.8,226.0
4.7,47.3,222.0
4.7,48.5,226.0
4.652,67.8,340.0
4.656,66.1,308.0
4.644,72.5,338.0
4.708,47.4,222.0
4.704,48.0,226.0
4.648,73.2,340.0
4.644,73.7,344.0
4.648,74.3,344.0
4.644,72.7,338.0
4.7,47.9,226.0
4.704,47.3,222.0
4.644,73.6,338.0
4.652,72.7,314.0
4.668,73.2,302.0
4.708,47.8,226.0
4.7,47.8,226.0
4.7,48.4,226.0
4.664,72.5,338.0
4.644,67.2,312.0
4.648,65.9,308.0
4.7,47.5,222.0
4.7,47.8,226.0
4.664,68.6,322.0
4.652,73.6,344.0
4.648,73.4,340.0
4.648,68.1,344.0
4.7,47.4,222.0
4.708,47.5,226.0
4.648,68.2,226.0
4.644,72.3,338.0
4.656,74.2,348.0
4.668,72.8,338.0
4.708,48.3,226.0
4.7,47.6,222.0
4.648,72.5,338.0
4.648,71.6,334.0
4.66,64.7,302.0
4.684,67.6,314.0
4.708,48.0,226.0
4.66,73.5,286.0
4.66,73.0,324.0
4.656,67.7,340.0
4.644,64.0,340.0
4.704,47.2,220.0
4.704,48.1,226.0
4.648,58.4,276.0
4.648,68.6,322.0
4.648,73.4,340.0
4.708,73.3,340.0
4.708,48.1,226.0
4.652,47.2,222.0
4.64,47.6,222.0
