Bus Voltage (V),Current (mA),Power (mW)
4.964,16.6,78
4.968,17.3,82
4.964,16.9,82
4.808,17.3,82
4.764,16.7,78
4.748,16.6,78
4.744,17.3,82
4.76,16.9,82
4.768,17.3,82
4.768,16.9,82
4.76,17.3,82
4.768,17,82
4.768,17,82
4.732,17.3,82
4.744,17.1,82
4.752,17.4,82
4.756,17.2,82
4.756,17.3,82
4.756,17,82
4.764,16.9,82
4.756,17.1,82
4.756,17.5,82
4.756,17,82
4.752,17.3,82
4.76,17,82
4.76,16.9,82
4.76,16.9,82
4.76,16.9,82
4.756,17.3,82
4.76,17.3,82
4.756,17.3,82
4.756,17.2,82
4.764,16.9,82
4.76,17.5,82
4.764,17,82
4.76,17.1,78
4.756,17,82
4.764,17.1,82
4.76,17,82
4.764,17.2,82
4.76,17.3,82
4.76,17.2,82
4.764,17.3,82
4.76,17.2,82
4.76,17.2,82
4.764,17.3,82
4.76,17.3,82
4.764,17.2,82
4.76,17.2,82
4.756,17.1,82
4.76,17.4,78
4.764,17,82
4.752,19.9,96
4.752,20,96
4.752,20,96
4.756,19.9,96
4.748,19.9,96
4.752,19.9,96
4.756,20,96
4.748,19.8,96
4.756,19.9,96
4.752,19.7,96
4.752,20,96
4.752,19.8,96
4.752,20.1,96
4.756,19.6,96
4.752,19.6,92
4.752,19.9,92
4.756,19.7,96
4.752,19.7,96
4.752,20,96
4.756,19.8,96
4.752,19.9,96
4.756,19.9,96
4.752,19.9,96
4.748,19.7,96
4.752,19.7,96
4.752,19.9,92
4.76,19.7,96
4.752,19.9,96
4.748,19.9,96
4.756,19.7,96
4.752,19.7,96
4.756,19.7,96
4.756,19.8,96
4.748,19.7,96
4.756,19.8,96
4.752,19.9,96
4.752,19.8,96
4.752,19.8,96
4.752,20,96
4.756,20,96
4.752,19.8,96
4.752,20,96
4.756,20,96
4.748,19.8,96
4.752,19.8,96
4.756,19.6,96
4.748,20,96
4.756,19.8,96
4.752,20,96
4.748,20.1,96
4.752,20,96
4.752,19.5,92
4.76,19.7,96
4.752,20,96
4.748,19.7,96
4.76,19.8,96
4.748,19.7,96
4.76,20,96
4.756,19.6,92
4.752,20,96
4.76,19.8,96
4.752,19.8,96
4.748,19.8,96
4.752,19.9,96
4.752,19.6,96
4.756,19.9,96
4.752,20,96
4.752,20.1,96
4.752,19.9,96
4.752,19.6,96
4.756,20.1,96
4.752,19.9,96
4.748,20.2,96
4.752,19.9,96
4.752,19.9,96
4.76,19.7,96
4.752,20,96
4.752,20.1,96
4.756,19.8,96
4.752,20.1,96
4.756,20,96
4.756,19.7,96
4.752,20.1,96
4.756,19.7,96
4.752,19.7,96
4.748,19.9,96
4.756,19.8,96
4.752,19.7,96
4.756,19.9,96
4.756,20.1,96
4.748,19.6,92
4.756,19.9,96
4.752,19.6,92
4.748,19.5,92
4.752,19.9,96
4.752,19.7,96
4.756,19.7,96
4.752,19.8,96
4.752,19.7,96
4.756,19.7,96
4.752,19.4,92
4.76,19.8,92
4.752,19.9,96
4.748,20,96
4.752,19.7,96
4.752,19.8,96
4.756,20.1,96
4.752,19.7,96
4.752,20,96
4.76,19.9,96
4.748,19.9,96
4.748,19.8,96
4.756,19.7,96
4.748,19.8,96
4.756,19.8,96
4.752,19.9,96
4.748,19.9,96
4.752,19.7,96
4.756,19.7,96
4.756,19.9,96
4.756,20,96
4.752,19.7,96
4.756,19.9,96
4.752,19.9,96
4.756,19.8,96
4.756,19.6,96
4.752,19.8,96
4.752,19.6,92
4.752,20,96
4.752,19.8,96
4.756,19.9,96
4.752,19.8,96
4.76,19.8,96
4.752,19.8,96
4.748,19.6,92
4.756,19.8,96
4.748,19.7,96
4.752,19.9,96
4.752,19.7,96
4.752,19.9,96
4.756,19.6,96
4.756,19.8,96
4.748,19.9,96
4.756,19.8,96
4.752,19.8,96
4.756,19.9,96
4.752,19.7,96
4.752,19.9,96
4.752,19.7,96
4.752,19.8,96
4.756,19.9,96
4.752,19.8,96
4.752,19.6,96
4.756,19.7,96
4.752,19.9,96
4.756,19.9,96
4.748,19.7,96
4.748,19.8,96
4.76,19.8,96
4.752,19.6,92
4.748,19.5,96
4.756,19.6,92
4.752,19.9,96
4.756,20.1,96
4.756,19.8,96
4.752,19.8,96
4.752,19.9,96
4.756,20.2,92
4.76,19.7,96
4.752,19.7,96
4.752,19.7,96
4.756,19.8,96
4.752,19.5,96
4.756,19.8,96
4.756,19.8,96
4.752,19.9,96
4.756,19.9,96
4.756,19.9,96
4.748,19.7,96
4.752,19.8,96
4.752,19.9,96
4.76,19.7,96
4.752,19.9,96
4.748,19.9,96
4.76,19.8,96
4.748,19.8,96
4.752,19.9,96
4.756,19.9,96
4.748,19.9,96
4.756,19.8,96
4.752,19.8,96
4.748,20,96
4.756,20,96
4.752,19.6,92
4.76,19.9,92
4.756,19.8,96
4.752,19.8,96
4.756,19.7,96
4.748,19.7,96
4.752,19.6,96
4.752,19.7,96
4.752,19.8,96
4.756,20,96
4.752,19.8,96
4.756,19.9,96
4.756,19.9,96
4.752,20,96
4.76,19.5,92
4.752,19.9,96
4.752,19.7,96
4.76,19.9,96
4.748,19.7,96
4.756,20,96
4.756,19.9,96
4.752,20,96
4.756,19.9,96
4.752,19.9,96
4.76,19.9,96
4.752,20,96
4.748,19.8,96
4.76,19.9,96
4.752,19.6,96
4.756,19.8,96
4.756,19.4,96
4.748,19.6,92
4.756,19.8,96
4.752,19.9,96
4.752,20,96
4.752,19.9,96
4.756,19.6,92
4.756,19.7,96
4.752,19.8,96
4.748,19.8,96
4.756,19.8,96
4.752,19.6,92
4.756,19.9,96
4.756,19.8,96
4.752,20,96
4.756,19.9,96
4.748,19.8,96
4.748,19.6,96
4.756,19.8,96
4.752,19.8,96
4.76,20.1,96
4.752,20.1,96
4.748,19.7,96
4.752,19.9,96
4.752,19.9,96
4.756,19.7,96
4.756,19.8,96
4.752,20.1,96
4.756,19.8,96
4.752,20,96
4.752,20.1,96
4.752,19.8,96
4.752,20.2,96
4.756,19.6,92
4.756,19.7,96
4.752,20,96
4.752,19.8,96
4.752,19.7,96
4.756,20,96
4.752,19.9,96
4.752,19.8,96
4.756,19.7,96
4.752,19.7,96
4.756,19.5,92
4.756,19.8,96
4.752,19.9,96
4.76,19.9,96
4.752,19.8,96
4.756,19.9,96
4.756,19.9,96
4.752,20,96
4.756,19.6,92
4.752,19.8,96
4.752,19.9,96
4.756,20,96
4.752,19.9,96
4.756,20,96
4.752,19.9,96
4.748,19.8,96
4.756,19.9,96
4.756,19.7,96
4.752,19.7,96
4.756,19.8,96
4.752,19.8,96
4.76,19.8,96
4.748,19.9,96
4.752,19.8,92
4.76,19.8,96
4.748,20,96
4.756,19.7,96
4.756,19.7,96
4.752,19.6,96
4.756,19.7,96
4.752,19.8,96
4.76,19.7,96
4.752,19.8,96
4.752,19.8,96
4.756,19.9,96
4.752,19.8,96
4.756,19.7,96
4.756,19.8,96
4.752,19.7,96
4.76,20.1,96
4.752,20,96
4.748,19.9,96
4.756,19.9,96
4.752,19.8,96
4.76,19.8,96
4.752,19.8,96
4.752,19.9,96
4.756,19.7,96
4.748,19.9,92
4.76,19.9,96
4.756,19.8,96
4.752,19.8,96
4.76,19.8,96
4.752,20,96
4.752,20.2,96
4.752,19.7,96
4.752,20,96
4.76,19.9,96
4.756,20,92
4.752,19.8,96
4.752,20,96
4.752,19.8,96
4.752,19.8,96
4.756,19.9,96
4.752,19.9,96
4.76,19.8,96
4.756,19.9,96
4.752,19.7,96
4.752,19.9,96
4.748,19.9,96
4.76,19.8,96
4.752,19.5,92
4.752,19.2,92
4.756,19.2,92
4.752,19.3,92
4.76,19.3,92
4.752,19.2,92
4.752,19.3,92
4.76,19.2,92
4.752,19.3,92
4.76,19.2,92
4.756,19.5,92
4.756,19.1,92
4.76,19.3,92
4.752,19.3,92
4.752,19.1,92
4.756,19.5,92
4.752,19.5,92
4.76,19.2,92
4.756,19.3,92
4.756,19.4,92
4.76,19.1,92
4.756,19,92
4.76,19.3,92
4.76,19.3,92
4.752,19.1,92
4.756,19.4,92
4.756,19.3,92
4.76,19,92
4.76,19.3,92
4.752,19.6,92
4.76,19.2,92
4.756,19.3,92
4.752,19.2,92
4.76,19.4,92
4.752,19.5,92
4.756,19.5,92
4.756,19.3,92
4.752,19.3,92
4.756,19.1,92
4.756,19.4,92
4.76,19.4,92
4.76,19.1,92
4.756,19.5,92
4.76,19.2,92
4.756,19.3,92
4.756,19.3,92
4.752,19.2,92
4.756,18.9,88
4.756,19.3,92
4.752,19.3,92
4.752,19.2,92
4.756,19.2,92
4.752,19.6,92
4.76,18.7,92
4.756,19.3,92
