Bus Voltage (V),Current (mA),Power (mW)
4.688,47.5,222.0
4.696,46.9,220.0
4.7,46.7,220.0
4.696,47.8,226.0
4.696,47.8,226.0
4.692,46.8,220.0
4.696,48.6,226.0
4.692,47.2,222.0
4.7,47.2,222.0
4.7,47.6,222.0
4.7,47.3,222.0
4.7,47.5,222.0
4.704,48.4,226.0
4.7,47.2,222.0
4.7,47.8,226.0
4.7,47.9,226.0
4.7,46.9,220.0
4.7,47.3,222.0
4.696,47.7,222.0
4.704,46.7,220.0
4.696,47.9,226.0
4.704,48.2,226.0
4.696,47.2,222.0
4.704,47.6,222.0
4.7,47.8,226.0
4.704,46.7,220.0
4.7,47.1,222.0
4.704,47.3,222.0
4.7,47.3,222.0
4.7,47.7,222.0
4.7,48.0,226.0
4.696,47.6,222.0
4.704,47.2,222.0
4.704,47.5,222.0
4.704,46.9,220.0
4.704,47.7,222.0
4.704,47.7,222.0
4.7,47.6,222.0
4.708,47.9,226.0
4.7,48.2,226.0
4.704,47.1,220.0
4.704,47.5,226.0
4.7,47.7,222.0
4.704,46.5,220.0
4.7,47.7,222.0
4.704,48.3,226.0
4.7,47.5,222.0
4.708,48.4,230.0
4.664,66.4,312.0
4.708,62.0,288.0
4.7,48.8,230.0
4.704,48.3,226.0
4.7,48.4,230.0
4.708,49.2,232.0
4.7,48.4,230.0
4.7,48.7,230.0
4.7,49.5,232.0
4.696,48.0,226.0
4.704,48.2,226.0
4.7,48.9,230.0
4.7,48.0,226.0
4.7,48.4,230.0
4.704,49.5,232.0
4.7,48.3,226.0
4.704,48.8,230.0
4.7,48.8,230.0
4.704,47.8,222.0
4.7,48.9,226.0
4.676,48.5,230.0
4.676,48.3,226.0
4.664,49.6,232.0
4.66,53.0,250.0
4.656,67.3,314.0
4.68,67.4,312.0
4.68,67.2,314.0
4.692,66.2,308.0
4.696,66.9,312.0
4.708,51.4,240.0
4.696,49.0,230.0
4.704,49.5,230.0
4.7,49.0,230.0
4.696,48.7,226.0
4.704,49.1,230.0
4.696,48.4,226.0
4.704,48.3,226.0
4.704,48.8,230.0
4.7,48.2,232.0
4.696,48.9,226.0
4.704,49.3,232.0
