Bus Voltage (V),Current (mA),Power (mW)
4.612,48.0,212.0
4.608,47.3,220.0
4.66,47.9,222.0
4.668,46.8,220.0
4.672,46.8,216.0
4.672,46.8,220.0
4.672,47.4,222.0
4.672,46.8,222.0
4.664,46.7,216.0
4.66,47.4,220.0
4.664,47.3,220.0
4.664,47.6,216.0
4.664,47.4,220.0
4.668,47.2,220.0
4.664,46.6,216.0
4.668,46.5,216.0
4.668,47.0,220.0
4.668,47.8,222.0
4.664,47.6,222.0
4.656,47.1,220.0
4.644,46.4,216.0
4.632,46.8,216.0
4.66,46.9,220.0
4.652,47.4,220.0
4.66,47.2,220.0
4.652,47.2,220.0
4.652,46.5,216.0
4.656,46.9,216.0
4.66,47.1,220.0
4.656,47.4,220.0
4.656,47.1,220.0
4.66,46.8,216.0
4.656,46.8,216.0
4.66,47.1,220.0
4.66,47.5,222.0
4.66,47.4,220.0
4.66,47.2,216.0
4.656,46.6,216.0
4.66,46.6,216.0
4.66,47.2,220.0
4.66,47.9,222.0
4.656,47.6,222.0
4.656,47.2,220.0
4.656,46.3,216.0
4.656,46.6,216.0
4.664,47.1,220.0
4.656,48.4,226.0
4.652,48.5,226.0
4.652,47.9,222.0
4.656,47.5,304.0
4.656,47.6,222.0
4.656,48.5,226.0
4.656,48.4,226.0
4.652,48.0,222.0
4.656,47.6,222.0
4.656,47.9,222.0
4.656,48.3,226.0
4.656,48.4,226.0
4.66,48.2,226.0
4.66,48.0,222.0
4.656,49.4,226.0
4.66,48.1,222.0
4.636,62.8,222.0
4.66,48.5,226.0
4.604,48.4,226.0
4.656,47.8,222.0
4.656,47.4,220.0
4.66,47.9,222.0
4.66,48.4,226.0
4.66,48.1,222.0
4.656,48.3,226.0
4.656,65.0,302.0
4.656,47.8,222.0
4.624,47.8,222.0
4.66,48.2,226.0
4.656,48.2,226.0
4.656,47.9,222.0
4.66,47.5,220.0
4.656,48.1,220.0
4.66,48.9,226.0
4.66,48.4,222.0
4.66,48.0,226.0
4.66,62.9,292.0
4.656,47.5,222.0
4.604,48.5,222.0
4.66,48.5,226.0
4.644,48.9,226.0
4.656,48.5,226.0
