Bus Voltage (V),Current (mA),Power (mW)
4.592,46.3,212.0
4.604,45.7,210.0
4.6,45.7,210.0
4.608,46.1,212.0
4.6,45.3,210.0
4.608,46.2,212.0
4.604,46.2,212.0
4.604,45.8,210.0
4.604,46.3,212.0
4.6,45.3,206.0
4.648,46.1,212.0
4.696,46.0,216.0
4.7,45.5,212.0
4.696,46.2,216.0
4.7,45.5,212.0
4.704,46.1,216.0
4.7,46.2,216.0
4.7,45.3,212.0
4.708,46.2,216.0
4.716,45.3,216.0
4.66,45.7,212.0
4.696,46.1,216.0
4.716,45.2,212.0
4.732,46.5,220.0
4.716,46.2,220.0
4.724,45.7,216.0
4.72,46.2,220.0
4.728,45.6,216.0
4.724,46.4,220.0
4.72,46.1,216.0
4.72,45.7,216.0
4.716,46.4,220.0
4.724,45.6,216.0
4.724,46.1,216.0
4.72,45.8,216.0
4.724,45.2,212.0
4.724,46.3,220.0
4.724,45.2,212.0
4.728,45.9,216.0
4.724,46.4,220.0
4.72,45.5,216.0
4.728,46.1,220.0
4.72,45.5,216.0
4.724,45.6,216.0
4.72,45.9,216.0
4.724,45.5,216.0
4.716,47.7,226.0
4.712,47.4,222.0
4.68,51.9,246.0
4.712,47.4,222.0
4.708,46.5,220.0
4.708,59.2,298.0
4.716,46.7,220.0
4.708,46.9,220.0
4.72,51.1,240.0
4.704,47.2,222.0
4.716,47.7,226.0
4.708,46.8,220.0
4.716,46.3,216.0
4.692,47.2,222.0
4.708,46.6,220.0
4.716,47.1,220.0
4.684,47.2,222.0
4.716,47.2,222.0
4.716,47.7,226.0
4.688,48.9,230.0
4.716,46.9,222.0
4.72,46.8,220.0
4.716,63.0,294.0
4.724,47.2,222.0
4.72,47.5,222.0
4.72,63.9,298.0
4.72,47.6,226.0
4.716,46.2,220.0
4.72,47.4,298.0
4.716,46.9,220.0
4.724,46.6,220.0
4.716,47.2,222.0
4.728,46.7,220.0
4.688,47.7,226.0
4.728,47.1,222.0
4.724,46.3,220.0
4.7,59.4,282.0
4.72,46.5,220.0
4.716,47.5,220.0
4.724,61.0,302.0
4.72,46.5,220.0
4.724,47.5,222.0
4.72,46.8,220.0
4.724,46.7,220.0
4.7,46.9,222.0
4.72,46.3,220.0
4.72,47.3,222.0
4.692,46.4,222.0
