Bus Voltage (V),Current (mA),Power (mW)
4.692,46.2,216.0
4.7,46.3,216.0
4.692,45.5,216.0
4.704,46.4,216.0
1.528,-0.2,0.0
1.032,-0.3,0.0
4.748,26.1,124.0
4.652,50.7,236.0
4.692,46.4,216.0
4.688,46.0,216.0
4.664,46.0,216.0
4.676,46.2,216.0
4.688,45.7,212.0
4.46,46.0,206.0
4.512,46.2,210.0
4.524,45.5,206.0
4.548,46.2,210.0
4.52,46.5,210.0
4.532,46.1,210.0
4.524,46.9,212.0
4.52,45.5,206.0
4.54,45.8,210.0
4.54,46.3,210.0
4.552,45.9,210.0
4.548,46.4,210.0
4.552,46.0,210.0
4.54,45.8,210.0
4.544,46.5,210.0
4.548,45.8,210.0
4.536,46.1,210.0
4.548,46.3,210.0
4.536,45.5,206.0
4.54,46.2,210.0
4.536,46.3,210.0
4.54,45.9,206.0
4.536,46.5,210.0
4.54,46.3,210.0
4.536,46.1,210.0
4.544,46.5,210.0
4.544,45.9,210.0
4.544,46.2,210.0
4.54,46.5,210.0
4.536,46.1,210.0
4.536,46.5,210.0
4.528,46.2,206.0
4.536,46.0,206.0
4.544,46.4,210.0
4.536,45.7,206.0
4.54,46.0,210.0
4.524,46.6,210.0
4.528,45.8,206.0
4.528,46.2,210.0
4.532,46.1,210.0
4.524,45.8,206.0
4.528,46.5,210.0
4.516,45.7,206.0
4.532,46.1,210.0
4.504,65.1,288.0
4.432,46.8,210.0
4.516,47.1,212.0
4.512,47.2,212.0
4.428,65.0,252.0
4.512,47.4,212.0
4.512,47.0,212.0
4.504,46.8,210.0
4.464,47.7,212.0
4.484,46.9,210.0
4.484,47.0,210.0
4.424,65.2,288.0
4.488,46.7,210.0
4.488,47.5,212.0
4.48,47.2,258.0
4.392,52.0,210.0
4.488,47.6,212.0
4.488,46.9,210.0
4.44,64.7,286.0
4.476,47.3,212.0
4.484,46.7,210.0
4.492,47.3,210.0
4.392,63.3,212.0
4.496,46.5,212.0
4.492,48.0,216.0
4.48,59.9,262.0
4.492,47.2,212.0
4.488,47.5,212.0
4.488,46.9,210.0
4.392,47.7,212.0
4.496,47.2,212.0
4.488,47.1,210.0
4.496,54.0,240.0
4.484,47.6,212.0
4.492,47.1,212.0
4.496,47.4,212.0
4.432,65.0,288.0
4.5,47.2,212.0
4.5,47.4,216.0
4.5,46.9,282.0
4.484,47.8,212.0
4.508,47.4,212.0
4.504,46.5,210.0
4.42,65.5,288.0
4.508,46.9,212.0
4.52,47.3,212.0
4.524,47.8,212.0
4.436,62.4,210.0
4.54,47.5,216.0
4.536,47.4,216.0
4.52,64.9,288.0
4.556,47.4,216.0
4.568,47.3,216.0
4.564,47.2,216.0
4.476,47.6,216.0
4.556,46.9,212.0
4.552,47.2,216.0
4.552,54.6,292.0
4.552,46.8,212.0
4.56,47.7,216.0
4.552,47.4,216.0
4.468,64.9,294.0
4.552,47.5,216.0
4.552,47.3,216.0
4.552,60.7,272.0
4.476,47.9,216.0
4.548,46.8,212.0
4.552,46.9,212.0
4.468,65.8,294.0
4.552,46.8,212.0
4.56,47.4,216.0
4.552,47.3,212.0
4.468,47.3,216.0
4.552,47.6,216.0
4.56,46.9,212.0
4.56,64.4,288.0
4.556,47.5,216.0
4.56,46.9,212.0
4.556,47.6,216.0
4.476,54.9,250.0
4.556,47.3,216.0
4.56,47.8,220.0
4.56,65.4,292.0
4.524,47.1,216.0
4.568,47.3,216.0
4.572,47.1,212.0
4.488,65.1,292.0
4.568,47.4,216.0
4.572,47.1,216.0
4.568,50.4,226.0
4.484,47.3,216.0
4.568,46.8,212.0
4.572,47.6,216.0
4.524,64.5,294.0
4.572,47.3,216.0
4.568,47.5,216.0
4.56,47.0,212.0
4.484,47.6,216.0
4.56,47.1,216.0
4.56,46.7,212.0
4.556,48.6,294.0
4.548,46.6,216.0
4.552,47.2,212.0
4.56,47.7,216.0
4.468,64.8,294.0
4.564,47.4,216.0
4.552,47.1,212.0
4.56,64.6,288.0
4.492,47.7,216.0
4.548,47.2,216.0
4.556,47.2,212.0
4.468,65.4,272.0
4.552,46.9,212.0
4.548,47.2,216.0
4.548,47.7,212.0
4.46,46.8,212.0
4.556,47.6,216.0
4.548,47.4,216.0
4.532,64.7,292.0
4.552,47.4,216.0
4.54,47.2,212.0
