Bus Voltage (V),Current (mA),Power (mW)
4.552,17.9,82.0
4.56,17.7,82.0
4.564,18.2,86.0
4.564,18.2,82.0
4.568,17.8,82.0
4.568,18.3,82.0
4.564,18.2,82.0
4.556,18.2,82.0
4.56,17.9,82.0
4.564,18.4,82.0
4.564,18.5,86.0
4.56,18.5,86.0
4.56,18.5,86.0
4.56,18.2,82.0
4.56,18.3,82.0
4.552,18.3,82.0
4.556,18.4,82.0
4.56,18.2,82.0
4.564,18.3,86.0
4.56,18.7,86.0
4.564,18.5,86.0
4.56,18.1,82.0
4.56,18.3,82.0
4.552,18.4,82.0
4.56,18.1,82.0
4.56,18.1,86.0
4.56,18.1,82.0
4.564,18.4,82.0
4.556,18.6,86.0
4.56,18.6,86.0
4.556,18.5,86.0
4.552,18.5,86.0
4.556,18.3,82.0
4.556,18.3,82.0
4.556,18.1,82.0
4.56,18.5,86.0
4.556,18.0,82.0
4.556,18.4,82.0
4.552,18.5,86.0
4.544,18.4,82.0
4.552,18.2,86.0
4.536,21.6,98.0
4.536,21.6,98.0
4.536,21.4,98.0
4.54,21.5,98.0
4.536,21.9,98.0
4.536,21.6,98.0
4.54,22.2,102.0
4.532,22.1,98.0
4.524,21.8,98.0
4.532,21.7,98.0
4.54,21.9,98.0
4.544,21.6,98.0
4.544,21.4,96.0
4.54,21.3,98.0
4.54,21.7,98.0
4.54,21.9,98.0
4.536,21.6,98.0
4.536,21.9,98.0
4.528,21.8,98.0
4.532,21.5,98.0
4.536,21.6,98.0
4.536,21.4,96.0
4.532,21.3,98.0
4.536,21.5,98.0
4.536,21.9,98.0
4.532,22.0,98.0
4.532,21.7,98.0
4.528,21.9,98.0
4.528,21.9,98.0
4.516,21.9,98.0
4.52,21.4,96.0
4.52,21.5,98.0
4.524,21.6,98.0
4.524,21.6,96.0
4.524,21.5,98.0
4.524,21.8,98.0
4.52,21.7,98.0
4.52,22.0,98.0
4.52,21.9,98.0
4.52,22.0,98.0
4.516,21.6,98.0
4.52,21.5,96.0
4.516,22.0,98.0
4.508,21.7,98.0
4.508,22.2,98.0
4.508,21.7,98.0
4.508,21.8,98.0
4.508,21.8,98.0
4.508,21.8,98.0
4.508,21.4,98.0
4.508,21.5,98.0
4.508,21.7,98.0
4.504,21.5,98.0
4.5,21.8,98.0
4.5,21.8,98.0
4.5,22.1,98.0
4.496,21.9,98.0
4.496,21.8,98.0
4.492,21.9,98.0
4.492,21.8,98.0
4.492,21.8,98.0
4.488,22.0,98.0
4.488,21.9,98.0
4.48,22.0,98.0
4.472,22.3,98.0
4.468,22.1,98.0
4.46,22.1,98.0
4.456,22.1,98.0
4.44,22.2,98.0
4.644,21.2,98.0
4.636,21.0,98.0
4.644,21.1,98.0
4.648,21.5,98.0
4.644,21.2,98.0
4.64,21.5,98.0
4.64,21.1,98.0
4.644,21.5,98.0
4.644,21.2,98.0
4.636,21.0,98.0
4.644,20.9,98.0
4.644,21.2,98.0
4.644,21.3,98.0
4.632,21.9,102.0
4.64,21.0,98.0
4.64,21.3,98.0
4.636,21.3,98.0
4.632,21.4,98.0
4.64,21.2,98.0
4.64,20.7,98.0
4.64,21.1,98.0
4.628,21.2,98.0
4.64,21.2,98.0
4.636,21.5,98.0
4.636,21.3,98.0
4.636,21.4,98.0
4.632,21.0,98.0
4.632,21.4,98.0
4.632,21.1,98.0
4.632,21.2,98.0
4.628,21.0,98.0
4.628,21.2,98.0
4.628,21.4,98.0
4.628,21.1,98.0
4.62,21.3,98.0
4.628,21.7,98.0
4.624,21.1,98.0
4.624,21.3,98.0
4.624,21.3,98.0
4.624,21.2,98.0
