Bus Voltage (V),Current (mA),Power (mW)
4.688,46.9,220.0
4.688,47.3,222.0
4.688,47.4,222.0
4.688,47.7,220.0
4.684,47.2,222.0
4.692,46.4,216.0
4.692,46.5,220.0
4.688,47.1,220.0
4.692,47.1,222.0
4.688,47.4,222.0
4.692,48.0,226.0
4.684,47.3,222.0
4.688,46.8,220.0
4.688,46.4,216.0
4.688,46.8,220.0
4.692,47.3,222.0
4.696,47.2,222.0
4.688,47.4,222.0
4.696,47.3,222.0
4.684,47.1,220.0
4.692,46.8,220.0
4.692,47.1,220.0
4.688,47.5,222.0
4.696,47.3,222.0
4.684,47.8,220.0
4.688,47.5,222.0
4.688,47.1,220.0
4.684,46.7,220.0
4.692,47.0,220.0
4.692,47.3,222.0
4.684,47.3,222.0
4.692,47.4,222.0
4.684,47.1,220.0
4.688,47.5,222.0
4.684,46.9,220.0
4.684,47.4,222.0
4.688,47.5,222.0
4.684,47.5,222.0
4.688,47.1,220.0
4.688,46.9,220.0
4.684,47.9,222.0
4.68,48.2,226.0
4.692,48.3,226.0
4.68,48.4,226.0
4.692,48.5,226.0
4.688,48.3,226.0
4.692,48.1,226.0
4.684,47.9,226.0
4.688,48.3,252.0
4.688,48.6,230.0
4.68,48.9,226.0
4.688,48.6,226.0
4.68,62.7,294.0
4.688,48.1,226.0
4.684,47.6,222.0
4.688,48.1,226.0
4.644,48.6,230.0
4.688,48.6,226.0
4.688,48.5,226.0
4.688,48.1,226.0
4.684,47.6,222.0
4.692,47.4,222.0
4.692,48.4,226.0
4.688,48.4,226.0
4.688,48.8,230.0
4.684,48.6,230.0
4.688,48.0,226.0
4.684,48.0,230.0
4.692,47.5,222.0
4.684,48.0,222.0
4.692,48.3,230.0
4.676,67.4,314.0
4.696,49.1,226.0
4.684,48.1,226.0
4.692,47.9,222.0
4.644,49.1,222.0
4.692,48.3,226.0
4.688,48.4,226.0
4.684,48.9,230.0
4.688,49.1,230.0
4.684,48.2,226.0
4.688,47.7,222.0
4.688,47.8,222.0
4.692,48.2,226.0
4.688,48.6,230.0
4.688,48.5,226.0
4.684,49.0,226.0
4.692,48.3,226.0
4.688,47.9,314.0
4.688,48.2,226.0
4.688,63.2,294.0
4.684,48.7,226.0
4.688,48.7,230.0
4.684,48.6,230.0
4.648,51.0,226.0
4.684,47.9,226.0
4.688,47.6,222.0
4.684,48.4,226.0
4.696,48.5,226.0
4.688,48.4,226.0
4.692,48.1,226.0
4.688,48.2,226.0
4.692,48.3,222.0
4.688,48.4,226.0
4.684,48.2,226.0
4.692,48.2,226.0
4.688,48.5,226.0
4.692,48.0,272.0
4.688,48.1,226.0
4.684,63.5,298.0
4.684,48.6,226.0
4.692,48.5,226.0
4.688,48.5,226.0
4.664,48.5,226.0
4.688,48.2,226.0
4.692,47.8,222.0
4.688,48.2,226.0
4.68,48.9,230.0
4.688,48.9,226.0
4.688,48.5,226.0
4.692,48.0,226.0
4.688,48.1,222.0
4.692,47.7,222.0
4.684,48.0,226.0
4.692,57.1,266.0
4.684,48.9,230.0
4.692,48.4,252.0
4.688,48.3,226.0
4.668,60.6,286.0
4.684,47.6,222.0
4.692,48.4,226.0
4.688,48.8,230.0
4.648,49.2,230.0
4.692,48.8,230.0
4.688,48.2,226.0
4.688,47.8,222.0
4.684,47.9,226.0
4.692,48.1,226.0
4.684,48.8,230.0
4.688,49.3,232.0
4.688,49.2,226.0
4.692,47.8,222.0
4.688,47.9,226.0
4.696,47.8,276.0
4.688,48.5,226.0
4.684,49.6,230.0
4.688,49.0,230.0
4.664,57.6,268.0
4.692,48.3,222.0
4.684,47.8,222.0
4.692,48.2,226.0
4.656,48.4,226.0
4.696,48.6,230.0
4.688,48.8,226.0
4.692,48.4,226.0
4.688,48.2,226.0
4.692,48.0,226.0
4.692,48.3,226.0
4.684,48.5,226.0
4.688,48.6,230.0
4.688,48.0,226.0
4.692,48.1,226.0
4.688,55.8,258.0
4.692,48.1,226.0
4.688,48.3,268.0
4.692,48.6,230.0
4.676,66.3,312.0
4.692,48.0,226.0
4.688,48.0,226.0
4.688,48.1,226.0
4.664,48.5,226.0
4.684,48.5,226.0
4.692,48.5,230.0
4.688,48.5,226.0
4.696,47.9,226.0
4.684,47.9,226.0
4.692,48.0,226.0
4.684,48.9,230.0
4.692,48.6,230.0
4.696,48.5,226.0
4.696,48.8,226.0
4.692,63.7,298.0
4.684,47.7,222.0
4.688,50.4,230.0
4.688,49.0,230.0
4.648,55.6,262.0
4.688,48.8,230.0
4.692,48.3,226.0
4.688,48.0,226.0
4.68,47.6,222.0
4.688,48.2,226.0
4.692,48.4,230.0
4.688,49.3,232.0
4.7,48.9,230.0
4.692,48.1,226.0
4.7,47.6,222.0
4.688,47.8,222.0
4.688,48.1,226.0
4.692,48.7,230.0
4.688,49.0,230.0
4.696,53.8,250.0
4.688,48.4,226.0
4.696,48.0,256.0
4.684,47.9,226.0
4.68,60.0,282.0
4.692,48.6,230.0
4.684,48.9,230.0
4.688,48.5,230.0
4.668,47.9,226.0
4.688,47.9,226.0
4.688,47.8,226.0
4.692,48.1,226.0
4.688,48.8,230.0
4.696,48.6,230.0
4.688,48.5,226.0
4.692,48.2,226.0
4.688,47.8,222.0
4.696,48.3,226.0
4.692,48.4,230.0
4.692,52.3,242.0
4.692,48.6,230.0
4.7,48.5,268.0
4.688,48.1,226.0
4.664,58.3,272.0
4.688,48.2,226.0
4.676,48.7,230.0
4.696,48.6,230.0
4.66,48.1,226.0
4.696,48.3,226.0
4.684,47.9,226.0
4.692,48.8,230.0
4.688,48.9,230.0
4.696,48.4,230.0
4.692,48.8,230.0
4.696,48.1,226.0
4.692,47.7,222.0
4.684,48.0,226.0
4.688,48.6,230.0
4.688,48.9,230.0
4.692,48.6,230.0
4.692,48.6,298.0
4.696,48.0,226.0
4.688,64.8,302.0
4.692,48.5,226.0
4.66,48.4,226.0
4.692,49.2,232.0
4.652,49.0,230.0
4.692,47.9,226.0
4.692,48.0,222.0
4.696,47.7,222.0
4.688,48.4,226.0
4.688,48.4,230.0
4.696,49.1,230.0
4.688,49.3,226.0
4.696,48.2,226.0
4.688,47.9,226.0
4.696,47.6,226.0
4.688,48.3,226.0
4.696,48.8,230.0
4.692,48.8,276.0
4.7,48.5,226.0
4.692,67.3,314.0
4.692,47.8,222.0
4.664,47.6,222.0
4.688,48.3,226.0
4.652,48.5,230.0
4.692,48.7,230.0
4.692,48.4,230.0
4.688,48.1,226.0
4.692,48.0,226.0
4.692,47.9,226.0
4.696,48.1,226.0
4.692,48.6,226.0
4.696,48.8,230.0
4.692,48.4,226.0
4.688,48.4,226.0
4.688,48.0,222.0
4.684,48.3,226.0
4.696,48.4,302.0
4.692,48.4,226.0
4.696,63.5,298.0
4.684,48.3,226.0
4.664,48.1,226.0
4.684,48.0,230.0
4.656,48.5,226.0
4.692,48.4,226.0
4.696,48.4,230.0
4.692,48.1,226.0
4.688,48.0,226.0
4.692,47.8,222.0
4.688,48.3,226.0
4.692,48.4,230.0
4.688,48.8,230.0
4.696,48.7,230.0
4.692,48.3,226.0
4.692,47.8,222.0
4.688,48.1,226.0
4.696,48.0,304.0
4.692,48.5,226.0
4.696,67.7,230.0
4.696,48.6,230.0
4.656,48.5,226.0
4.692,48.0,226.0
4.648,47.8,222.0
4.696,48.3,226.0
4.688,48.8,230.0
4.696,49.0,230.0
4.688,48.8,230.0
4.7,48.1,226.0
4.692,47.9,226.0
4.696,48.0,226.0
4.692,48.2,226.0
4.692,48.8,230.0
4.692,49.2,230.0
4.696,48.3,226.0
4.692,48.4,226.0
4.688,55.6,258.0
4.692,47.7,222.0
4.692,52.2,232.0
4.696,49.1,230.0
4.668,63.0,294.0
4.692,49.2,226.0
4.688,48.4,226.0
4.696,47.9,226.0
4.668,48.2,226.0
4.692,48.2,226.0
4.692,48.7,230.0
4.696,49.2,230.0
4.692,48.4,226.0
4.688,48.5,226.0
4.696,47.8,226.0
4.688,48.2,226.0
4.696,48.3,230.0
4.692,48.7,230.0
4.7,48.6,226.0
4.688,62.0,288.0
4.696,48.1,226.0
4.692,55.0,226.0
4.7,48.2,226.0
4.652,54.0,252.0
4.696,48.5,230.0
4.696,48.7,230.0
4.692,48.3,226.0
4.688,48.5,230.0
4.688,48.2,226.0
4.696,48.2,226.0
4.692,48.7,230.0
4.696,48.5,230.0
4.692,48.6,226.0
4.696,48.0,226.0
4.696,48.0,226.0
4.7,48.8,230.0
4.692,48.5,226.0
4.692,48.4,230.0
4.696,53.5,250.0
4.692,48.0,226.0
4.7,48.1,278.0
4.688,48.1,226.0
4.688,63.9,302.0
4.692,48.8,230.0
4.68,48.9,230.0
4.696,48.8,230.0
4.668,48.2,226.0
4.696,47.7,222.0
4.7,48.1,222.0
4.696,48.7,230.0
4.684,49.0,230.0
4.692,48.8,230.0
4.692,48.6,230.0
4.696,48.3,226.0
4.692,47.9,226.0
4.696,47.8,226.0
4.692,48.4,226.0
4.696,60.7,282.0
4.696,49.0,230.0
4.7,49.3,236.0
4.696,48.4,226.0
4.668,58.1,226.0
4.692,48.3,226.0
4.684,48.3,226.0
4.692,48.8,230.0
4.66,49.0,230.0
4.7,48.3,226.0
4.692,48.3,226.0
4.7,47.8,226.0
4.688,47.6,226.0
4.7,48.4,226.0
4.692,48.9,230.0
4.696,48.9,230.0
4.692,48.4,226.0
4.696,48.2,226.0
4.692,48.0,226.0
4.7,51.0,236.0
4.696,48.6,230.0
4.692,57.1,268.0
4.696,48.9,230.0
4.684,66.0,226.0
4.696,47.7,222.0
4.676,47.8,222.0
4.696,48.1,226.0
4.664,48.9,230.0
4.7,48.8,230.0
4.696,48.4,226.0
4.696,48.5,226.0
4.692,48.5,230.0
