Bus Voltage (V),Current (mA),Power (mW)
4.7,47.4,222.0
4.7,46.6,220.0
4.708,47.1,222.0
4.72,47.8,226.0
4.708,47.2,222.0
4.704,47.2,222.0
4.712,47.8,226.0
4.712,47.7,226.0
4.716,46.9,222.0
4.716,47.3,220.0
4.72,47.8,226.0
4.716,47.0,222.0
4.716,47.2,222.0
4.712,47.9,222.0
4.716,48.3,226.0
4.712,47.6,222.0
4.716,46.9,220.0
4.712,47.6,222.0
4.716,47.3,222.0
4.708,46.6,220.0
4.704,47.5,222.0
4.704,48.4,230.0
4.704,47.3,222.0
4.708,46.8,222.0
4.708,47.6,222.0
4.712,47.7,226.0
4.704,46.8,220.0
4.712,47.2,222.0
4.712,48.1,230.0
4.712,48.1,226.0
4.712,47.2,222.0
4.716,47.2,222.0
4.712,47.4,226.0
4.712,47.3,222.0
4.708,47.4,222.0
4.712,48.1,226.0
4.708,48.0,226.0
4.708,47.8,222.0
4.708,47.2,222.0
4.708,47.8,226.0
4.712,47.4,222.0
4.708,46.8,220.0
4.712,48.0,226.0
4.712,47.6,222.0
4.712,47.4,222.0
4.708,47.6,222.0
4.716,49.0,230.0
4.708,48.2,312.0
4.716,48.0,226.0
4.708,48.9,230.0
4.716,48.7,230.0
4.668,57.2,230.0
4.708,48.9,230.0
4.708,49.1,232.0
4.7,68.6,322.0
4.708,47.7,226.0
4.708,48.9,226.0
4.712,48.3,230.0
4.708,48.1,226.0
4.708,49.0,230.0
4.708,49.4,232.0
4.704,68.3,230.0
4.708,48.1,226.0
4.712,48.6,230.0
4.708,54.3,252.0
4.712,48.0,226.0
4.712,48.5,230.0
4.716,49.7,232.0
4.704,48.9,230.0
4.712,48.1,226.0
4.712,48.8,230.0
4.704,57.6,256.0
4.716,48.1,226.0
4.708,48.6,230.0
4.716,49.4,232.0
4.7,49.3,230.0
4.716,48.5,226.0
4.708,48.1,226.0
4.716,48.8,230.0
4.708,48.5,230.0
4.716,48.5,226.0
4.716,49.0,230.0
4.716,49.2,232.0
4.712,48.5,230.0
4.72,48.5,230.0
4.692,48.9,232.0
4.712,48.4,230.0
4.716,48.0,226.0
4.712,66.7,314.0
4.716,49.4,232.0
4.708,48.5,230.0
4.716,48.5,230.0
4.716,49.0,232.0
4.716,48.6,230.0
4.712,48.0,226.0
4.68,50.6,230.0
4.712,49.3,232.0
4.712,48.5,230.0
4.708,68.5,322.0
4.72,49.2,230.0
4.712,48.6,230.0
4.704,47.8,226.0
4.68,48.3,230.0
4.712,49.0,230.0
4.712,48.3,230.0
4.672,61.7,292.0
4.716,49.3,232.0
4.708,48.5,230.0
4.712,67.4,314.0
4.712,48.5,230.0
4.716,49.0,230.0
4.708,48.7,230.0
4.676,48.4,230.0
4.712,49.4,232.0
4.716,48.9,230.0
4.7,68.0,318.0
4.708,48.4,230.0
4.716,49.2,232.0
4.708,48.3,250.0
4.712,48.1,230.0
4.712,49.3,232.0
4.712,49.2,232.0
4.696,47.9,226.0
4.712,48.6,226.0
4.708,48.8,230.0
4.72,58.9,276.0
4.708,48.2,226.0
4.716,48.8,230.0
4.708,49.3,232.0
4.716,48.5,230.0
4.716,48.4,230.0
4.72,49.1,232.0
4.712,58.9,250.0
4.704,48.1,226.0
4.712,48.5,230.0
4.712,49.2,232.0
4.708,48.4,230.0
4.708,48.8,230.0
4.716,48.8,230.0
4.672,49.3,232.0
4.712,48.3,230.0
4.708,48.4,230.0
4.716,50.6,292.0
4.712,48.5,230.0
4.712,48.3,226.0
