Bus Voltage (V),Current (mA),Power (mW)
4.716,46.4,220.0
4.712,45.5,216.0
4.712,46.1,216.0
4.712,46.0,220.0
4.668,45.6,212.0
4.672,46.6,216.0
4.672,45.5,212.0
4.68,45.8,212.0
4.68,46.0,216.0
4.676,45.9,212.0
4.676,46.5,216.0
4.68,46.4,216.0
4.676,46.3,216.0
4.672,46.2,216.0
4.676,45.6,212.0
4.672,46.2,216.0
4.68,45.8,216.0
4.676,46.5,216.0
4.68,46.2,216.0
4.676,46.2,216.0
4.68,46.8,220.0
4.676,46.3,216.0
4.684,46.1,216.0
4.676,46.4,216.0
4.672,45.8,216.0
4.68,46.6,220.0
4.676,45.8,216.0
4.68,46.2,220.0
4.672,46.1,216.0
4.68,45.9,212.0
4.676,46.6,220.0
4.676,46.2,216.0
4.676,46.3,216.0
4.68,46.4,216.0
4.672,45.9,212.0
4.672,46.7,220.0
4.672,46.0,216.0
4.672,46.5,216.0
4.676,46.1,216.0
4.672,45.7,212.0
4.68,46.5,216.0
4.672,46.1,216.0
4.68,46.2,216.0
4.676,46.8,220.0
4.68,46.1,216.0
4.68,46.6,220.0
4.676,46.2,216.0
4.68,46.2,216.0
4.672,46.2,216.0
4.64,59.3,276.0
4.64,59.7,282.0
4.64,59.7,278.0
4.644,59.6,276.0
4.64,60.4,282.0
4.636,59.8,278.0
4.644,58.7,272.0
4.644,60.4,282.0
4.64,60.1,278.0
4.644,60.2,278.0
4.636,59.7,276.0
4.648,60.1,278.0
4.636,59.9,276.0
4.644,59.4,276.0
4.64,58.7,272.0
4.636,59.5,276.0
4.64,60.2,278.0
4.64,60.5,282.0
4.64,59.3,276.0
4.64,60.6,282.0
4.644,59.5,276.0
4.636,60.1,278.0
4.64,58.8,278.0
4.636,59.7,276.0
4.644,60.4,278.0
4.64,59.6,276.0
4.636,59.2,276.0
4.64,60.7,282.0
4.636,60.0,278.0
4.64,60.5,282.0
4.636,59.5,276.0
4.644,60.0,278.0
4.636,59.9,278.0
4.64,59.8,272.0
4.636,58.6,282.0
4.64,60.0,278.0
4.64,60.5,282.0
4.632,60.1,278.0
4.644,59.4,276.0
4.636,60.2,278.0
4.64,59.5,276.0
4.632,59.8,278.0
4.64,60.2,278.0
4.636,60.0,278.0
4.64,60.3,282.0
4.64,59.9,268.0
4.648,59.4,278.0
4.64,60.2,278.0
4.636,60.1,278.0
4.64,60.2,278.0
4.64,59.8,278.0
4.644,60.2,278.0
4.632,59.9,278.0
4.64,58.0,268.0
4.64,60.2,278.0
4.64,60.1,278.0
4.64,60.4,282.0
4.64,60.2,276.0
4.648,59.9,278.0
4.632,60.4,278.0
4.644,59.6,276.0
4.64,59.3,276.0
4.64,60.1,278.0
4.64,60.1,278.0
4.64,60.2,278.0
